accession	gene	tier	n_sites_total	n_sites_in_master	n_sites_with_mass	n_sites_count_only	n_modified_residue	n_lipidation	n_glycosylation	n_cross_link	n_disulfide_bond	sum_mass_delta_g_per_mol	mw_master	ptm_mass_delta_fraction_of_mw
O95336	PGLS	erythrocytes	3	3	3	0	3	0	0	0	0	164.06	27415.1700	0.005984278048
O95347	SMC2	erythrocytes	5	5	5	0	5	0	0	0	0	210.2	135654.2700	0.001549527339
O95352	ATG7	erythrocytes	3	3	3	0	2	0	0	1	0	104	77827.3350	0.00133629142
O95373	IPO7	erythrocytes	5	5	5	0	5	0	0	0	0	361.96	119514.6150	0.003028583575
O95376	ARIH2	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	57818.1300	0.001383303127
O95406	CNIH1	erythrocytes	0	0	0	0	0	0	0	0	0	0	16698.7050	0
O95433	AHSA1	erythrocytes	7	7	7	0	5	0	0	2	0	287.98	38273.8850	0.00752419045
O95445	APOM	plasma	4	4	3	1	0	0	1	0	3	-6.048	21252.9950	-0.0002845716568
O95456	PSMG1	erythrocytes	5	5	5	0	5	0	0	0	0	324.02	32722.3100	0.009902112656
O95476	CTDNEP1	erythrocytes	0	0	0	0	0	0	0	0	0	0	28376.5350	0
O95487	SEC24B	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	137284.2600	0.002053986378
O95497	VNN1	plasma	7	7	0	7	0	1	6	0	0	0	52287.1950	0
O95562	SFT2D2	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	17779.1150	0.006863108766
O95573	ACSL3	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	80419.1750	0.0009945389268
O95671	ASMTL	erythrocytes	5	5	5	0	5	0	0	0	0	399.9	68855.7500	0.00580779383
O95674	CDS2	erythrocytes	6	6	6	0	6	0	0	0	0	479.88	51417.2600	0.009333052753
O95727	CRTAM	erythrocytes	5	5	2	3	0	0	3	0	2	-4.032	42511.6350	-9.484462312e-05
O95747	OXSR1	erythrocytes	9	9	9	0	9	0	0	0	0	681.88	57890.1250	0.01177886557
O95782	AP2A1	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	107544.2500	0.002974775499
O95807	TMEM50A	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	17268.8150	0.007065916219
O95816	BAG2	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	23640.3350	0.01192791896
O95819	MAP4K4	erythrocytes	28	28	28	0	28	0	0	0	0	2201.5	141967.4950	0.01550707083
O95822	MLYCD	erythrocytes	8	8	7	1	7	0	0	0	1	410.34	50944.8050	0.008054599483
O95825	CRYZL1	erythrocytes	0	0	0	0	0	0	0	0	0	0	38696.0100	0
O95834	EML2	erythrocytes	0	0	0	0	0	0	0	0	0	0	70677.9100	0
O95837	GNA14	erythrocytes	1	1	1	0	1	0	0	0	0	541.3	41570.0300	0.01302140027
O95861	BPNT1	erythrocytes	4	4	4	0	4	0	0	0	0	302.07	33260.6900	0.009081892168
O95865	DDAH2	erythrocytes	0	0	0	0	0	0	0	0	0	0	29643.4200	0
O95870	ABHD16A	erythrocytes	0	0	0	0	0	0	0	0	0	0	63242.3150	0
O95922	TTLL1	erythrocytes	0	0	0	0	0	0	0	0	0	0	48987.3800	0
O95967	EFEMP2	erythrocytes	20	20	18	2	0	0	2	0	18	-36.288	47011.9550	-0.0007718887674
O96005	CLPTM1	erythrocytes	8	8	2	6	2	0	6	0	0	122.02	75964.2450	0.001606282008
P00167	CYB5A	erythrocytes	3	3	3	0	3	0	0	0	0	126.12	15198.6500	0.008298105424
P00338	LDHA	erythrocytes	21	21	21	0	20	0	0	1	0	1224.51	36557.0700	0.03349584636
P00352	ALDH1A1	erythrocytes	12	12	12	0	12	0	0	0	0	580.36	54730.0250	0.01060405143
P00387	CYB5R3	erythrocytes	4	4	4	0	3	1	0	0	0	374.42	34103.1450	0.01097904607
P00390	GSR	erythrocytes	3	3	2	1	1	0	0	0	2	40.024	51700.0200	0.0007741583079
P00403	MT-CO2	erythrocytes	0	0	0	0	0	0	0	0	0	0	25564.5900	0
P00441	SOD1	erythrocytes	15	15	15	0	12	1	0	1	1	1180.764	15804.4100	0.07471104584
P00450	CP	plasma	12	12	6	6	1	0	6	0	5	69.9	120098.0450	0.0005820244618
P00488	F13A1	plasma	2	1	0	1	1	0	1	0	0	0	79244.9450	0
P00491	PNP	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	32117.4900	0.003799176088
P00492	HPRT1	erythrocytes	5	5	5	0	3	0	0	2	0	128.02	24447.9200	0.005236437292
P00505	GOT2	erythrocytes	40	40	40	0	40	0	0	0	0	2763.81	44736.7800	0.06177936812
P00558	PGK1	erythrocytes	26	26	26	0	26	0	0	0	0	1677.04	44483.0850	0.03770062261
P00568	AK1	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	21634.6450	0.005640027835
P00734	F2	plasma	25	25	21	4	10	0	3	0	12	417.924	65307.4600	0.006399330184
P00736	C1R	plasma	19	19	14	5	2	0	4	0	13	71.788	78212.2550	0.0009178612738
P00738	HP	erythrocytes;plasma	11	11	4	7	0	0	4	0	7	-8.064	43348.5550	-0.0001860269621
P00739	HPR	plasma	2	2	2	0	0	0	0	0	2	-4.032	39029.0850	-0.0001033075718
P00740	F9	plasma	36	36	27	9	17	0	8	0	11	843.96	46577.9000	0.01811932268
P00742	F10	plasma	28	28	23	5	12	0	4	0	12	477.934	50335.9650	0.009494881046
P00746	CFD	plasma	4	4	4	0	0	0	0	0	4	-8.064	24404.4050	-0.0003304321494
P00747	PLG	plasma	29	29	24	5	2	0	3	0	24	115.608	88431.5600	0.001307316076
P00748	F12	plasma	29	29	21	8	0	0	9	0	20	105.82	65732.6550	0.001609854341
P00751	CFB	plasma	16	16	12	4	0	0	5	0	11	139.964	82999.8500	0.001686316301
P00813	ADA	erythrocytes	3	3	3	0	3	0	0	0	0	126.12	40632.6850	0.003103905144
P00915	CA1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	28738.5550	0.001462843208
P00918	CA2	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	29114.4100	0.009685238341
P01008	SERPINC1	erythrocytes;plasma	9	9	5	4	2	0	4	0	3	153.912	49038.5150	0.003138594225
P01009	SERPINA1	erythrocytes;plasma	6	6	3	3	3	0	3	0	0	279.1	44323.9150	0.006296826442
P01011	SERPINA3	erythrocytes;plasma	6	6	0	6	0	0	6	0	0	0	45265.0850	0
P01019	AGT	plasma	6	6	2	4	1	0	4	0	1	-46.026	49760.2450	-0.0009249552529
P01023	A2M	erythrocytes;plasma	24	24	12	12	0	0	8	3	13	-39.206	160807.8800	-0.0002438064602
P01024	C3	erythrocytes;plasma	26	26	21	5	8	0	3	1	14	598.618	184948.9700	0.003236665768
P01031	C5	erythrocytes;plasma	18	18	14	4	0	0	4	0	14	-28.224	185772.6950	-0.0001519276016
P01034	CST3	plasma	3	3	3	0	1	0	0	0	2	75.948	13346.9850	0.005690273871
P01040	CSTA	erythrocytes;plasma	1	1	1	0	1	0	0	0	0	42.04	11006.3950	0.003819597607
P01042	KNG1	plasma	24	24	11	13	3	0	12	0	9	62.822	69895.7850	0.0008987952564
P01111	NRAS	erythrocytes	5	5	5	0	1	2	1	1	0	666.87	20899.4850	0.03190844176
P01112	HRAS	erythrocytes	10	10	10	0	4	4	1	1	0	1268.85	20998.5250	0.06042567276
P01116	KRAS	erythrocytes	11	11	11	0	4	5	1	1	0	1442.27	21298.0850	0.06771829486
P01591	JCHAIN	plasma	7	7	4	3	1	0	1	0	5	-23.078	15594.3100	-0.001479898758
P01593	IGKV1D-33	plasma	1	1	1	0	0	0	0	0	1	-2.016	10409.2500	-0.0001936738958
P01594	IGKV1-33	plasma	1	1	1	0	0	0	0	0	1	-2.016	10409.2500	-0.0001936738958
P01597	IGKV1-39	plasma	1	1	1	0	0	0	0	0	1	-2.016	10229.1200	-0.0001970844022
P01599	IGKV1-17	plasma	1	1	1	0	0	0	0	0	1	-2.016	10295.2500	-0.00019581846
P01602	IGKV1-5	erythrocytes;plasma	1	1	1	0	0	0	0	0	1	-2.016	10360.3000	-0.0001945889598
P01611	IGKV1D-12	plasma	1	1	1	0	0	0	0	0	1	-2.016	10146.0800	-0.000198697428
P01615	IGKV2D-28	plasma	1	1	1	0	0	0	0	0	1	-2.016	10902.0400	-0.0001849195196
P01619	IGKV3-20	erythrocytes;plasma	1	1	1	0	0	0	0	0	1	-2.016	10302.2150	-0.0001956860733
P01624	IGKV3-15	plasma	1	1	1	0	0	0	0	0	1	-2.016	10271.2300	-0.0001962763953
P01699	IGLV1-44	plasma	2	2	2	0	1	0	0	0	1	-19.046	10186.8350	-0.001869668057
P01700	IGLV1-47	plasma	2	2	2	0	1	0	0	0	1	-19.046	10299.0050	-0.00184930486
P01701	IGLV1-51	plasma	2	2	2	0	1	0	0	0	1	-19.046	10206.0250	-0.001866152591
P01703	IGLV1-40	plasma	2	2	2	0	1	0	0	0	1	-19.046	10247.9700	-0.001858514418
P01704	IGLV2-14	plasma	2	2	2	0	1	0	0	0	1	-19.046	10568.2500	-0.001802190524
P01706	IGLV2-11	plasma	2	2	2	0	1	0	0	0	1	-19.046	10629.4650	-0.001791811723
P01714	IGLV3-19	plasma	1	1	1	0	0	0	0	0	1	-2.016	9855.5250	-0.0002045553129
P01717	IGLV3-25	plasma	1	1	1	0	0	0	0	0	1	-2.016	9986.7300	-0.0002018678787
P01721	IGLV6-57	plasma	1	1	1	0	0	0	0	0	1	-2.016	10528.0950	-0.0001914876338
P01742	IGHV1-69	plasma	2	2	2	0	1	0	0	0	1	-19.046	10491.7350	-0.001815333689
P01743	IGHV1-46	plasma	1	1	1	0	0	0	0	0	1	-2.016	10790.0450	-0.0001868388871
P01763	IGHV3-48	plasma	1	1	1	0	0	0	0	0	1	-2.016	10706.8150	-0.0001882912892
P01764	IGHV3-23	plasma	1	1	1	0	0	0	0	0	1	-2.016	10445.5450	-0.0001930009396
P01766	IGHV3-13	erythrocytes;plasma	1	1	1	0	0	0	0	0	1	-2.016	10416.5600	-0.0001935379818
P01767	IGHV3-53	plasma	1	1	1	0	0	0	0	0	1	-2.016	10543.7000	-0.0001912042262
P01772	IGHV3-33	plasma	2	2	2	0	1	0	0	0	1	-19.046	10923.1550	-0.001743635424
P01780	IGHV3-7	plasma	1	1	1	0	0	0	0	0	1	-2.016	10853.0550	-0.0001857541494
P01782	IGHV3-9	plasma	1	1	1	0	0	0	0	0	1	-2.016	10827.9400	-0.0001861849992
P01814	IGHV2-70	plasma	2	2	2	0	1	0	0	0	1	-19.046	11173.6550	-0.0017045452
P01824	IGHV4-39	plasma	1	1	1	0	0	0	0	0	1	-2.016	10756.8900	-0.0001874147639
P01834	IGKC	erythrocytes;plasma	2	2	1	1	0	0	0	0	2	-2.016	11764.8900	-0.0001713573183
P01857	IGHG1	erythrocytes;plasma	36	36	32	4	0	0	28	0	8	49436.08	43911.4000	1.125814253
P01859	IGHG2	erythrocytes;plasma	34	34	28	6	0	0	26	0	8	44881.992	43805.3000	1.024579035
P01860	IGHG3	plasma	44	44	28	16	0	0	30	0	14	45204.272	49092.4350	0.9207991415
P01861	IGHG4	plasma	25	25	21	4	0	0	19	0	6	32018.282	43831.1650	0.7304912384
P01871	IGHM	erythrocytes;plasma	14	14	4	10	0	0	5	0	9	-8.064	51922.8750	-0.0001553072706
P01876	IGHA1	erythrocytes;plasma	21	21	5	16	0	0	11	0	10	-10.08	42847.9050	-0.0002352507083
P01877	IGHA2	plasma	14	14	4	10	0	0	5	0	9	-8.064	42333.3500	-0.000190488114
P01880	IGHD	plasma	15	15	3	12	0	0	10	0	5	-6.048	47499.0250	-0.0001273289294
P02008	HBZ	erythrocytes	5	5	5	0	5	0	0	0	0	361.96	15505.5400	0.0233439145
P02042	HBD	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	15924.0950	0.007662601862
P02549	SPTA1	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	280009.4700	0.0005712663932
P02647	APOA1	erythrocytes;plasma	11	11	11	0	10	0	1	0	0	511.9	28961.0800	0.01767544581
P02649	APOE	erythrocytes;plasma	9	9	3	6	2	0	7	0	0	258.12	34236.0600	0.007539418964
P02652	APOA2	plasma	5	5	4	1	4	0	0	0	1	158.93	9303.5350	0.01708275403
P02654	APOC1	plasma	0	0	0	0	0	0	0	0	0	0	6630.4700	0
P02655	APOC2	plasma	0	0	0	0	0	0	0	0	0	0	8914.7700	0
P02656	APOC3	plasma	1	1	0	1	0	0	1	0	0	0	8764.5000	0
P02671	FGA	erythrocytes;plasma	36	35	17	18	16	0	4	8	8	1131.688	91357.7600	0.01238743157
P02675	FGB	erythrocytes;plasma	10	9	3	6	1	0	1	0	8	-6.048	50762.3600	-0.0001191433968
P02679	FGG	erythrocytes;plasma	15	15	5	10	3	0	2	2	8	236.068	48482.3700	0.004869151405
P02686	MBP	erythrocytes	39	39	39	0	39	0	0	0	0	1690.68	33116.5850	0.05105236545
P02724	GYPA	erythrocytes	20	20	3	17	3	0	17	0	0	239.94	14350.8200	0.01671960209
P02730	SLC4A1	erythrocytes	10	10	9	1	8	1	1	0	0	840.31	101790.6500	0.008255276884
P02741	CRP	plasma	2	2	2	0	1	0	0	0	1	-19.046	23046.8450	-0.0008264037876
P02743	APCS	plasma	2	2	1	1	0	0	1	0	1	-2.016	23258.1950	-8.667912536e-05
P02745	C1QA	plasma	18	18	12	6	11	0	5	0	2	173.984	23687.4700	0.007344980279
P02746	C1QB	plasma	20	20	19	1	18	0	0	0	2	252.954	23741.7550	0.01065439349
P02747	C1QC	plasma	15	15	13	2	12	0	1	0	2	189.984	22812.8000	0.008327956235
P02748	C9	plasma	15	15	13	2	0	0	4	0	11	302.104	60978.0550	0.004954306922
P02749	APOH	erythrocytes;plasma	17	17	11	6	0	0	6	0	11	-22.176	36254.3650	-0.0006116780697
P02750	LRG1	plasma	7	7	2	5	0	0	5	0	2	-4.032	34345.7550	-0.0001173944204
P02751	FN1	plasma	46	46	33	13	5	0	8	3	30	246.602	269255.5250	0.0009158660718
P02753	RBP4	plasma	4	4	4	0	1	0	0	0	3	7.982	21071.3400	0.0003788083719
P02760	AMBP	erythrocytes;plasma	12	12	7	5	0	0	5	0	7	-14.112	36802.4600	-0.0003834526279
P02763	ORM1	erythrocytes;plasma	8	8	3	5	1	0	5	0	2	-21.062	21587.9000	-0.0009756391312
P02765	AHSG	erythrocytes;plasma	21	16	8	8	7	0	8	0	6	229.86	32959.8300	0.006973943737
P02766	TTR	plasma	4	4	3	1	3	0	1	0	0	204.05	13761.2500	0.01482786811
P02768	ALB	plasma	55	55	53	2	14	0	24	0	17	4666.938	66471.4800	0.07020962975
P02774	GC	erythrocytes;plasma	14	14	14	0	0	0	0	0	14	-28.224	51196.8150	-0.0005512842938
P02775	PPBP	plasma	2	2	2	0	0	0	0	0	2	-4.032	10265.7050	-0.0003927640625
P02786	TFRC	erythrocytes;plasma	16	16	10	6	5	2	4	1	4	854.668	84870.2750	0.01007028668
P02787	TF	erythrocytes;plasma	26	26	22	4	3	0	4	0	19	149.706	75194.7400	0.001990910534
P02788	LTF	erythrocytes	23	21	18	3	1	0	4	2	16	-68.296	76164.4400	-0.0008966914219
P02790	HPX	erythrocytes;plasma	13	13	6	7	0	0	7	0	6	-12.096	49294.7400	-0.0002453811502
P02792	FTL	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	19888.1550	0.002113821016
P02794	FTH1	erythrocytes	4	4	4	0	4	0	0	0	0	244.04	21225.2900	0.01149760498
P03950	ANG	plasma	4	4	4	0	1	0	0	0	3	-23.078	14142.8000	-0.001631784371
P03951	F11	plasma	24	24	16	8	0	0	5	0	19	-32.256	68024.8400	-0.0004741797261
P03952	KLKB1	plasma	23	23	18	5	0	0	5	0	18	-36.288	69176.3400	-0.0005245724188
P04003	C4BPA	plasma	21	21	16	5	0	0	3	0	18	-32.256	61670.0500	-0.0005230415737
P04004	VTN	erythrocytes;plasma	22	22	19	3	11	0	3	0	8	864.052	52277.2600	0.01652825722
P04040	CAT	erythrocytes	14	14	14	0	14	0	0	0	0	990.29	59624.1250	0.01660888105
P04070	PROC	plasma	28	27	22	5	11	0	5	0	12	469.894	47332.1500	0.009927586218
P04075	ALDOA	erythrocytes	17	17	17	0	15	0	0	2	0	1036.26	39288.2700	0.02637581141
P04080	CSTB	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	11139.4450	0.003773976172
P04083	ANXA1	erythrocytes	17	17	16	1	11	0	0	5	1	653.924	38582.5100	0.01694871588
P04114	APOB	erythrocytes;plasma	32	32	13	19	4	1	19	0	8	504.262	512790.0550	0.000983369305
P04156	PRNP	erythrocytes	4	4	1	3	0	1	2	0	1	-2.016	22746.8650	-8.862759769e-05
P04180	LCAT	plasma	8	8	2	6	0	0	6	0	2	-4.032	47083.1850	-8.563566802e-05
P04181	OAT	erythrocytes	13	13	13	0	13	0	0	0	0	965.73	45852.1150	0.02106184197
P04196	HRG	plasma	9	9	5	4	0	0	4	0	5	-10.08	57658.9700	-0.0001748210209
P04211	IGLV7-43	plasma	1	1	1	0	0	0	0	0	1	-2.016	10367.3750	-0.0001944561666
P04217	A1BG	plasma	9	9	5	4	0	0	4	0	5	-10.08	51920.8650	-0.0001941416038
P04275	VWF	plasma	60	59	33	26	0	0	26	0	34	-66.528	307026.0700	-0.0002166851825
P04278	SHBG	plasma	5	5	2	3	0	0	3	0	2	-4.032	40467.4000	-9.963575619e-05
P04406	GAPDH	erythrocytes	48	48	48	0	45	0	2	1	0	3161.1	35921.6350	0.08799989199
P04424	ASL	erythrocytes	4	4	4	0	4	0	0	0	0	168.16	51525.9100	0.003263600779
P04430	IGKV1-16	plasma	1	1	1	0	0	0	0	0	1	-2.016	10202.1100	-0.0001976061815
P04433	IGKV3-11	plasma	1	1	1	0	0	0	0	0	1	-2.016	10350.2900	-0.0001947771512
P04439	HLA-A	erythrocytes;plasma	11	11	10	1	8	0	1	0	2	635.888	38315.9800	0.0165958955
P04632	CAPNS1	erythrocytes	3	3	3	0	3	0	0	0	0	164.06	28315.4450	0.005794011007
P04792	HSPB1	erythrocytes	13	13	13	0	13	0	0	0	0	935.85	22782.1300	0.04107824861
P04798	CYP1A1	erythrocytes	1	1	1	0	0	0	1	0	0	203.19	58164.4550	0.003493370651
P04843	RPN1	erythrocytes	4	4	3	1	2	0	1	1	0	66.06	66289.7350	0.0009965343805
P04844	RPN2	erythrocytes	2	2	1	1	0	0	1	1	0	-18.02	67053.2400	-0.0002687416745
P04899	GNAI2	erythrocytes	5	5	5	0	3	2	0	0	0	1532.35	40319.1650	0.03800549937
P04920	SLC4A2	erythrocytes	15	15	12	3	11	1	3	0	0	1052.24	137007.1700	0.007680181993
P04921	GYPC	erythrocytes	17	17	2	15	2	0	15	0	0	159.96	13810.4050	0.01158257126
P05023	ATP1A1	erythrocytes	15	15	15	0	15	0	0	0	0	1143.91	112894.6000	0.01013254841
P05026	ATP1B1	erythrocytes	8	8	5	3	2	0	3	0	3	153.912	35060.9700	0.004389838615
P05062	ALDOB	erythrocytes	14	14	14	0	14	0	0	0	0	1142.05	39341.2700	0.02902931197
P05089	ARG1	erythrocytes	6	6	6	0	6	0	0	0	0	520.06	34734.5350	0.01497241866
P05090	APOD	plasma	6	6	3	3	1	0	2	0	3	-21.062	19302.8500	-0.001091134211
P05109	S100A8	erythrocytes;plasma	1	1	1	0	1	0	0	0	0	29	10834.3600	0.002676669411
P05141	SLC25A5	erythrocytes	20	20	20	0	20	0	0	0	0	1217.94	32851.8150	0.03707375072
P05154	SERPINA5	plasma	4	4	0	4	0	0	4	0	0	0	42811.5600	0
P05155	SERPING1	plasma	17	17	2	15	0	0	15	0	2	-4.032	52842.5450	-7.630215388e-05
P05156	CFI	plasma	27	27	19	8	0	0	6	0	21	-38.304	63486.8000	-0.0006033380167
P05160	F13B	plasma	22	22	20	2	0	0	2	0	20	-40.32	73206.2000	-0.000550773022
P05161	ISG15	erythrocytes	3	3	2	1	1	0	0	1	1	10.98	17014.3050	0.0006453393189
P05198	EIF2S1	erythrocytes	6	6	6	0	6	0	0	0	0	441.94	36111.7500	0.01223812194
P05386	RPLP1	erythrocytes	4	4	4	0	2	0	0	2	0	85.98	11382.5900	0.007553641131
P05387	RPLP2	erythrocytes	9	9	9	0	9	0	0	0	0	664.03	11664.7600	0.0569261605
P05388	RPLP0	erythrocytes	7	7	7	0	4	0	0	3	0	265.86	34273.0400	0.007757117548
P05452	CLEC3B	plasma	4	4	3	1	0	0	1	0	3	-6.048	20138.6700	-0.0003003177469
P05455	SSB	erythrocytes	11	11	11	0	11	0	0	0	0	690.08	46836.4850	0.01473381275
P05543	SERPINA7	plasma	5	5	0	5	0	0	5	0	0	0	44101.0900	0
P05546	SERPIND1	plasma	6	6	3	3	3	0	3	0	0	240.1	54959.2550	0.004368690951
P05556	ITGB1	erythrocytes	46	46	34	12	5	0	12	1	28	287.492	86190.9950	0.003335522464
P06132	UROD	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	40786.2800	0.001030738768
P06213	INSR	erythrocytes	50	50	31	19	12	0	18	1	19	854.472	153332.4000	0.005572677399
P06241	FYN	erythrocytes	9	9	9	0	6	3	0	0	0	1167.06	60629.9450	0.01924890415
P06276	BCHE	plasma	15	15	4	11	1	0	10	0	4	73.932	65083.0250	0.001135964409
P06310	IGKV2-30	plasma	1	1	1	0	0	0	0	0	1	-2.016	11063.1850	-0.0001822260045
P06312	IGKV4-1	plasma	1	1	1	0	0	0	0	0	1	-2.016	11158.1800	-0.0001806746261
P06331	IGHV4-34	plasma	2	2	1	1	0	0	1	0	1	-2.016	10652.7900	-0.0001892461975
P06396	GSN	erythrocytes;plasma	8	8	8	0	7	0	0	0	1	519.904	82957.9600	0.006267077927
P06454	PTMA	erythrocytes	14	14	14	0	13	0	0	1	0	890.05	12202.8500	0.07293787927
P06576	ATP5F1B	erythrocytes	21	21	21	0	20	0	1	0	0	1543.93	51768.5250	0.02982372011
P06681	C2	plasma	19	19	11	8	0	0	8	0	11	-22.176	81084.0950	-0.0002734938338
P06702	S100A9	erythrocytes;plasma	4	4	3	1	4	0	0	0	0	123.01	13241.8250	0.009289505034
P06703	S100A6	erythrocytes	4	4	4	0	4	0	0	0	0	264.13	10179.5750	0.02594705575
P06727	APOA4	plasma	0	0	0	0	0	0	0	0	0	0	43374.7250	0
P06730	EIF4E	erythrocytes	3	3	3	0	3	0	0	0	0	202	24965.7150	0.008091096129
P06733	ENO1	erythrocytes	36	36	36	0	35	0	0	1	0	2127.2	47037.2200	0.0452237611
P06744	GPI	erythrocytes	12	12	12	0	12	0	0	0	0	840.27	63014.9700	0.01333445053
P06753	TPM3	erythrocytes	20	20	20	0	20	0	0	0	0	1258.14	32818.2550	0.03833659041
P07099	EPHX1	erythrocytes	1	1	1	0	1	0	0	0	0	28.05	52948.1100	0.0005297639519
P07108	DBI	erythrocytes	12	12	12	0	12	0	0	0	0	862.6	9913.1150	0.08701603885
P07195	LDHB	erythrocytes;plasma	7	7	7	0	7	0	0	0	0	370.16	36506.8400	0.01013946975
P07225	PROS1	plasma	30	30	27	3	12	0	3	0	15	469.87	70644.4400	0.006651195763
P07237	P4HB	erythrocytes	8	8	8	0	6	0	0	0	2	478.088	55293.2600	0.008646406452
P07311	ACYP1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	11129.5150	0.003777343397
P07333	CSF1R	plasma	24	24	13	11	9	0	11	0	4	711.756	106066.9200	0.006710442803
P07355	ANXA2	erythrocytes	10	10	10	0	8	0	0	2	0	452.04	38472.2950	0.01174975395
P07357	C8A	plasma	20	20	18	2	0	0	5	0	15	620.336	61710.3450	0.01005238263
P07358	C8B	plasma	20	20	18	2	1	0	6	0	13	702.332	60943.1500	0.01152437969
P07359	GP1BA	plasma	54	54	8	46	5	0	44	0	5	394.092	69776.6250	0.005647908594
P07360	C8G	plasma	3	3	2	1	1	0	0	0	2	-19.046	20384.7850	-0.0009343243012
P07384	CAPN1	erythrocytes	3	3	3	0	2	0	0	1	0	104	81757.7300	0.001272050973
P07437	TUBB	erythrocytes	19	19	15	4	17	0	0	2	0	805.25	49670.2450	0.01621191923
P07451	CA3	erythrocytes	14	14	14	0	14	0	0	0	0	1532.42	29425.7900	0.05207744635
P07477	PRSS1	erythrocytes	6	6	6	0	1	0	0	0	5	69.98	24114.0050	0.002902048001
P07602	PSAP	erythrocytes	17	17	12	5	0	0	5	0	12	-24.192	56492.0750	-0.000428237058
P07737	PFN1	erythrocytes	10	10	10	0	8	0	0	2	0	489.98	14922.9000	0.03283410061
P07738	BPGM	erythrocytes	8	8	8	0	2	0	6	0	0	1094.86	29873.5450	0.03664981843
P07741	APRT	erythrocytes	8	8	8	0	8	0	0	0	0	563.96	19476.2700	0.02895626319
P07814	EPRS1	erythrocytes	24	24	24	0	24	0	0	0	0	1518.18	170588.7550	0.008899648749
P07858	CTSB	erythrocytes	8	8	7	1	1	0	1	0	6	29.944	27814.7250	0.001076552078
P07900	HSP90AA1	erythrocytes	17	17	17	0	17	0	0	0	0	1081.04	84527.4800	0.01278921364
P07902	GALT	erythrocytes	0	0	0	0	0	0	0	0	0	0	43362.3300	0
P07910	HNRNPC	erythrocytes	33	33	33	0	20	0	0	13	0	1289.46	33538.4000	0.03844727238
P07947	YES1	erythrocytes	10	10	10	0	8	2	0	0	0	1088.61	60669.3050	0.01794334054
P07948	LYN	erythrocytes	12	12	12	0	10	2	0	0	0	1248.57	58442.1100	0.02136421837
P07951	TPM2	erythrocytes	14	14	14	0	14	0	0	0	0	1081.78	32850.2550	0.0329306424
P07954	FH	erythrocytes	24	24	24	0	24	0	0	0	0	1682.99	50080.9550	0.03360538951
P08174	CD55	erythrocytes	10	10	8	2	0	1	1	0	8	-16.128	34963.9000	-0.000461275773
P08185	SERPINA6	plasma	6	6	0	6	0	0	6	0	0	0	42638.1400	0
P08195	SLC3A2	erythrocytes	18	17	12	5	11	0	4	2	1	725.82	57812.6650	0.01255468849
P08235	NR3C2	erythrocytes	5	5	5	0	5	0	0	0	0	399.9	107080.1450	0.003734585903
P08236	GUSB	erythrocytes	4	4	0	4	0	0	4	0	0	0	72577.2800	0
P08237	PFKM	erythrocytes	7	7	7	0	6	0	1	0	0	651.24	85050.3600	0.007657110446
P08238	HSP90AB1	erythrocytes	24	24	22	2	22	0	2	0	0	1907.52	83131.9600	0.0229456878
P08246	ELANE	erythrocytes	7	7	4	3	0	0	3	0	4	-8.064	25561.0850	-0.0003154795659
P08294	SOD3	plasma	5	5	4	1	0	0	3	0	2	320.248	24132.4250	0.01327044423
P08397	HMBS	erythrocytes	6	6	6	0	6	0	0	0	0	742.42	39198.2450	0.01894013367
P08571	CD14	plasma	10	10	4	6	0	1	5	0	4	-8.064	37214.1050	-0.0002166920312
P08603	CFH	plasma	49	49	40	9	0	0	9	0	40	-80.64	137051.4600	-0.0005883921266
P08631	HCK	erythrocytes	10	10	10	0	7	3	0	0	0	1218.99	59467.8800	0.02049829252
P08637	FCGR3A	plasma	9	9	4	5	2	0	5	0	2	155.928	27324.4750	0.00570653233
P08670	VIM	erythrocytes	71	71	71	0	56	0	3	12	0	4555.32	53519.5800	0.08511501772
P08697	SERPINF2	plasma	7	7	2	5	1	0	4	1	1	78.044	50449.9650	0.001546958457
P08708	RPS17	erythrocytes	5	5	5	0	3	0	0	2	0	223.99	15418.7650	0.01452710382
P08709	F7	plasma	28	28	24	4	11	0	5	0	12	578.048	45078.6750	0.01282309207
P08754	GNAI3	erythrocytes	5	5	5	0	3	2	0	0	0	1532.35	40400.5000	0.03792898603
P08758	ANXA5	erythrocytes	10	10	10	0	8	0	0	2	0	396.25	35805.0300	0.01106688083
