accession	gene_primary	protein_name	length	reviewed	organism_id	subtree_terms_returning_entry	in_term_level_query
O15372	EIF3H	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit)	352	reviewed	9606		
O15382	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT(m)) (EC 2.6.1.42) (Placental protein 18) (PP18)	392	reviewed	9606		
O15400	STX7	Syntaxin-7	261	reviewed	9606		
O15427	SLC16A3	Monocarboxylate transporter 4 (MCT 4) (Solute carrier family 16 member 3)	465	reviewed	9606		
O15439	ABCC4	ATP-binding cassette sub-family C member 4 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B) (Multidrug resistance-associated protein 4)	1325	reviewed	9606		
O15460	P4HA2	Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)	535	reviewed	9606		
O15498	YKT6	Synaptobrevin homolog YKT6 (EC 2.3.1.-)	198	reviewed	9606		
O15511	ARPC5	Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)	151	reviewed	9606		
O15514	POLR2D	DNA-directed RNA polymerase II subunit RPB4 (RNA polymerase II subunit B4) (DNA-directed RNA polymerase II subunit D) (RNA polymerase II 16 kDa subunit) (RPB16)	142	reviewed	9606		
O15523	DDX3Y	ATP-dependent RNA helicase DDX3Y (EC 3.6.4.13) (DEAD box protein 3, Y-chromosomal)	660	reviewed	9606		
O43143	DHX15	ATP-dependent RNA helicase DHX15 (EC 3.6.4.13) (ATP-dependent RNA helicase #46) (DEAH box protein 15) (Splicing factor Prp43) (hPrp43)	795	reviewed	9606		
O43148	RNMT	mRNA cap guanine-N(7) methyltransferase (EC 2.1.1.56) (RG7MT1) (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase) (hCMT1) (hMet) (hcm1p)	476	reviewed	9606		
O43149	ZZEF1	Zinc finger ZZ-type and EF-hand domain-containing protein 1	2961	reviewed	9606		
O43169	CYB5B	Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform)	150	reviewed	9606		
O43175	PHGDH	D-3-phosphoglycerate dehydrogenase (3-PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399) (Malate dehydrogenase) (EC 1.1.1.37)	533	reviewed	9606		
O43181	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (Complex I-AQDQ) (CI-AQDQ) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	175	reviewed	9606		
O43237	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2 (Dynein light intermediate chain 2, cytosolic) (LIC-2) (LIC53/55)	492	reviewed	9606		
O43240	KLK10	Kallikrein-10 (EC 3.4.21.-) (Normal epithelial cell-specific 1) (Protease serine-like 1)	276	reviewed	9606		
O43242	PSMD3	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58)	534	reviewed	9606		
O43264	ZW10	Centromere/kinetochore protein zw10 homolog	779	reviewed	9606		
O43290	SART1	U4/U6.U5 tri-snRNP-associated protein 1 (SNU66 homolog) (hSnu66) (Squamous cell carcinoma antigen recognized by T-cells 1) (SART-1) (hSART-1) (U4/U6.U5 tri-snRNP-associated 110 kDa protein) (allergen Hom s 1)	800	reviewed	9606		
O43293	DAPK3	Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (Zipper-interacting protein kinase) (ZIP-kinase)	454	reviewed	9606		
O43294	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein (Androgen receptor coactivator 55 kDa protein) (Androgen receptor-associated protein of 55 kDa) (Hydrogen peroxide-inducible clone 5 protein) (Hic-5)	461	reviewed	9606		
O43324	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1 (Aminoacyl tRNA synthetase complex-interacting multifunctional protein 3) (Elongation factor p18) (Multisynthase complex auxiliary component p18)	174	reviewed	9606		
O43374	RASA4	Ras GTPase-activating protein 4 (Calcium-promoted Ras inactivator) (Ras p21 protein activator 4) (RasGAP-activating-like protein 2)	803	reviewed	9606		
O43390	HNRNPR	Heterogeneous nuclear ribonucleoprotein R (hnRNP R)	633	reviewed	9606		
O43395	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3 (Pre-mRNA-splicing factor 3) (hPrp3) (U4/U6 snRNP 90 kDa protein)	683	reviewed	9606		
O43396	TXNL1	Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein)	289	reviewed	9606		
O43399	TPD52L2	Tumor protein D54 (hD54) (Tumor protein D52-like 2)	206	reviewed	9606		
O43402	EMC8	ER membrane protein complex subunit 8 (Neighbor of COX4) (Protein FAM158B)	210	reviewed	9606		
O43414	ERI3	ERI1 exoribonuclease 3 (EC 3.1.-.-) (Prion interactor 1) (Prion protein-interacting protein)	337	reviewed	9606		
O43447	PPIH	Peptidyl-prolyl cis-trans isomerase H (PPIase H) (EC 5.2.1.8) (Rotamase H) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP)	177	reviewed	9606		
O43464	HTRA2	Serine protease HTRA2, mitochondrial (EC 3.4.21.108) (High temperature requirement protein A2) (HtrA2) (Omi stress-regulated endoprotease) (Serine protease 25) (Serine proteinase OMI)	458	reviewed	9606		
O43488	AKR7A2	Aflatoxin B1 aldehyde reductase member 2 (EC 1.1.1.n11) (AFB1 aldehyde reductase 1) (AFB1-AR 1) (Aldoketoreductase 7) (Succinic semialdehyde reductase) (SSA reductase)	359	reviewed	9606		
O43491	EPB41L2	Band 4.1-like protein 2 (Erythrocyte membrane protein band 4.1-like 2) (Generally expressed protein 4.1) (4.1G)	1005	reviewed	9606		
O43504	LAMTOR5	Ragulator complex protein LAMTOR5 (Hepatitis B virus X-interacting protein) (HBV X-interacting protein) (HBX-interacting protein) (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5)	91	reviewed	9606		
O43548	TGM5	Protein-glutamine gamma-glutamyltransferase 5 (EC 2.3.2.13) (Transglutaminase X) (TG(X)) (TGX) (TGase X) (Transglutaminase-5) (TGase-5)	720	reviewed	9606		
O43583	DENR	Density-regulated protein (DRP) (Protein DRP1) (Smooth muscle cell-associated protein 3) (SMAP-3)	198	reviewed	9606		
O43598	DNPH1	5-hydroxymethyl-dUMP N-hydrolase (EC 3.2.2.-) (2'-deoxynucleoside 5'-phosphate N-hydrolase 1) (c-Myc-responsive protein RCL)	174	reviewed	9606		
O43615	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	452	reviewed	9606		
O43617	TRAPPC3	Trafficking protein particle complex subunit 3 (BET3 homolog)	180	reviewed	9606		
O43633	CHMP2A	Charged multivesicular body protein 2a (Chromatin-modifying protein 2a) (CHMP2a) (Putative breast adenocarcinoma marker BC-2) (Vacuolar protein sorting-associated protein 2-1) (Vps2-1) (hVps2-1)	222	reviewed	9606		
O43660	PLRG1	Pleiotropic regulator 1	514	reviewed	9606		
O43665	RGS10	Regulator of G protein signaling 10 (RGS10)	181	reviewed	9606		
O43674	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (CI-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)	189	reviewed	9606		
O43676	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (CI-B12) (NADH-ubiquinone oxidoreductase B12 subunit)	98	reviewed	9606		
O43677	NDUFC1	NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial (Complex I-KFYI) (CI-KFYI) (NADH-ubiquinone oxidoreductase KFYI subunit)	76	reviewed	9606		
O43678	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 (Complex I-B8) (CI-B8) (NADH-ubiquinone oxidoreductase B8 subunit)	99	reviewed	9606		
O43681	GET3	ATPase GET3 (EC 3.6.4.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Guided entry of tail-anchored proteins factor 3, ATPase) (Transmembrane domain recognition complex 40 kDa ATPase subunit) (hARSA-I) (hASNA-I)	348	reviewed	9606		
O43708	GSTZ1	Maleylacetoacetate isomerase (MAAI) (EC 5.2.1.2) (GSTZ1-1) (Glutathione S-transferase zeta 1) (EC 2.5.1.18)	216	reviewed	9606		
O43715	TRIAP1	TP53-regulated inhibitor of apoptosis 1 (Protein 15E1.1) (WF-1) (p53-inducible cell-survival factor) (p53CSV)	76	reviewed	9606		
O43716	GATC	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial (Glu-AdT subunit C) (hGatC) (Protein 15E1.2)	136	reviewed	9606		
O43719	HTATSF1	17S U2 SnRNP complex component HTATSF1 (HIV Tat-specific factor 1) (Tat-SF1)	755	reviewed	9606		
O43741	PRKAB2	5'-AMP-activated protein kinase subunit beta-2 (AMPK subunit beta-2)	272	reviewed	9606		
O43747	AP1G1	AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma-adaptin) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1)	822	reviewed	9606		
O43760	SYNGR2	Synaptogyrin-2 (Cellugyrin)	224	reviewed	9606		
O43765	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha (Alpha-SGT) (Vpu-binding protein) (UBP)	313	reviewed	9606		
O43768	ENSA	Alpha-endosulfine (ARPP-19e)	121	reviewed	9606		
O43772	SLC25A20	Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (CACT) (Solute carrier family 25 member 20)	301	reviewed	9606		
O43776	NARS1	Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS) (Asparaginyl-tRNA synthetase 1)	548	reviewed	9606		
O43795	MYO1B	Unconventional myosin-Ib (MYH-1c) (Myosin I alpha) (MMI-alpha) (MMIa)	1136	reviewed	9606		
O43809	NUDT21	Cleavage and polyadenylation specificity factor subunit 5 (Cleavage and polyadenylation specificity factor 25 kDa subunit) (CPSF 25 kDa subunit) (Cleavage factor Im complex 25 kDa subunit) (CFIm25) (Nucleoside diphosphate-linked moiety X motif 21) (Nudix motif 21) (Nudix hydrolase 21) (Pre-mRNA cleavage factor Im 68 kDa subunit)	227	reviewed	9606		
O43813	LANCL1	Glutathione S-transferase LANCL1 (EC 2.5.1.18) (40 kDa erythrocyte membrane protein) (p40) (LanC-like protein 1)	399	reviewed	9606		
O43815	STRN	Striatin	780	reviewed	9606		
O43824	GTPBP6	Putative GTP-binding protein 6 (Pseudoautosomal GTP-binding protein-like)	516	reviewed	9606		
O43826	SLC37A4	Glucose-6-phosphate exchanger SLC37A4 (Glucose-6-phosphate translocase) (Glucose-6-phosphate transporter) (Solute carrier family 37 member 4) (Transformation-related gene 19 protein) (TRG-19)	429	reviewed	9606		
O43837	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Isocitric dehydrogenase subunit beta) (NAD(+)-specific ICDH subunit beta)	385	reviewed	9606		
O43847	NRDC	Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase)	1151	reviewed	9606		
O43852	CALU	Calumenin (Crocalbin) (IEF SSP 9302)	315	reviewed	9606		
O43896	KIF1C	Kinesin-like protein KIF1C	1103	reviewed	9606		
O43920	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (Complex I-15 kDa) (CI-15 kDa) (NADH-ubiquinone oxidoreductase 15 kDa subunit)	106	reviewed	9606		
O60220	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A (Deafness dystonia protein 1) (X-linked deafness dystonia protein)	97	reviewed	9606		
O60240	PLIN1	Perilipin-1 (Lipid droplet-associated protein)	522	reviewed	9606		
O60256	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2 (PRPP synthase-associated protein 2) (41 kDa phosphoribosypyrophosphate synthetase-associated protein) (PAP41)	369	reviewed	9606		
O60259	KLK8	Kallikrein-8 (hK8) (EC 3.4.21.118) (Neuropsin) (NP) (Ovasin) (Serine protease 19) (Serine protease TADG-14) (Tumor-associated differentially expressed gene 14 protein)	260	reviewed	9606		
O60264	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SMARCA5) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5) (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (hSNF2H)	1052	reviewed	9606		
O60271	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4 (JIP-4) (JNK-interacting protein 4) (Cancer/testis antigen 89) (CT89) (Human lung cancer oncogene 6 protein) (HLC-6) (JNK-associated leucine-zipper protein) (JLP) (Mitogen-activated protein kinase 8-interacting protein 4) (Proliferation-inducing protein 6) (Protein highly expressed in testis) (PHET) (Sperm surface protein) (Sperm-associated antigen 9) (Sperm-specific protein) (Sunday driver 1)	1321	reviewed	9606		
O60306	AQR	RNA helicase aquarius (EC 3.6.4.13) (Intron-binding protein of 160 kDa) (IBP160)	1485	reviewed	9606		
O60307	MAST3	Microtubule-associated serine/threonine-protein kinase 3 (EC 2.7.11.1)	1309	reviewed	9606		
O60313	OPA1	Dynamin-like GTPase OPA1, mitochondrial (EC 3.6.5.5) (Optic atrophy protein 1) [Cleaved into: Dynamin-like GTPase OPA1, long form (L-OPA1); Dynamin-like GTPase OPA1, short form (S-OPA1)]	960	reviewed	9606		
O60341	KDM1A	Lysine-specific histone demethylase 1A (EC 1.14.11.-) (EC 1.14.11.65) (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2) ([histone H3]-dimethyl-L-lysine(4) FAD-dependent demethylase 1A)	852	reviewed	9606		
O60343	TBC1D4	TBC1 domain family member 4 (Akt substrate of 160 kDa) (AS160)	1298	reviewed	9606		
O60437	PPL	Periplakin (190 kDa paraneoplastic pemphigus antigen) (195 kDa cornified envelope precursor protein)	1756	reviewed	9606		
O60488	ACSL4	Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 4) (LACS 4)	711	reviewed	9606		
O60493	SNX3	Sorting nexin-3 (Protein SDP3)	162	reviewed	9606		
O60504	SORBS3	Vinexin (SH3-containing adapter molecule 1) (SCAM-1) (Sorbin and SH3 domain-containing protein 3)	671	reviewed	9606		
O60506	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)	623	reviewed	9606		
O60524	NEMF	Ribosome quality control complex subunit NEMF (Antigen NY-CO-1) (Nuclear export mediator factor) (Serologically defined colon cancer antigen 1)	1076	reviewed	9606		
O60563	CCNT1	Cyclin-T1 (CycT1) (Cyclin-T)	726	reviewed	9606		
O60610	DIAPH1	Protein diaphanous homolog 1 (Diaphanous-related formin-1) (DRF1)	1272	reviewed	9606		
O60645	EXOC3	Exocyst complex component 3 (Exocyst complex component Sec6)	745	reviewed	9606		
O60664	PLIN3	Perilipin-3 (47 kDa mannose 6-phosphate receptor-binding protein) (47 kDa MPR-binding protein) (Cargo selection protein TIP47) (Mannose-6-phosphate receptor-binding protein 1) (Placental protein 17) (PP17)	434	reviewed	9606		
O60669	SLC16A7	Monocarboxylate transporter 2 (MCT 2) (Solute carrier family 16 member 7)	478	reviewed	9606		
O60684	KPNA6	Importin subunit alpha-7 (Karyopherin subunit alpha-6)	536	reviewed	9606		
O60701	UGDH	UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)	494	reviewed	9606		
O60716	CTNND1	Catenin delta-1 (Cadherin-associated Src substrate) (CAS) (p120 catenin) (p120(ctn)) (p120(cas))	968	reviewed	9606		
O60739	EIF1B	Eukaryotic translation initiation factor 1b (eIF1b) (Protein translation factor SUI1 homolog GC20)	113	reviewed	9606		
O60749	SNX2	Sorting nexin-2 (Transformation-related gene 9 protein) (TRG-9)	519	reviewed	9606		
O60763	USO1	General vesicular transport factor p115 (Protein USO1 homolog) (Transcytosis-associated protein) (TAP) (Vesicle-docking protein)	962	reviewed	9606		
O60783	MRPS14	Small ribosomal subunit protein uS14m (28S ribosomal protein S14, mitochondrial) (MRP-S14) (S14mt)	128	reviewed	9606		
O60784	TOM1	Target of Myb1 membrane trafficking protein (Target of Myb protein 1)	492	reviewed	9606		
O60814	H2BC12	Histone H2B type 1-K (H2B K) (HIRA-interacting protein 1)	126	reviewed	9606		
O60825	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 (6PF-2-K/Fru-2,6-P2ase 2) (PFK/FBPase 2) (6PF-2-K/Fru-2,6-P2ase heart-type isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]	505	reviewed	9606		
O60826	CCDC22	Coiled-coil domain-containing protein 22	627	reviewed	9606		
O60832	DKC1	H/ACA ribonucleoprotein complex subunit DKC1 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1)	514	reviewed	9606		
O60841	EIF5B	Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)	1220	reviewed	9606		
O60869	EDF1	Endothelial differentiation-related factor 1 (EDF-1) (Multiprotein-bridging factor 1) (MBF1)	148	reviewed	9606		
O60879	DIAPH2	Protein diaphanous homolog 2 (Diaphanous-related formin-2) (DRF2)	1101	reviewed	9606		
O60884	DNAJA2	DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14)	412	reviewed	9606		
O60888	CUTA	Protein CutA (Acetylcholinesterase-associated protein) (Brain acetylcholinesterase putative membrane anchor)	179	reviewed	9606		
O60925	PFDN1	Prefoldin subunit 1	122	reviewed	9606		
O60936	NOL3	Nucleolar protein 3 (Apoptosis repressor with CARD) (Muscle-enriched cytoplasmic protein) (Myp) (Nucleolar protein of 30 kDa) (Nop30)	208	reviewed	9606		
O75027	ABCB7	Iron-sulfur clusters transporter ABCB7, mitochondrial (ATP-binding cassette sub-family B member 7, mitochondrial) (ATP-binding cassette transporter 7) (ABC transporter 7 protein)	752	reviewed	9606		
O75083	WDR1	WD repeat-containing protein 1 (Actin-interacting protein 1) (AIP1) (NORI-1)	606	reviewed	9606		
O75116	ROCK2	Rho-associated protein kinase 2 (EC 2.7.11.39) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	1388	reviewed	9606		
O75122	CLASP2	CLIP-associating protein 2 (Cytoplasmic linker-associated protein 2) (Protein Orbit homolog 2) (hOrbit2)	1294	reviewed	9606		
O75128	COBL	Protein cordon-bleu	1261	reviewed	9606		
O75131	CPNE3	Copine-3 (Copine III)	537	reviewed	9606		
O75145	PPFIA3	Liprin-alpha-3 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-3) (PTPRF-interacting protein alpha-3)	1194	reviewed	9606		
O75152	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	810	reviewed	9606		
O75153	CLUH	Clustered mitochondria protein homolog	1309	reviewed	9606		
O75155	CAND2	Cullin-associated NEDD8-dissociated protein 2 (Cullin-associated and neddylation-dissociated protein 2) (Epididymis tissue protein Li 169) (TBP-interacting protein of 120 kDa B) (TBP-interacting protein 120B) (p120 CAND2)	1236	reviewed	9606		
O75165	DNAJC13	DnaJ homolog subfamily C member 13 (Required for receptor-mediated endocytosis 8) (RME-8)	2243	reviewed	9606		
O75170	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2 (SAPS domain family member 2)	966	reviewed	9606		
O75179	ANKRD17	Ankyrin repeat domain-containing protein 17 (Gene trap ankyrin repeat protein) (Serologically defined breast cancer antigen NY-BR-16)	2603	reviewed	9606		
O75208	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	318	reviewed	9606		
O75223	GGCT	Gamma-glutamylcyclotransferase (EC 4.3.2.9) (Cytochrome c-releasing factor 21)	188	reviewed	9606		
O75251	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)	213	reviewed	9606		
O75306	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	463	reviewed	9606		
O75312	ZPR1	Zinc finger protein ZPR1 (Zinc finger protein 259)	459	reviewed	9606		
O75323	NIPSNAP2	Protein NipSnap homolog 2 (NipSnap2) (Glioblastoma-amplified sequence)	286	reviewed	9606		
O75339	CILP	Cartilage intermediate layer protein 1 (CILP-1) (Cartilage intermediate-layer protein) [Cleaved into: Cartilage intermediate layer protein 1 C1; Cartilage intermediate layer protein 1 C2]	1184	reviewed	9606		
O75340	PDCD6	Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2)	191	reviewed	9606		
O75342	ALOX12B	Arachidonate 12-lipoxygenase, 12R-type (12R-LOX) (12R-lipoxygenase) (EC 1.13.11.-) (Epidermis-type lipoxygenase 12)	701	reviewed	9606		
O75347	TBCA	Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA)	108	reviewed	9606		
