# Generated by pipeline/digest.py — DO NOT EDIT BY HAND
# generated = 2026-09-13T04:25:20Z
# digest = trypsin; cleave_after=KR; cleave_before_proline=both; length 6-30; missed_cleavages=0; source=Schwanhausser et al. 2011 (B4), Methods, iBAQ definition, as restated in Nature Sci Data 2018;5:180128 (doi 10.1038/sdata.2018.128): "theoretically observable tryptic peptides between 6 and 30 amino acids". Proline rule not stated in A1 Methods; both computed, difference disclosed (D49).
rank	accession	gene	tier	length	mw_full	n_peptides	peptides_per_kDa	n_peptides_trypsin_P	n_peptides_trypsin	proline_rule_rel_diff	robust_z
314	P35658	NUP214	2	2090	213616	82	0.383866	82	68	0.170732	-1.5523
315	Q8IV08	PLD3	2	490	54704.5	21	0.383881	21	21	0	-1.55213
316	Q12800	TFCP2	2	502	57254.7	22	0.384248	22	23	-0.0454545	-1.54806
317	Q16611	BAK1	2	211	23408.3	9	0.384479	9	9	0	-1.5455
318	P25815	S100P	2	95	10399.8	4	0.384624	4	4	0	-1.54389
319	P39687	ANP32A	2	249	28585.1	11	0.384816	11	11	0	-1.54175
320	Q16563	SYPL1	2	259	28564.9	11	0.385088	11	11	0	-1.53873
321	Q9UQ13	SHOC2	2	582	64887	25	0.385285	25	25	0	-1.53655
322	O00399	DCTN6	2	190	20746.8	8	0.385601	8	7	0.125	-1.53304
323	Q15293	RCN1	2	331	38889.4	15	0.385709	15	15	0	-1.53184
324	P08708	RPS17	2	135	15550	6	0.385853	6	6	0	-1.53024
325	P01615	IGKV2D-28	2	120	12956.5	5	0.385906	5	3	0.4	-1.52965
326	Q6L8Q7	PDE12	2	609	67350.5	26	0.38604	26	26	0	-1.52816
327	Q99729	HNRNPAB	2	332	36224.6	14	0.386478	14	14	0	-1.5233
328	O43681	GET3	2	348	38792.3	15	0.386675	15	15	0	-1.52112
329	P17301	ITGA2	2	1181	129295	50	0.386713	50	50	0	-1.52069
330	O75390	CS	2	466	51711.7	20	0.38676	20	20	0	-1.52017
331	Q9Y6H1	CHCHD2	2	151	15512.3	6	0.386789	6	5	0.166667	-1.51984
332	Q02413	DSG1	2	1049	113746	44	0.386826	44	39	0.113636	-1.51944
333	O95319	CELF2	2	508	54283.9	21	0.386855	21	21	0	-1.51911
334	Q16695	H3-4	2	136	15508	6	0.386896	6	6	0	-1.51865
335	P50502	ST13	2	369	41331.2	16	0.387117	16	17	-0.0625	-1.5162
336	Q7L5N1	COPS6	2	327	36163	14	0.387136	14	14	0	-1.516
337	P01857	IGHG1	2	399	43911.4	17	0.387143	17	17	0	-1.51591
338	Q99627	COPS8	2	209	23225.2	9	0.38751	9	9	0	-1.51185
339	Q6Y1H2	HACD2	2	254	28368	11	0.387761	11	11	0	-1.50905
340	Q9HCP6	HHATL	2	504	56702.4	22	0.387991	22	22	0	-1.50651
341	Q9BRC7	PLCD4	2	762	87583.8	34	0.3882	34	32	0.0588235	-1.50419
342	P38435	GGCX	2	758	87559.4	34	0.388308	34	30	0.117647	-1.50299
343	Q16630	CPSF6	2	551	59209	23	0.388455	23	21	0.0869565	-1.50136
344	Q96S96	PEBP4	2	227	25733	10	0.388606	10	10	0	-1.49968
345	P63279	UBE2I	2	158	18006.6	7	0.388747	7	7	0	-1.49811
346	P48509	CD151	2	253	28294.8	11	0.388764	11	11	0	-1.49792
347	P53992	SEC24C	2	1094	118323	46	0.388766	46	45	0.0217391	-1.4979
348	Q6ZVX7	NCCRP1	2	275	30846.5	12	0.389023	12	11	0.0833333	-1.49505
349	Q09013	DMPK	2	629	69384.1	27	0.389138	27	28	-0.037037	-1.49377
350	Q8NI60	COQ8A	2	647	71949.1	28	0.389164	28	28	0	-1.49348
351	Q7Z434	MAVS	2	540	56527.3	22	0.389193	22	16	0.272727	-1.49316
352	P67809	YBX1	2	324	35923.8	14	0.389714	14	13	0.0714286	-1.48738
353	O60739	EIF1B	2	113	12823.5	5	0.38991	5	5	0	-1.4852
354	Q8IXM3	MRPL41	2	137	15382.5	6	0.390053	6	6	0	-1.48362
355	Q14103	HNRNPD	2	355	38433.8	15	0.390281	15	15	0	-1.48108
356	Q6VY07	PACS1	2	963	104897	41	0.39086	41	42	-0.0243902	-1.47465
357	Q8N8S7	ENAH	2	591	66509.2	26	0.390924	26	25	0.0384615	-1.47395
358	P84243	H3-3A	2	136	15327.7	6	0.391449	6	6	0	-1.46811
359	P13611	VCAN	2	3396	372815	146	0.391615	146	131	0.10274	-1.46627
360	Q16643	DBN1	2	649	71428.1	28	0.392002	28	25	0.107143	-1.46197
361	P49720	PSMB3	2	205	22948.6	9	0.39218	9	9	0	-1.46
362	Q13061	TRDN	2	729	81594.3	32	0.392184	32	34	-0.0625	-1.45995
363	Q08174	PCDH1	2	1060	114742	45	0.392185	45	44	0.0222222	-1.45994
364	Q9NQC3	RTN4	2	1192	129929	51	0.392521	51	48	0.0588235	-1.45621
365	P41567	EIF1	2	113	12732.3	5	0.392702	5	5	0	-1.4542
366	P42226	STAT6	2	847	94133.5	37	0.393059	37	37	0	-1.45024
367	Q14728	SLC75A1	2	455	48338.3	19	0.393063	19	18	0.0526316	-1.4502
368	Q12857	NFIA	2	509	55943.3	22	0.393255	22	19	0.136364	-1.44806
369	O95373	IPO7	2	1038	119515	47	0.393257	47	45	0.0425532	-1.44804
370	O00193	SMAP	2	183	20332.2	8	0.393464	8	8	0	-1.44574
371	Q96A33	CCDC47	2	483	55873.2	22	0.393749	22	21	0.0454545	-1.44258
372	Q9BXJ8	TMEM120A	2	343	40609.6	16	0.393995	16	16	0	-1.43985
373	Q7Z417	NUFIP2	2	695	76120	30	0.394115	30	31	-0.0333333	-1.43852
374	Q8WU10	PYROXD1	1	500	55792.2	22	0.39432	22	22	0	-1.43623
375	Q9Y241	HIGD1A	2	93	10142.8	4	0.394368	4	5	-0.25	-1.43571
376	Q6NXT2	H3-5	2	135	15213.5	6	0.394387	6	6	0	-1.4355
377	P19827	ITIH1	2	911	101388	40	0.394525	40	34	0.15	-1.43396
378	P98160	HSPG2	2	4391	468824	185	0.394605	185	171	0.0756757	-1.43308
379	Q16799	RTN1	2	776	83616.3	33	0.39466	33	30	0.0909091	-1.43246
380	P43007	SLC1A4	2	532	55722.3	22	0.394815	22	20	0.0909091	-1.43074
381	P63027	VAMP2	2	116	12662.5	5	0.394867	5	5	0	-1.43017
382	Q14677	CLINT1	2	625	68258.6	27	0.395555	27	26	0.037037	-1.42253
383	Q9HCU0	CD248	2	757	80857.9	32	0.395756	32	28	0.125	-1.4203
384	P10176	COX8A	2	69	7578.98	3	0.395832	3	3	0	-1.41946
385	Q6ZVM7	TOM1L2	2	507	55555.6	22	0.396	22	22	0	-1.41759
386	Q8IXI1	RHOT2	2	618	68116.8	27	0.396378	27	27	0	-1.41339
387	P02751	FN1	2	2477	272317	108	0.396596	108	100	0.0740741	-1.41097
388	O60563	CCNT1	2	726	80683.3	32	0.396613	32	32	0	-1.41079
389	Q96SU4	OSBPL9	2	736	83183.4	33	0.396714	33	32	0.030303	-1.40967
390	P01876	IGHA1	2	398	42847.9	17	0.396752	17	15	0.117647	-1.40924
391	Q6UW78	UQCC3	2	93	10080.5	4	0.396804	4	4	0	-1.40866
392	Q8WWM7	ATXN2L	2	1075	113372	45	0.396924	45	42	0.0666667	-1.40733
393	P09497	CLTB	2	229	25190.1	10	0.396982	10	10	0	-1.40669
394	Q53T59	HS1BP3	2	392	42779.6	17	0.397386	17	15	0.117647	-1.40221
395	Q13936	CACNA1C	1	2221	248973	99	0.397633	99	94	0.0505051	-1.39945
396	P51610	HCFC1	2	2035	208730	83	0.397643	83	66	0.204819	-1.39934
397	O60936	NOL3	2	208	22629.1	9	0.397718	9	8	0.111111	-1.39852
398	Q6QEF8	CORO6	2	472	52761.2	21	0.398019	21	19	0.0952381	-1.39517
399	Q9UMS4	PRPF19	2	504	55179.9	22	0.398696	22	19	0.136364	-1.38766
400	Q969X5	ERGIC1	2	290	32591.8	13	0.398873	13	13	0	-1.3857
401	P18510	IL1RN	2	177	20054.7	8	0.398908	8	8	0	-1.3853
402	O75131	CPNE3	2	537	60129.9	24	0.399136	24	26	-0.0833333	-1.38278
403	Q8N0W3	FCSK	2	1084	117621	47	0.399589	47	43	0.0851064	-1.37775
404	Q7Z304	MAMDC2	2	686	77554.6	31	0.399718	31	34	-0.0967742	-1.37631
405	Q01668	CACNA1D	1	2161	245138	98	0.399775	98	94	0.0408163	-1.37567
406	Q9NVV0	TMEM38B	2	291	32509.3	13	0.399885	13	12	0.0769231	-1.37446
407	P61803	DAD1	2	113	12496.5	5	0.400111	5	5	0	-1.37194
408	Q99436	PSMB7	2	277	29965.1	12	0.400465	12	12	0	-1.36801
409	Q00577	PURA	2	322	34910.3	14	0.401027	14	15	-0.0714286	-1.36178
410	P22460	KCNA5	1	613	67226.9	27	0.401625	27	24	0.111111	-1.35514
411	Q9NR09	BIRC6	2	4857	530260	213	0.401689	213	204	0.0422535	-1.35442
412	P09429	HMGB1	2	215	24893.5	10	0.401711	10	11	-0.1	-1.35419
413	Q9H1E1	RNASE7	2	156	17419.3	7	0.401854	7	7	0	-1.3526
414	Q9Y5S9	RBM8A	2	174	19888.8	8	0.402237	8	8	0	-1.34834
415	Q8WXE0	CASKIN2	2	1202	126781	51	0.402268	51	44	0.137255	-1.348
416	P30711	GSTT1	2	240	27334.5	11	0.402421	11	11	0	-1.3463
417	P09234	SNRPC	2	159	17393.5	7	0.402448	7	4	0.428571	-1.346
418	P19525	EIF2AK2	2	551	62093.5	25	0.402619	25	25	0	-1.34411
419	Q96AB3	ISOC2	2	205	22336.8	9	0.402922	9	9	0	-1.34074
420	P98095	FBLN2	2	1184	126572	51	0.402934	51	48	0.0588235	-1.34061
421	O75431	MTX2	2	263	29762.8	12	0.403189	12	12	0	-1.33778
422	P08697	SERPINF2	2	491	54564.8	22	0.40319	22	19	0.136364	-1.33776
423	P14543	NID1	2	1247	136375	55	0.403299	55	49	0.109091	-1.33656
424	Q3B8N2	LGALS9B	2	356	39659.8	16	0.403431	16	16	0	-1.33509
425	Q3ZCQ8	TIMM50	2	353	39645.6	16	0.403576	16	15	0.0625	-1.33348
426	P10619	CTSA	2	480	54465.3	22	0.403927	22	22	0	-1.32959
427	Q6DKI2	LGALS9C	2	356	39606.9	16	0.40397	16	16	0	-1.3291
428	P09486	SPARC	2	303	34631.8	14	0.404253	14	14	0	-1.32596
429	Q9UEY8	ADD3	2	706	79153.5	32	0.404278	32	31	0.03125	-1.32569
430	P50995	ANXA11	2	505	54389	22	0.404493	22	22	0	-1.3233
431	Q93050	ATP6V0A1	2	837	96411.4	39	0.404516	39	38	0.025641	-1.32304
432	Q8TEM1	NUP210	2	1887	205108	83	0.404665	83	77	0.0722892	-1.32139
433	Q8IUX7	AEBP1	2	1158	130927	53	0.404805	53	50	0.0566038	-1.31983
434	Q9NY72	SCN3B	1	215	24702	10	0.404825	10	10	0	-1.31961
435	O00182	LGALS9	2	355	39517.6	16	0.404882	16	16	0	-1.31898
436	Q58WW2	DCAF6	2	860	96290.6	39	0.405024	39	40	-0.025641	-1.31741
437	Q15018	ABRAXAS2	2	415	46900.1	19	0.405117	19	18	0.0526316	-1.31638
438	P51665	PSMD7	2	324	37025	15	0.405132	15	15	0	-1.31621
439	Q9UGI9	PRKAG3	2	489	54257.2	22	0.405476	22	19	0.136364	-1.31239
440	Q96S52	PIGS	2	555	61655.1	25	0.405481	25	25	0	-1.31233
441	P56539	CAV3	1	151	17259.1	7	0.405583	7	7	0	-1.3112
442	Q9NT99	LRRC4B	2	713	76432.9	31	0.405585	31	30	0.0322581	-1.31118
443	Q8TCJ2	STT3B	2	826	93672.9	38	0.405667	38	37	0.0263158	-1.31027
444	P35268	RPL22	2	128	14786.9	6	0.405766	6	6	0	-1.30917
445	P40261	NNMT	2	264	29573.6	12	0.405767	12	11	0.0833333	-1.30916
446	O15042	U2SURP	2	1029	118290	48	0.405782	48	45	0.0625	-1.309
447	P35443	THBS4	2	961	105868	43	0.406166	43	41	0.0465116	-1.30473
448	P51532	SMARCA4	2	1647	184643	75	0.406189	75	74	0.0133333	-1.30447
449	Q8IXB1	DNAJC10	2	793	91078.4	37	0.406243	37	37	0	-1.30387
450	P13798	APEH	2	732	81223.4	33	0.406287	33	33	0	-1.30339
451	Q6Y7W6	GIGYF2	2	1299	150067	61	0.406484	61	56	0.0819672	-1.3012
452	Q13263	TRIM28	2	835	88548.5	36	0.406557	36	32	0.111111	-1.30039
453	Q5SRD1	TIMM23B	2	188	19669.4	8	0.406724	8	7	0.125	-1.29854
454	Q14257	RCN2	2	317	36875.8	15	0.406771	15	15	0	-1.29801
455	Q86UE4	MTDH	2	582	63836	26	0.407293	26	27	-0.0384615	-1.29221
456	O43583	DENR	2	198	22091.8	9	0.407391	9	9	0	-1.29112
457	Q96FV2	SCRN2	2	425	46595.8	19	0.407763	19	18	0.0526316	-1.287
458	Q9H6W3	RIOX1	2	641	71084.5	29	0.407965	29	29	0	-1.28475
459	P10253	GAA	2	952	105322	43	0.408271	43	40	0.0697674	-1.28135
460	Q86XX4	FRAS1	2	4008	443208	181	0.408386	181	168	0.0718232	-1.28008
461	Q9Y383	LUC7L2	2	392	46513.2	19	0.408486	19	19	0	-1.27897
462	P45378	TNNT3	1	269	31824.1	13	0.408496	13	13	0	-1.27886
463	O14558	HSPB6	2	160	17135.3	7	0.408514	7	7	0	-1.27866
464	Q70IA6	MOB2	2	237	26926.2	11	0.408523	11	12	-0.0909091	-1.27856
465	O43548	TGM5	2	720	80776.6	33	0.408534	33	30	0.0909091	-1.27843
466	Q9UN42	ATP1B4	2	357	41597.2	17	0.408682	17	16	0.0588235	-1.2768
467	P04920	SLC4A2	2	1241	137007	56	0.408738	56	53	0.0535714	-1.27618
468	Q96CU9	FOXRED1	2	486	53810.8	22	0.40884	22	22	0	-1.27504
469	O14958	CASQ2	1	399	46435.1	19	0.409173	19	18	0.0526316	-1.27134
470	Q92743	HTRA1	2	480	51286.3	21	0.409466	21	20	0.047619	-1.26809
471	Q15434	RBMS2	2	407	43958	18	0.409482	18	15	0.166667	-1.26792
472	P39060	COL18A1	2	1754	178185	73	0.409686	73	61	0.164384	-1.26565
473	Q86X55	CARM1	2	608	65852.8	27	0.410006	27	26	0.037037	-1.2621
474	Q04656	ATP7A	2	1500	163371	67	0.41011	67	65	0.0298507	-1.26094
475	P33240	CSTF2	2	577	60958.7	25	0.410114	25	25	0	-1.2609
476	O75683	SURF6	2	361	41449.8	17	0.410135	17	18	-0.0588235	-1.26066
477	P15927	RPA2	2	270	29246.5	12	0.410306	12	12	0	-1.25876
478	O14681	EI24	2	340	38964	16	0.410636	16	16	0	-1.25511
479	O14521	SDHD	2	159	17042.7	7	0.410734	7	5	0.285714	-1.25402
480	Q9H1E5	TMX4	2	349	38951.6	16	0.410766	16	16	0	-1.25366
481	P19022	CDH2	2	906	99807.9	41	0.410789	41	35	0.146341	-1.2534
482	Q96CM8	ACSF2	2	615	68124	28	0.411015	28	28	0	-1.25089
483	Q9NRH3	TUBG2	2	451	51090.9	21	0.411032	21	21	0	-1.25071
484	P53680	AP2S1	2	142	17017.5	7	0.411341	7	7	0	-1.24727
485	Q01658	DR1	2	176	19443.3	8	0.411453	8	8	0	-1.24603
486	Q96AG3	SLC25A46	2	418	46173.3	19	0.411493	19	19	0	-1.24559
487	Q8IWE2	FAM114A1	2	563	60740.8	25	0.411585	25	24	0.04	-1.24457
488	P35269	GTF2F1	2	517	58239.7	24	0.41209	24	24	0	-1.23896
489	B2RPK0	HMGB1P1	2	211	24237.8	10	0.412579	10	11	-0.1	-1.23353
490	Q969V3	NCLN	2	563	62973.3	26	0.412873	26	26	0	-1.23026
491	A2RUH7	MYBPHL	1	354	38732.8	16	0.413087	16	14	0.125	-1.22789
492	Q9HB40	SCPEP1	2	452	50830	21	0.413142	21	20	0.047619	-1.22728
493	Q14714	SSPN	2	243	26618.2	11	0.413251	11	11	0	-1.22607
494	P04626	ERBB2	2	1255	137909	57	0.413317	57	52	0.0877193	-1.22534
495	Q16853	AOC3	2	763	84620.6	35	0.413611	35	33	0.0571429	-1.22207
496	O43674	NDUFB5	2	189	21749.9	9	0.413794	9	10	-0.111111	-1.22004
497	P53597	SUCLG1	2	346	36249.3	15	0.413801	15	14	0.0666667	-1.21996
498	O14841	OPLAH	2	1288	137455	57	0.41468	57	55	0.0350877	-1.21021
499	P07902	GALT	2	379	43362.3	18	0.415107	18	18	0	-1.20547
500	Q9Y4K0	LOXL2	2	774	86723.9	36	0.415111	36	35	0.0277778	-1.20542
501	Q9NVT9	ARMC1	2	282	31280.2	13	0.415599	13	13	0	-1.20001
502	P09012	SNRPA	2	282	31279.1	13	0.415613	13	12	0.0769231	-1.19985
503	O75190	DNAJB6	1	326	36086.6	15	0.415667	15	14	0.0666667	-1.19925
504	Q8IWU6	SULF1	2	871	101026	42	0.415737	42	43	-0.0238095	-1.19848
505	Q8WVT3	TRAPPC12	2	735	79373.9	33	0.415754	33	31	0.0606061	-1.19828
506	P31431	SDC4	1	198	21641.3	9	0.415872	9	9	0	-1.19698
507	Q07020	RPL18	2	188	21634.3	9	0.416007	9	9	0	-1.19547
508	P51884	LUM	2	338	38428.4	16	0.416358	16	16	0	-1.19157
509	O60684	KPNA6	2	536	60028.6	25	0.416468	25	24	0.04	-1.19035
510	Q9BTD8	RBM42	2	480	50413.4	21	0.416556	21	16	0.238095	-1.18938
511	Q14392	LRRC32	2	662	71977.7	30	0.416796	30	28	0.0666667	-1.18672
512	Q9BZQ8	NIBAN1	2	928	103133	43	0.416936	43	41	0.0465116	-1.18516
513	Q9NP92	MRPS30	2	439	50363.9	21	0.416965	21	18	0.142857	-1.18483
514	P49257	LMAN1	1	510	57548.1	24	0.417042	24	25	-0.0416667	-1.18398
515	Q9P035	HACD3	2	362	43158.9	18	0.417063	18	17	0.0555556	-1.18375
516	Q96HY7	DHTKD1	2	919	103075	43	0.417171	43	41	0.0465116	-1.18256
517	P00450	CP	2	1065	122218	51	0.417288	51	50	0.0196078	-1.18125
518	Q14938	NFIX	2	502	55097.4	23	0.417443	23	21	0.0869565	-1.17953
519	Q8WTS6	SETD7	2	366	40720.4	17	0.417481	17	16	0.0588235	-1.17911
520	Q9BR39	JPH2	1	696	74220.5	31	0.417675	31	34	-0.0967742	-1.17696
521	Q9UGI6	KCNN3	1	731	81383.8	34	0.417774	34	34	0	-1.17586
522	P17152	TMEM11	2	192	21540.5	9	0.417818	9	9	0	-1.17536
523	Q2TAL5	SMTNL2	2	461	50195.6	21	0.418363	21	20	0.047619	-1.16931
524	P05556	ITGB1	2	798	88414.7	37	0.418482	37	36	0.027027	-1.16799
525	Q9UBX5	FBLN5	2	448	50180.1	21	0.418493	21	21	0	-1.16788
526	P10909	CLU	2	449	52493.9	22	0.419097	22	22	0	-1.16117
527	Q86WU2	LDHD	2	507	54869.9	23	0.419174	23	23	0	-1.16032
528	Q9UNN5	FAF1	2	650	73953	31	0.419185	31	30	0.0322581	-1.16019
529	P01903	HLA-DRA	2	254	28620.6	12	0.419279	12	12	0	-1.15915
530	Q12797	ASPH	2	758	85861.5	36	0.41928	36	36	0	-1.15914
531	P51648	ALDH3A2	2	485	54847.1	23	0.419347	23	22	0.0434783	-1.15839
532	O14562	UBFD1	2	309	33381.5	14	0.419394	14	12	0.142857	-1.15787
533	P08754	GNAI3	2	354	40531.7	17	0.419425	17	17	0	-1.15753
534	Q9Y520	PRRC2C	2	2896	316906	133	0.419683	133	122	0.0827068	-1.15467
535	Q8N490	PNKD	2	385	42875.1	18	0.419824	18	18	0	-1.1531
536	Q03518	TAP1	2	748	80963.3	34	0.419943	34	26	0.235294	-1.15177
537	Q9NR19	ACSS2	2	701	78578.7	33	0.419961	33	32	0.030303	-1.15157
538	Q9BV79	MECR	2	373	40461.2	17	0.420156	17	15	0.117647	-1.14941
539	Q9UEW8	STK39	2	545	59473.2	25	0.420358	25	25	0	-1.14717
540	Q8IY95	TMEM192	2	271	30921.8	13	0.420415	13	13	0	-1.14653
541	Q16537	PPP2R5E	2	467	54698.6	23	0.420486	23	23	0	-1.14575
542	P17931	LGALS3	2	250	26152	11	0.420618	11	11	0	-1.14429
543	Q9H0U3	MAGT1	2	335	38036.2	16	0.420652	16	16	0	-1.1439
544	Q14517	FAT1	2	4588	506266	213	0.420727	213	193	0.0938967	-1.14307
545	Q9Y4C2	TCAF1	2	921	102124	43	0.421055	43	43	0	-1.13944
546	P15559	NQO1	2	274	30867.2	13	0.42116	13	13	0	-1.13827
547	Q4VC31	MIX23	2	144	16619.8	7	0.421184	7	8	-0.142857	-1.138
548	Q96HY6	DDRGK1	2	314	35610.3	15	0.421227	15	14	0.0666667	-1.13753
549	Q9UK99	FBXO3	2	471	54559.8	23	0.421556	23	23	0	-1.13387
550	P25686	DNAJB2	2	324	35579.6	15	0.42159	15	16	-0.0666667	-1.13349
551	Q96AQ6	PBXIP1	2	731	80641.9	34	0.421617	34	34	0	-1.13319
552	A1L4K1	FSD2	2	749	85384.2	36	0.421624	36	34	0.0555556	-1.13312
553	P55884	EIF3B	2	814	92480.2	39	0.421712	39	37	0.0512821	-1.13214
554	Q9NSE4	IARS2	2	1012	113790	48	0.42183	48	51	-0.0625	-1.13083
555	O15371	EIF3D	2	548	63971.9	27	0.42206	27	27	0	-1.12827
556	Q13277	STX3	2	289	33154.5	14	0.422265	14	14	0	-1.126
557	Q9NZD4	AHSP	2	102	11840.2	5	0.422289	5	5	0	-1.12573
558	Q9NRG4	SMYD2	2	433	49687.5	21	0.422642	21	21	0	-1.12182
559	Q13144	EIF2B5	2	721	80378.7	34	0.422998	34	35	-0.0294118	-1.11787
560	Q9Y3A6	TMED5	2	229	26004.5	11	0.423004	11	11	0	-1.11779
561	Q9NTJ4	MAN2C1	2	1040	115833	49	0.423022	49	45	0.0816327	-1.1176
562	P48507	GCLM	2	274	30726.5	13	0.423087	13	11	0.153846	-1.11687
563	Q14112	NID2	2	1375	151252	64	0.423136	64	58	0.09375	-1.11633
564	P13987	CD59	2	128	14177.2	6	0.423216	6	6	0	-1.11544
565	P60953	CDC42	2	191	21258.4	9	0.423362	9	9	0	-1.11382
566	Q9UH99	SUN2	2	717	80309.4	34	0.423363	34	34	0	-1.11381
567	Q9UGM6	WARS2	2	360	40145.9	17	0.423455	17	17	0	-1.11279
568	P23434	GCSH	2	173	18884.3	8	0.423631	8	7	0.125	-1.11083
569	Q8IXI2	RHOT1	2	618	70783.2	30	0.423829	30	31	-0.0333333	-1.10863
570	P11233	RALA	2	206	23566.5	10	0.42433	10	11	-0.1	-1.10307
571	O95834	EML2	2	649	70677.9	30	0.424461	30	30	0	-1.10162
572	P31937	HIBADH	2	336	35328.5	15	0.424587	15	15	0	-1.10022
573	Q09161	NCBP1	2	790	91838	39	0.424661	39	38	0.025641	-1.0994
574	O60706	ABCC9	1	1549	174221	74	0.424748	74	74	0	-1.09843
575	Q7Z3K3	POGZ	2	1410	155342	66	0.42487	66	60	0.0909091	-1.09708
576	P13805	TNNT1	1	278	32947.7	14	0.424916	14	13	0.0714286	-1.09657
577	P46821	MAP1B	2	2468	270631	115	0.424933	115	113	0.0173913	-1.09638
578	Q9BQ67	GRWD1	2	446	49418.4	21	0.424943	21	18	0.142857	-1.09627
579	O60841	EIF5B	2	1220	138825	59	0.424995	59	58	0.0169492	-1.09569
580	Q14126	DSG2	2	1118	122292	52	0.42521	52	51	0.0192308	-1.0933
581	O43847	NRDC	2	1151	131699	56	0.425212	56	49	0.125	-1.09328
582	P24593	IGFBP5	2	272	30570	13	0.425254	13	14	-0.0769231	-1.09282
583	O75694	NUP155	2	1391	155197	66	0.425267	66	62	0.0606061	-1.09267
584	Q96A49	SYAP1	2	352	39932.8	17	0.425715	17	17	0	-1.08769
585	Q9UJ14	GGT7	2	662	70465.6	30	0.42574	30	25	0.166667	-1.08743
586	Q93052	LPP	2	612	65745.6	28	0.425884	28	22	0.214286	-1.08582
587	O00303	EIF3F	2	357	37563.3	16	0.425948	16	16	0	-1.08511
588	Q9Y6X5	ENPP4	2	453	51640.3	22	0.426024	22	21	0.0454545	-1.08427
589	Q13683	ITGA7	2	1181	128946	55	0.426536	55	52	0.0545455	-1.07858
590	P50552	VASP	2	380	39829.2	17	0.426822	17	17	0	-1.0754
591	Q04118	PRB3	2	351	35122.4	15	0.427078	15	1	0.933333	-1.07256
592	Q8NI22	MCFD2	2	146	16390.1	7	0.427088	7	5	0.285714	-1.07245
593	P11234	RALB	2	206	23408.3	10	0.427199	10	10	0	-1.07122
594	Q16543	CDC37	2	378	44467.8	19	0.427276	19	19	0	-1.07037
595	Q7Z4S6	KIF21A	2	1674	187176	80	0.427404	80	82	-0.025	-1.06894
596	Q8NHP8	PLBD2	2	589	65470.8	28	0.427672	28	28	0	-1.06598
597	Q9BTM1	H2AJ	2	129	14019.2	6	0.427984	6	6	0	-1.06251
598	P08236	GUSB	2	651	74730.8	32	0.428203	32	28	0.125	-1.06007
599	P06865	HEXA	2	529	60701.9	26	0.428322	26	25	0.0384615	-1.05875
600	P56524	HDAC4	2	1084	119038	51	0.428436	51	49	0.0392157	-1.05749
601	Q9BSH5	HDHD3	2	251	27999.5	12	0.42858	12	12	0	-1.05589
602	P05387	RPLP2	2	115	11664.8	5	0.428641	5	5	0	-1.05521
603	Q8IUE6	H2AC21	2	130	13995.1	6	0.428721	6	7	-0.166667	-1.05433
604	P57088	TMEM33	2	247	27977.7	12	0.428914	12	11	0.0833333	-1.05219
605	Q16777	H2AC20	2	129	13988.2	6	0.428934	6	6	0	-1.05197
606	Q8TAQ2	SMARCC2	2	1214	132878	57	0.428966	57	54	0.0526316	-1.0516
607	P09110	ACAA1	2	424	44291.4	19	0.428977	19	19	0	-1.05149
608	P05120	SERPINB2	2	415	46595.6	20	0.429225	20	20	0	-1.04873
609	Q6UWP7	LCLAT1	2	414	48919.5	21	0.429277	21	21	0	-1.04815
610	Q9H987	SYNPO2L	1	977	102479	44	0.429356	44	37	0.159091	-1.04727
611	O43488	AKR7A2	2	359	39588.4	17	0.429419	17	18	-0.0588235	-1.04658
612	Q8NDH3	NPEPL1	2	523	55860.1	24	0.429644	24	20	0.166667	-1.04407
613	O75886	STAM2	2	525	58163.4	25	0.429824	25	23	0.08	-1.04209
614	Q96LW7	CARD19	2	228	25589	11	0.429872	11	10	0.0909091	-1.04154
615	P23258	TUBG1	2	451	51169.1	22	0.429947	22	21	0.0454545	-1.04072
616	Q9NWU1	OXSM	2	459	48842.2	21	0.429956	21	22	-0.047619	-1.04062
617	Q01081	U2AF1	2	240	27871.8	12	0.430543	12	12	0	-1.0341
618	O00478	BTN3A3	2	584	65001	28	0.430763	28	28	0	-1.03166
619	Q6PH85	DCUN1D2	2	259	30179	13	0.430763	13	12	0.0769231	-1.03165
620	Q09666	AHNAK	1	5890	629096	271	0.430777	271	273	-0.00738007	-1.0315
621	O43240	KLK10	2	276	30169.4	13	0.430901	13	13	0	-1.03013
622	P46778	RPL21	2	160	18564.7	8	0.430926	8	9	-0.125	-1.02985
623	O75438	NDUFB1	2	58	6961.11	3	0.430965	3	3	0	-1.02941
624	Q9UP95	SLC12A4	2	1085	120648	52	0.431005	52	52	0	-1.02897
625	Q02218	OGDH	2	1023	115934	50	0.431281	50	51	-0.02	-1.0259
626	Q8NFH5	NUP35	2	326	34773.2	15	0.431366	15	13	0.133333	-1.02496
627	P08579	SNRPB2	2	225	25486	11	0.431609	11	11	0	-1.02227
628	Q7Z6Z7	HUWE1	2	4374	481883	208	0.43164	208	205	0.0144231	-1.02192
629	Q9BZK7	TBL1XR1	2	514	55594	24	0.431701	24	23	0.0416667	-1.02124
630	Q01130	SRSF2	2	221	25476	11	0.431779	11	11	0	-1.02038
