accession	gene	tier	n_sites_total	n_sites_in_master	n_sites_with_mass	n_sites_count_only	n_modified_residue	n_lipidation	n_glycosylation	n_cross_link	n_disulfide_bond	sum_mass_delta_g_per_mol	mw_master	ptm_mass_delta_fraction_of_mw
O75083	WDR1	2	6	6	6	0	6	0	0	0	0	290.18	66192.7050	0.004383866772
O75112	LDB3	1	8	8	8	0	8	0	0	0	0	441.99	77133.6800	0.005730181679
O75116	ROCK2	2	6	6	6	0	6	0	0	0	0	479.88	160897.4650	0.002982520576
O75122	CLASP2	2	28	28	28	0	28	0	0	0	0	2239.44	141061.3350	0.01587564728
O75128	COBL	2	15	15	15	0	15	0	0	0	0	1199.7	135614.7300	0.008846384165
O75131	CPNE3	2	3	3	3	0	3	0	0	0	0	239.94	60129.9100	0.003990360205
O75145	PPFIA3	2	15	15	15	0	15	0	0	0	0	1199.7	133494.1350	0.008986911672
O75147	OBSL1	1	13	13	13	0	1	0	0	0	12	55.788	206944.0350	0.0002695801307
O75152	ZC3H11A	2	12	12	12	0	7	0	0	5	0	469.76	89130.0350	0.005270501689
O75153	CLUH	2	5	5	5	0	5	0	0	0	0	399.9	146667.6500	0.002726572629
O75155	CAND2	2	1	1	1	0	1	0	0	0	0	42.04	135122.8200	0.0003111243534
O75165	DNAJC13	2	1	1	1	0	1	0	0	0	0	42.04	254411.1500	0.0001652443299
O75170	PPP6R2	2	3	3	3	0	3	0	0	0	0	239.94	104940.1050	0.002286447112
O75179	ANKRD17	2	21	21	21	0	20	0	0	1	0	1491.71	274253.8400	0.005439158117
O75190	DNAJB6	1	2	2	2	0	2	0	0	0	0	94.01	35955.3900	0.00261462885
O75208	COQ9	2	1	1	1	0	1	0	0	0	0	42.04	30939.9450	0.001358761304
O75223	GGCT	2	1	1	1	0	1	0	0	0	0	79.98	21007.5050	0.003807210804
O75251	NDUFS7	2	1	1	0	1	1	0	0	0	0	0	19748.8400	0
O75298	RTN2	1	3	3	3	0	3	0	0	0	0	239.94	59262.8000	0.004048745587
O75306	NDUFS2	2	2	2	2	0	2	0	0	0	0	70.09	49172.9150	0.001425378178
O75312	ZPR1	2	0	0	0	0	0	0	0	0	0	0	50924.6000	0
O75323	NIPSNAP2	2	0	0	0	0	0	0	0	0	0	0	31396.3400	0
O75339	CILP	2	12	12	4	8	0	0	8	0	4	-8.064	130297.4500	-6.188916207e-05
O75340	PDCD6	2	1	1	1	0	1	0	0	0	0	42.04	21736.9350	0.001934035318
O75342	ALOX12B	2	0	0	0	0	0	0	0	0	0	0	80354.4700	0
O75347	TBCA	2	1	1	1	0	1	0	0	0	0	42.04	12723.4700	0.003304130084
O75348	ATP6V1G1	2	1	1	1	0	1	0	0	0	0	42.04	13626.1100	0.003085253238
O75367	MACROH2A1	2	16	16	14	2	10	0	0	6	0	337.96	39183.0500	0.008625158072
O75368	SH3BGRL	2	0	0	0	0	0	0	0	0	0	0	12774.0750	0
O75369	FLNB	1	27	27	27	0	26	0	0	1	0	1987.82	278161.3150	0.007146284881
O75380	NDUFS6	2	1	1	1	0	1	0	0	0	0	42.04	10698.8850	0.003929381426
O75390	CS	2	18	18	18	0	18	0	0	0	0	1338.07	49005.4500	0.02730451409
O75391	SPAG7	2	4	4	4	0	4	0	0	0	0	281.98	25902.8650	0.0108860545
O75394	MRPL33	2	0	0	0	0	0	0	0	0	0	0	6675.9400	0
O75396	SEC22B	2	7	7	7	0	7	0	0	0	0	521.92	24608.9750	0.0212085225
O75400	PRPF40A	2	25	25	25	0	21	0	0	4	0	1107.91	108803.4600	0.0101826725
O75410	TACC1	2	15	15	15	0	14	1	0	0	0	1292.14	87661.8650	0.01474004688
O75431	MTX2	2	1	1	1	0	1	0	0	0	0	42.04	29631.5550	0.001418757807
O75436	VPS26A	2	1	1	1	0	1	0	0	0	0	79.98	38169.4500	0.002095393043
O75438	NDUFB1	2	0	0	0	0	0	0	0	0	0	0	6829.9200	0
O75439	PMPCB	2	0	0	0	0	0	0	0	0	0	0	49675.0050	0
O75475	PSIP1	2	22	22	22	0	21	0	0	1	0	1582.56	60102.6150	0.02633096746
O75477	ERLIN1	2	2	2	1	1	1	0	1	0	0	42.04	39170.5750	0.001073254605
O75487	GPC4	2	6	6	1	5	1	1	4	0	0	79.98	60582.1350	0.001320191175
O75489	NDUFS3	2	0	0	0	0	0	0	0	0	0	0	26414.5450	0
O75521	ECI2	2	14	14	14	0	14	0	0	0	0	1186.71	39250.5050	0.03023426068
O75531	BANF1	2	7	7	7	0	7	0	0	0	0	483.98	10058.4800	0.04811661404
O75533	SF3B1	2	46	46	46	0	42	0	0	4	0	3056.32	145828.2150	0.02095835844
O75534	CSDE1	2	8	8	8	0	7	0	0	1	0	465.96	88883.7450	0.005242353368
O75556	SCGB2A1	2	1	1	0	1	0	0	1	0	0	0	8854.0100	0
O75569	PRKRA	2	4	4	4	0	4	0	0	0	0	319.92	34403.6900	0.00929900252
O75582	RPS6KA5	2	14	14	14	0	14	0	0	0	0	1119.72	89864.1450	0.01246014192
O75608	LYPLA1	2	1	1	1	0	1	0	0	0	0	42.04	24669.2150	0.001704148267
O75628	REM1	1	1	1	1	0	1	0	0	0	0	79.98	32946.4850	0.002427573078
O75635	SERPINB7	2	2	2	2	0	2	0	0	0	0	159.96	42904.2350	0.003728303278
O75643	SNRNP200	2	13	13	13	0	12	0	0	1	0	903.8	244503.9650	0.003696463573
O75663	TIPRL	2	2	2	2	0	2	0	0	0	0	122.02	31443.5250	0.00388060817
O75683	SURF6	2	3	3	3	0	3	0	0	0	0	239.94	41449.7500	0.005788695951
O75688	PPM1B	2	4	4	4	0	1	1	0	2	0	254.3	52510.7950	0.004842813749
O75694	NUP155	2	3	3	3	0	1	0	1	1	0	265.15	155065.3750	0.001709923959
O75718	CRTAP	2	2	2	0	2	0	0	2	0	0	0	43968.0400	0
O75746	SLC25A12	2	1	1	1	0	1	0	0	0	0	42.04	74629.6200	0.0005633152092
O75764	TCEA3	2	2	2	2	0	2	0	0	0	0	159.96	38971.2550	0.004104563736
O75781	PALM	2	15	15	15	0	12	3	0	0	0	1537.05	41743.9350	0.03682091782
O75787	ATP6AP2	2	0	0	0	0	0	0	0	0	0	0	37453.4250	0
O75821	EIF3G	2	8	8	8	0	8	0	0	0	0	639.84	35479.4000	0.01803412685
O75822	EIF3J	2	8	8	8	0	7	0	0	1	0	503.9	28930.8700	0.0174173815
O75828	CBR3	2	2	2	2	0	2	0	0	0	0	122.02	30718.6550	0.00397217912
O75832	PSMD10	2	0	0	0	0	0	0	0	0	0	0	24427.4850	0
O75844	ZMPSTE24	2	0	0	0	0	0	0	0	0	0	0	54812.0800	0
O75874	IDH1	2	10	10	10	0	10	0	0	0	0	612.34	46527.5200	0.01316081321
O75880	SCO1	1	1	1	1	0	0	0	0	0	1	-2.016	26305.6750	-7.663745561e-05
O75886	STAM2	2	0	0	0	0	0	0	0	0	0	0	58163.4000	0
O75891	ALDH1L1	2	9	9	9	0	9	0	0	0	0	1002.5	98828.0450	0.01014388173
O75907	DGAT1	2	2	2	2	0	2	0	0	0	0	159.96	55277.3950	0.002893768782
O75915	ARL6IP5	2	1	1	1	0	1	0	0	0	0	42.04	21614.4650	0.001944993781
O75923	DYSF	2	13	13	13	0	13	0	0	0	0	1039.74	237291.4550	0.004381700133
O75935	DCTN3	2	1	1	1	0	1	0	0	0	0	42.04	20987.8300	0.002003065586
O75947	ATP5PD	2	15	15	15	0	15	0	0	0	0	920.75	18359.7350	0.05015050598
O75953	DNAJB5	2	0	0	0	0	0	0	0	0	0	0	39133.0150	0
O75962	TRIO	2	9	9	9	0	8	0	0	0	1	637.824	346894.6200	0.001838667893
O75964	ATP5MG	2	5	5	5	0	5	0	0	0	0	210.2	11297.1450	0.01860647093
O75970	MPDZ	2	7	7	7	0	7	0	0	0	0	493.91	221614.5250	0.002228689658
O75976	CPD	2	24	24	9	15	6	3	15	0	0	1195.11	149493.9400	0.007994370876
O76003	GLRX3	1	3	3	3	0	3	0	0	0	0	202	37300.3250	0.005415502412
O76021	RSL1D1	2	19	19	19	0	14	0	0	5	0	953.74	54971.7850	0.01734962763
O76031	CLPX	2	2	2	2	0	2	0	0	0	0	122.02	63481.2200	0.001922143273
O76041	NEBL	1	2	2	2	0	2	0	0	0	0	28.06	116451.8350	0.0002409579892
O76062	TM7SF2	2	0	0	0	0	0	0	0	0	0	0	46405.0850	0
O76094	SRP72	2	7	7	7	0	5	0	0	2	0	325.92	74473.8550	0.004376300918
O94760	DDAH1	2	3	3	3	0	3	0	0	0	0	100.04	30990.1850	0.003228118838
O94776	MTA2	2	15	15	15	0	10	0	0	5	0	557.94	75021.9350	0.007437024918
O94788	ALDH1A2	2	2	2	2	0	2	0	0	0	0	159.96	56723.2550	0.00282000742
O94811	TPPP	2	10	10	10	0	9	0	1	0	0	923.01	23693.4400	0.03895635248
O94826	TOMM70	2	8	8	8	0	7	0	0	1	0	400.01	67322.6400	0.005941686185
O94851	MICAL2	2	2	2	2	0	2	0	0	0	0	159.96	219057.9300	0.0007302178013
O94855	SEC24D	2	1	1	1	0	1	0	0	0	0	79.98	113008.1550	0.0007077365346
O94874	UFL1	2	5	5	5	0	5	0	0	0	0	296.01	89462.6800	0.003308753997
O94875	SORBS2	1	64	64	64	0	64	0	0	0	0	5037.76	124105.5850	0.04059253256
O94885	SASH1	2	7	7	7	0	7	0	0	0	0	559.86	136651.3100	0.004096996948
O94888	UBXN7	2	9	9	9	0	6	0	0	3	0	387.88	54730.2950	0.007087116925
O94901	SUN1	2	7	7	6	1	5	0	0	1	1	381.88	87108.2000	0.004383973036
O94903	PLPBP	2	6	6	6	0	6	0	0	0	0	649.12	30343.5000	0.02139239046
O94905	ERLIN2	2	2	2	1	1	1	0	1	0	0	42.04	37839.0600	0.001111021257
O94906	PRPF6	2	5	5	5	0	5	0	0	0	0	399.9	106923.3200	0.00374006344
O94911	ABCA8	2	16	16	0	16	0	0	16	0	0	0	183673.9500	0
O94919	ENDOD1	2	1	1	1	0	1	0	0	0	0	42.04	52886.3700	0.0007949118081
O94925	GLS	2	4	4	4	0	4	0	0	0	0	322.16	67797.5100	0.004751796932
O94929	ABLIM3	2	20	20	20	0	20	0	0	0	0	1495.71	77800.5700	0.01922492342
O94973	AP2A2	2	0	0	0	0	0	0	0	0	0	0	103958.8600	0
O94979	SEC31A	2	7	7	7	0	5	0	0	2	0	363.86	133012.4350	0.002735533712
O94986	CEP152	2	1	1	1	0	1	0	0	0	0	79.98	195623.4950	0.0004088465959
O95070	YIF1A	2	2	2	2	0	2	0	0	0	0	122.02	31879.4550	0.003827543476
O95139	NDUFB6	2	2	2	2	0	2	0	0	0	0	84.08	15357.8000	0.005474742476
O95140	MFN2	2	2	2	2	0	2	0	0	0	0	159.96	86400.8300	0.001851371104
O95163	ELP1	2	5	5	5	0	5	0	0	0	0	399.9	150252.0550	0.002661527658
O95167	NDUFA3	2	1	1	1	0	1	0	0	0	0	42.04	9147.5400	0.004595771103
O95168	NDUFB4	2	2	2	2	0	2	0	0	0	0	122.02	15077.1550	0.008093038773
O95169	NDUFB8	2	0	0	0	0	0	0	0	0	0	0	18773.9550	0
O95178	NDUFB2	2	0	0	0	0	0	0	0	0	0	0	8641.3350	0
O95182	NDUFA7	2	3	3	3	0	3	0	0	0	0	164.06	12419.9750	0.01320936636
O95183	VAMP5	2	3	3	3	0	3	0	0	0	0	239.94	12804.6450	0.01873851247
O95197	RTN3	2	11	11	11	0	11	0	0	0	0	841.84	112478.1600	0.007484475208
O95202	LETM1	2	2	2	2	0	2	0	0	0	0	122.02	70945.6450	0.001719908248
O95208	EPN2	2	11	11	11	0	11	0	0	0	0	813.83	68480.4700	0.0118841182
O95210	STBD1	2	9	9	9	0	9	0	0	0	0	719.82	39006.7250	0.01845374099
O95218	ZRANB2	2	13	13	13	0	13	0	0	0	0	925.92	37403.9650	0.02475459487
O95219	SNX4	2	2	2	2	0	2	0	0	0	0	122.02	51908.0750	0.002350693991
O95292	VAPB	2	9	9	9	0	8	0	0	1	0	583.88	27096.8950	0.02154785631
O95298	NDUFC2	2	0	0	0	0	0	0	0	0	0	0	14187.3000	0
O95299	NDUFA10	2	2	2	2	0	2	0	0	0	0	180.05	37146.7750	0.004846988736
O95319	CELF2	2	0	0	0	0	0	0	0	0	0	0	54283.9050	0
O95336	PGLS	2	3	3	3	0	3	0	0	0	0	164.06	27415.1700	0.005984278048
O95352	ATG7	2	3	3	3	0	2	0	0	1	0	104	77827.3350	0.00133629142
O95359	TACC2	2	36	36	36	0	36	0	0	0	0	2879.28	309422.5750	0.009305332683
O95372	LYPLA2	2	2	2	2	0	1	1	0	0	0	318.39	24736.6000	0.01287121108
O95373	IPO7	2	5	5	5	0	5	0	0	0	0	361.96	119514.6150	0.003028583575
O95393	BMP10	1	6	4	3	1	0	0	2	0	4	-6.048	12160.0550	-0.0004973661715
O95425	SVIL	1	32	32	32	0	32	0	0	0	0	2493.41	247742.8650	0.01006450781
O95433	AHSA1	2	7	7	7	0	5	0	0	2	0	287.98	38273.8850	0.00752419045
O95453	PARN	2	12	12	12	0	12	0	0	0	0	883.88	73449.9400	0.0120337743
O95470	SGPL1	2	5	5	5	0	5	0	0	0	0	441.15	63522.9750	0.006944731414
O95479	H6PD	2	5	5	2	3	2	0	3	0	0	83.04	86814.4250	0.0009565230663
O95487	SEC24B	2	4	4	4	0	4	0	0	0	0	281.98	137284.2600	0.002053986378
O95563	MPC2	2	0	0	0	0	0	0	0	0	0	0	14278.6400	0
O95571	ETHE1	2	5	5	5	0	5	0	0	0	0	344.11	27101.5900	0.01269704102
O95573	ACSL3	2	1	1	1	0	1	0	0	0	0	79.98	80419.1750	0.0009945389268
O95602	POLR1A	2	2	2	2	0	2	0	0	0	0	159.96	194808.5550	0.0008211138366
O95613	PCNT	2	19	19	19	0	19	0	0	0	0	1519.62	378030.0850	0.004019838791
O95630	STAMBP	2	5	5	5	0	5	0	0	0	0	399.9	48076.2150	0.008318042508
O95671	ASMTL	2	5	5	5	0	5	0	0	0	0	399.9	68855.7500	0.00580779383
O95747	OXSR1	2	9	9	9	0	9	0	0	0	0	681.88	57890.1250	0.01177886557
O95749	GGPS1	1	1	1	1	0	1	0	0	0	0	42.04	34870.3750	0.001205607912
O95757	HSPA4L	2	5	5	5	0	5	0	0	0	0	399.9	94511.3400	0.004231238283
O95758	PTBP3	2	9	9	9	0	7	0	0	2	0	410	59688.6450	0.006868978178
O95777	LSM8	2	1	1	1	0	1	0	0	0	0	42.04	10271.3100	0.004092954063
O95782	AP2A1	2	4	4	4	0	4	0	0	0	0	319.92	107544.2500	0.002974775499
O95786	RIGI	2	19	19	19	0	10	0	0	9	0	403.74	106598.2300	0.003787492532
O95793	STAU1	2	7	7	7	0	7	0	0	0	0	352.11	63050.3150	0.005584587484
O95810	CAVIN2	2	22	22	22	0	22	0	0	0	0	1721.62	47041.2850	0.03659806487
O95816	BAG2	2	4	4	4	0	4	0	0	0	0	281.98	23640.3350	0.01192791896
O95817	BAG3	1	19	19	19	0	17	0	0	2	0	1153.78	61462.4650	0.0187721075
O95819	MAP4K4	2	28	28	28	0	28	0	0	0	0	2201.5	141967.4950	0.01550707083
O95822	MLYCD	2	8	8	7	1	7	0	0	0	1	410.34	50944.8050	0.008054599483
O95831	AIFM1	2	13	13	13	0	12	0	0	1	0	885.95	55811.8850	0.01587385913
O95834	EML2	2	0	0	0	0	0	0	0	0	0	0	70677.9100	0
O95861	BPNT1	2	4	4	4	0	4	0	0	0	0	302.07	33260.6900	0.009081892168
O95865	DDAH2	2	0	0	0	0	0	0	0	0	0	0	29643.4200	0
O95870	ABHD16A	2	0	0	0	0	0	0	0	0	0	0	63242.3150	0
O95881	TXNDC12	2	1	1	1	0	0	0	0	0	1	-2.016	16426.2550	-0.0001227303485
O95969	SCGB1D2	2	0	0	0	0	0	0	0	0	0	0	7672.1200	0
O96000	NDUFB10	2	1	1	1	0	1	0	0	0	0	79.98	20776.3750	0.00384956471
O96008	TOMM40	2	0	0	0	0	0	0	0	0	0	0	37892.6300	0
O96011	PEX11B	2	1	1	1	0	1	0	0	0	0	42.04	28430.7900	0.001478678573
P00156	MT-CYB	2	0	0	0	0	0	0	0	0	0	0	42716.7550	0
P00167	CYB5A	2	3	3	3	0	3	0	0	0	0	126.12	15198.6500	0.008298105424
P00325	ADH1B	2	3	3	3	0	3	0	0	0	0	202	39703.9650	0.005087653085
P00326	ADH1C	2	2	2	2	0	2	0	0	0	0	122.02	39736.0850	0.003070760494
P00338	LDHA	2	21	21	21	0	20	0	0	1	0	1224.51	36557.0700	0.03349584636
P00352	ALDH1A1	2	12	12	12	0	12	0	0	0	0	580.36	54730.0250	0.01060405143
P00367	GLUD1	2	55	55	55	0	55	0	0	0	0	4355.69	56008.0100	0.07776905482
P00387	CYB5R3	2	4	4	4	0	3	1	0	0	0	374.42	34103.1450	0.01097904607
P00390	GSR	2	3	3	2	1	1	0	0	0	2	40.024	51700.0200	0.0007741583079
P00395	MT-CO1	2	1	1	1	0	0	0	0	1	0	-2.02	57040.5200	-3.54134219e-05
P00403	MT-CO2	2	0	0	0	0	0	0	0	0	0	0	25564.5900	0
P00414	MT-CO3	2	0	0	0	0	0	0	0	0	0	0	29950.2300	0
P00441	SOD1	2	15	15	15	0	12	1	0	1	1	1180.764	15804.4100	0.07471104584
P00450	CP	2	12	12	6	6	1	0	6	0	5	69.9	120098.0450	0.0005820244618
P00488	F13A1	2	2	1	0	1	1	0	1	0	0	0	79244.9450	0
P00492	HPRT1	2	5	5	5	0	3	0	0	2	0	128.02	24447.9200	0.005236437292
P00505	GOT2	2	40	40	40	0	40	0	0	0	0	2763.81	44736.7800	0.06177936812
P00533	EGFR	2	73	73	60	13	25	2	13	8	25	2221.92	132011.1750	0.01683130235
P00558	PGK1	2	26	26	26	0	26	0	0	0	0	1677.04	44483.0850	0.03770062261
P00568	AK1	2	2	2	2	0	2	0	0	0	0	122.02	21634.6450	0.005640027835
P00734	F2	2	25	25	21	4	10	0	3	0	12	417.924	65307.4600	0.006399330184
P00738	HP	2	11	11	4	7	0	0	4	0	7	-8.064	43348.5550	-0.0001860269621
P00747	PLG	2	29	29	24	5	2	0	3	0	24	115.608	88431.5600	0.001307316076
P00748	F12	2	29	29	21	8	0	0	9	0	20	105.82	65732.6550	0.001609854341
P00750	PLAT	2	21	21	17	4	0	0	4	0	17	113.884	59041.6600	0.001928875306
P00751	CFB	2	16	16	12	4	0	0	5	0	11	139.964	82999.8500	0.001686316301
P00813	ADA	2	3	3	3	0	3	0	0	0	0	126.12	40632.6850	0.003103905144
P00846	MT-ATP6	2	0	0	0	0	0	0	0	0	0	0	24816.7050	0
P00915	CA1	2	1	1	1	0	1	0	0	0	0	42.04	28738.5550	0.001462843208
P00918	CA2	2	4	4	4	0	4	0	0	0	0	281.98	29114.4100	0.009685238341
P00966	ASS1	2	7	7	7	0	7	0	0	0	0	446.04	46529.7850	0.009586117795
P01008	SERPINC1	2	9	9	5	4	2	0	4	0	3	153.912	49038.5150	0.003138594225
P01009	SERPINA1	2	6	6	3	3	3	0	3	0	0	279.1	44323.9150	0.006296826442
P01011	SERPINA3	2	6	6	0	6	0	0	6	0	0	0	45265.0850	0
P01023	A2M	2	24	24	12	12	0	0	8	3	13	-39.206	160807.8800	-0.0002438064602
P01024	C3	2	26	26	21	5	8	0	3	1	14	598.618	184948.9700	0.003236665768
P01031	C5	2	18	18	14	4	0	0	4	0	14	-28.224	185772.6950	-0.0001519276016
P01034	CST3	2	3	3	3	0	1	0	0	0	2	75.948	13346.9850	0.005690273871
P01036	CST4	2	4	4	4	0	2	0	0	0	2	155.928	14188.5600	0.01098969874
P01040	CSTA	2	1	1	1	0	1	0	0	0	0	42.04	11006.3950	0.003819597607
P01042	KNG1	2	24	24	11	13	3	0	12	0	9	62.822	69895.7850	0.0008987952564
P01116	KRAS	2	11	11	11	0	4	5	1	1	0	1442.27	21298.0850	0.06771829486
P01160	NPPA	2	2	2	2	0	1	0	0	0	1	77.964	13680.2150	0.005699033239
P01591	JCHAIN	2	7	7	4	3	1	0	1	0	5	-23.078	15594.3100	-0.001479898758
P01593	IGKV1D-33	2	1	1	1	0	0	0	0	0	1	-2.016	10409.2500	-0.0001936738958
P01615	IGKV2D-28	2	1	1	1	0	0	0	0	0	1	-2.016	10902.0400	-0.0001849195196
P01619	IGKV3-20	2	1	1	1	0	0	0	0	0	1	-2.016	10302.2150	-0.0001956860733
P01764	IGHV3-23	2	1	1	1	0	0	0	0	0	1	-2.016	10445.5450	-0.0001930009396
P01767	IGHV3-53	2	1	1	1	0	0	0	0	0	1	-2.016	10543.7000	-0.0001912042262
P01768	IGHV3-30	2	2	2	2	0	1	0	0	0	1	-19.046	10796.0150	-0.001764169464
P01772	IGHV3-33	2	2	2	2	0	1	0	0	0	1	-19.046	10923.1550	-0.001743635424
P01833	PIGR	2	22	22	14	8	4	0	7	0	11	299.76	81348.1850	0.003684900899
P01857	IGHG1	2	36	36	32	4	0	0	28	0	8	49436.08	43911.4000	1.125814253
P01859	IGHG2	2	34	34	28	6	0	0	26	0	8	44881.992	43805.3000	1.024579035
P01860	IGHG3	2	44	44	28	16	0	0	30	0	14	45204.272	49092.4350	0.9207991415
P01861	IGHG4	2	25	25	21	4	0	0	19	0	6	32018.282	43831.1650	0.7304912384
P01871	IGHM	2	14	14	4	10	0	0	5	0	9	-8.064	51922.8750	-0.0001553072706
P01876	IGHA1	2	21	21	5	16	0	0	11	0	10	-10.08	42847.9050	-0.0002352507083
P01877	IGHA2	2	14	14	4	10	0	0	5	0	9	-8.064	42333.3500	-0.000190488114
P01889	HLA-B	2	3	3	2	1	0	0	1	0	2	-4.032	37892.2850	-0.0001064068847
P01903	HLA-DRA	2	4	4	2	2	0	0	2	1	1	-20.036	26000.4700	-0.0007706014545
P02042	HBD	2	2	2	2	0	2	0	0	0	0	122.02	15924.0950	0.007662601862
P02144	MB	2	2	2	2	0	2	0	0	0	0	159.96	17052.3600	0.009380519764
P02452	COL1A1	2	133	127	125	2	125	0	3	0	5	2124.85	94765.6400	0.02242215638
P02458	COL2A1	2	43	43	32	11	29	0	9	0	5	457.952	123439.9150	0.003709918303
P02461	COL3A1	2	158	153	150	3	150	0	1	0	7	2400	95287.2450	0.02518700168
P02462	COL4A1	2	24	23	21	2	15	0	1	2	6	227.904	144011.0400	0.001582545338
P02511	CRYAB	1	8	8	8	0	6	0	2	0	0	772.44	20158.5700	0.0383181942
P02545	LMNA	2	99	99	99	0	76	1	2	20	0	5354.55	73806.8300	0.0725481639
P02549	SPTA1	2	2	2	2	0	2	0	0	0	0	159.96	280009.4700	0.0005712663932
P02585	TNNC2	1	1	1	1	0	1	0	0	0	0	42.04	17990.6500	0.002336769377
P02647	APOA1	2	11	11	11	0	10	0	1	0	0	511.9	28961.0800	0.01767544581
P02649	APOE	2	9	9	3	6	2	0	7	0	0	258.12	34236.0600	0.007539418964
P02652	APOA2	2	5	5	4	1	4	0	0	0	1	158.93	9303.5350	0.01708275403
P02654	APOC1	2	0	0	0	0	0	0	0	0	0	0	6630.4700	0
P02655	APOC2	2	0	0	0	0	0	0	0	0	0	0	8914.7700	0
P02656	APOC3	2	1	1	0	1	0	0	1	0	0	0	8764.5000	0
P02671	FGA	2	36	35	17	18	16	0	4	8	8	1131.688	91357.7600	0.01238743157
P02675	FGB	2	10	9	3	6	1	0	1	0	8	-6.048	50762.3600	-0.0001191433968
P02679	FGG	2	15	15	5	10	3	0	2	2	8	236.068	48482.3700	0.004869151405
P02730	SLC4A1	1	10	10	9	1	8	1	1	0	0	840.31	101790.6500	0.008255276884
P02743	APCS	2	2	2	1	1	0	0	1	0	1	-2.016	23258.1950	-8.667912536e-05
P02745	C1QA	2	18	18	12	6	11	0	5	0	2	173.984	23687.4700	0.007344980279
P02746	C1QB	2	20	20	19	1	18	0	0	0	2	252.954	23741.7550	0.01065439349
P02747	C1QC	2	15	15	13	2	12	0	1	0	2	189.984	22812.8000	0.008327956235
P02748	C9	2	15	15	13	2	0	0	4	0	11	302.104	60978.0550	0.004954306922
P02749	APOH	2	17	17	11	6	0	0	6	0	11	-22.176	36254.3650	-0.0006116780697
P02750	LRG1	2	7	7	2	5	0	0	5	0	2	-4.032	34345.7550	-0.0001173944204
P02751	FN1	2	46	46	33	13	5	0	8	3	30	246.602	269255.5250	0.0009158660718
P02760	AMBP	2	12	12	7	5	0	0	5	0	7	-14.112	36802.4600	-0.0003834526279
P02763	ORM1	2	8	8	3	5	1	0	5	0	2	-21.062	21587.9000	-0.0009756391312
P02765	AHSG	2	21	16	8	8	7	0	8	0	6	229.86	32959.8300	0.006973943737
P02766	TTR	2	4	4	3	1	3	0	1	0	0	204.05	13761.2500	0.01482786811
P02786	TFRC	2	16	16	10	6	5	2	4	1	4	854.668	84870.2750	0.01007028668
P02787	TF	2	26	26	22	4	3	0	4	0	19	149.706	75194.7400	0.001990910534
P02788	LTF	2	23	21	18	3	1	0	4	2	16	-68.296	76164.4400	-0.0008966914219
P02790	HPX	2	13	13	6	7	0	0	7	0	6	-12.096	49294.7400	-0.0002453811502
P02792	FTL	2	1	1	1	0	1	0	0	0	0	42.04	19888.1550	0.002113821016
P02794	FTH1	2	4	4	4	0	4	0	0	0	0	244.04	21225.2900	0.01149760498
P03886	MT-ND1	2	0	0	0	0	0	0	0	0	0	0	35659.8850	0
P03891	MT-ND2	2	0	0	0	0	0	0	0	0	0	0	38960.2200	0
P03897	MT-ND3	2	0	0	0	0	0	0	0	0	0	0	13185.8100	0
P03915	MT-ND5	2	0	0	0	0	0	0	0	0	0	0	67025.2700	0
P03923	MT-ND6	2	0	0	0	0	0	0	0	0	0	0	18622.0050	0
P03928	MT-ATP8	2	3	3	3	0	3	0	0	0	0	184.15	7991.5350	0.02304313251
P03950	ANG	2	4	4	4	0	1	0	0	0	3	-23.078	14142.8000	-0.001631784371
P03952	KLKB1	2	23	23	18	5	0	0	5	0	18	-36.288	69176.3400	-0.0005245724188
P04003	C4BPA	2	21	21	16	5	0	0	3	0	18	-32.256	61670.0500	-0.0005230415737
P04004	VTN	2	22	22	19	3	11	0	3	0	8	864.052	52277.2600	0.01652825722
P04062	GBA1	2	7	7	2	5	0	0	5	0	2	-4.032	55596.5800	-7.252244652e-05
P04075	ALDOA	1	17	17	17	0	15	0	0	2	0	1036.26	39288.2700	0.02637581141
P04080	CSTB	2	1	1	1	0	1	0	0	0	0	42.04	11139.4450	0.003773976172
P04083	ANXA1	2	17	17	16	1	11	0	0	5	1	653.924	38582.5100	0.01694871588
P04114	APOB	2	32	32	13	19	4	1	19	0	8	504.262	512790.0550	0.000983369305
P04179	SOD2	2	11	11	11	0	11	0	0	0	0	697.52	22203.7950	0.03141444965
P04181	OAT	2	13	13	13	0	13	0	0	0	0	965.73	45852.1150	0.02106184197
P04196	HRG	2	9	9	5	4	0	0	4	0	5	-10.08	57658.9700	-0.0001748210209
P04217	A1BG	2	9	9	5	4	0	0	4	0	5	-10.08	51920.8650	-0.0001941416038
P04275	VWF	2	60	59	33	26	0	0	26	0	34	-66.528	307026.0700	-0.0002166851825
P04279	SEMG1	2	2	2	1	1	1	0	0	0	1	-17.03	49605.7900	-0.0003433066987
P04280	PRB1	2	8	8	6	2	4	0	4	0	0	547.19	36951.2650	0.01480842401
P04406	GAPDH	2	48	48	48	0	45	0	2	1	0	3161.1	35921.6350	0.08799989199
P04424	ASL	2	4	4	4	0	4	0	0	0	0	168.16	51525.9100	0.003263600779
P04433	IGKV3-11	2	1	1	1	0	0	0	0	0	1	-2.016	10350.2900	-0.0001947771512
P04439	HLA-A	2	11	11	10	1	8	0	1	0	2	635.888	38315.9800	0.0165958955
