# GENERATED by mass_fractions_pools.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T07:18:36Z
# category    = blood
# pool erythrocytes: bryk_2017 file.1 data/literature/bryk_2017/pr7b00025_si_002.xlsx sha256 de865512e5f0478dc6ba2e17258013fa7084a74144fdf1c07bd0e9174daf6400; sheet 'Table S3', header row 3; Bryk AH, Wiśniewski JR. Quantitative analysis of human red blood cell proteome. J Proteome Res 2017;16(8):2752-2761.  [author list verified 2026-09-18 from the article PDF on disk]
# pool plasma: geyer_2016 file.1 data/literature/geyer_2016/1-s2.0-S2405471216300722-mmc3.xlsx sha256 ccffa0e715fa41a3c839842830bcdea45e068004b6b9e1096133c38a6d0921d2; sheet 'Supplementary Table S2', header row 1; Geyer PE, Kulak NA, Pichler G, Holdt LM, Teupser D, Mann M. Plasma proteome profiling to assess human health and disease. Cell Syst 2016;2(3):185-195.  [author list verified 2026-09-18 from the article PDF on disk]
# accessions  = config/blood/accessions.ini sha256 ca1780b8054f3bd0c63af53ab3bf3232e35cca24e13302444f0e92a8639fb271
# composition = outputs/blood/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 5fa362bcf0b6766e6d694840c9c21f80e8d5c70b324748fd239b4caa786cd439
# rules       = B0 (hash), D105 (published mass share, no MW step), D108 (mean of replicates), D47 (summed rows), D48 (shared rows), D53a, D31 (within pool), B5 (low/high), A7, D113 (immunoglobulin bound)
# v = the entry's published mass share (mass_share, D105), summed over its rows (D47) plus its split of shared rows (D48); as a fraction of the listing (not renormalised).
# sd / n: share_columns -> sd over the replicates of v (the replicate sums, D53a), n = replicates; replicate_columns (log10 runs) -> sd of 10^run in linear space, n = runs present.
# w_<pool> = v / sum over the pool's entries (D31 within pool: the listing renormalised after the contaminant rule removed its rows); _low/_high = (v -/+ sd) over the same denominator, _high plus the whole of every shared row (B5, D48).
# v_<pool>_rep<k> = the entry's share in replicate k (the per-donor sensitivity's input); cv_percent_published = the dataset's own CV column, carried for the first row of the entry.
# match_rule: single | summed:n | shared_split | none (no dataset row, or every row zero-weighted; w = 0).
accession	gene	tier	mw_master	match_rule_erythrocytes	n_rows_erythrocytes	rows_erythrocytes	v_erythrocytes	sd_erythrocytes	n_erythrocytes	published_share_erythrocytes	shared_row_value_erythrocytes	w_erythrocytes	w_erythrocytes_low	w_erythrocytes_high	v_erythrocytes_rep1	v_erythrocytes_rep2	v_erythrocytes_rep3	v_erythrocytes_rep4	match_rule_plasma	n_rows_plasma	rows_plasma	v_plasma	sd_plasma	n_plasma	published_share_plasma	shared_row_value_plasma	w_plasma	w_plasma_low	w_plasma_high	cv_percent_published_plasma
O15270	SPTLC2	erythrocytes	62923.5750	single	1	2214	2.346569806e-07	3.19495611e-07	4	2.346569806e-07	0	2.366838201e-07	0	5.589390604e-07	0	6.766503329e-07	0	2.619775895e-07												
O15371	EIF3D	erythrocytes	63971.9250	single	1	720	9.790525123e-07	8.226397158e-07	4	9.790525123e-07	0	9.875090357e-07	1.577638053e-07	1.817254266e-06	4.925495908e-08	1.042438686e-06	7.852284303e-07	2.039287974e-06												
O15400	STX7	erythrocytes	29683.7750	single	1	2253	5.61653763e-05	2.442035768e-05	4	5.61653763e-05	0	5.665050229e-05	3.201921484e-05	8.128178975e-05	2.134372279e-05	7.399575653e-05	7.221878746e-05	5.710323843e-05												
O15431	SLC31A1	erythrocytes	21090.3650	single	1	2145	0	0	4	0	0	0	0	0	0	0	0	0												
O15439	ABCC4	erythrocytes	149524.4000	single	1	16	5.972860076e-05	2.210528994e-05	4	5.972860076e-05	0	6.024450394e-05	3.794828052e-05	8.254072736e-05	8.335590172e-05	7.19861766e-05	4.932180506e-05	3.425051964e-05												
O15440	ABCC5	erythrocytes	160657.9100	single	1	17	2.992440486e-06	1.84453118e-06	4	2.992440486e-06	0	3.01828756e-06	1.157824322e-06	4.878750798e-06	4.989383514e-06	5.215486068e-07	3.256653949e-06	3.202175873e-06												
O15484	CAPN5	erythrocytes	73167.8650	single	1	368	7.058964406e-05	4.711695539e-05	4	7.058964406e-05	0	7.119935903e-05	2.367543299e-05	0.0001187232851	3.023449108e-05	5.90748002e-05	5.437227499e-05	0.00013867701												
O15498	YKT6	erythrocytes	22101.8400	single	1	2601	9.988869598e-06	7.245369706e-06	4	9.988869598e-06	0	1.007514802e-05	2.767196753e-06	1.738309929e-05	2.090092902e-06	1.231916494e-05	1.886249467e-05	6.683725884e-06												
O15511	ARPC5	erythrocytes	16189.0250	single	1	212	2.071554776e-06	1.384944158e-06	4	2.071554776e-06	0	2.08944774e-06	6.925411872e-07	3.486354293e-06	0	2.795848306e-06	2.869109214e-06	2.621261585e-06												
O15523	DDX3Y	erythrocytes	73021.5000	single	1	610	9.533930598e-08	1.90678612e-07	4	9.533930598e-08	0	9.616279508e-08	0	2.884883852e-07	0	3.813572239e-07	0	0												
O15554	KCNN4	erythrocytes	47694.7600	single	1	1165	1.295301703e-06	7.325607278e-07	4	1.295301703e-06	0	1.306489815e-06	5.676016256e-07	2.045378004e-06	1.145423994e-06	2.246252023e-06	4.691439946e-07	1.3203868e-06												
O43143	DHX15	erythrocytes	90931.4900	single	1	625	0	0	4	0	0	0	0	0	0	0	0	0												
O43149	ZZEF1	erythrocytes	330938.9550	single	1	2635	1.235571021e-05	3.488535306e-06	4	1.235571021e-05	0	1.246243211e-05	8.943764737e-06	1.598109949e-05	8.92150224e-06	1.625643587e-05	9.955498277e-06	1.428940444e-05												
O43169	CYB5B	erythrocytes	15353.9400	single	1	568	6.16944626e-06	7.857150597e-06	4	6.16944626e-06	0	6.222734584e-06	0	1.414775098e-05	1.638049725e-06	1.777364464e-05	4.214375296e-06	1.051715378e-06												
O43187	IRAK2	erythrocytes	69432.1500	single	1	1136	1.022276347e-06	2.044552694e-06	4	1.022276347e-06	0	1.031106214e-06	0	3.093318643e-06	4.089105387e-06	0	0	0												
O43196	MSH5	erythrocytes	92873.9550	single	1	1385	0	0	4	0	0	0	0	0	0	0	0	0												
O43236	SEPTIN4	erythrocytes	112437.6550	single	1	2087	0	0	4	0	0	0	0	0	0	0	0	0												
O43242	PSMD3	erythrocytes	60976.5450	single	1	1788	0.0001370651644	5.042787198e-05	4	0.0001370651644	0	0.0001382490588	8.738561825e-05	0.0001891124993	0.0001208217884	0.0001856530144	0.0001682279139	7.355794094e-05												
O43264	ZW10	erythrocytes	88696.9050	single	1	2634	9.001754401e-06	1.514326967e-05	4	9.001754401e-06	0	9.079506662e-06	0	2.435357566e-05	3.167646361e-05	6.359676956e-07	2.700051122e-06	9.94535177e-07												
O43314	PPIP5K2	erythrocytes	140404.8500	single	1	1681	1.439491171e-05	8.919663741e-06	4	1.439491171e-05	0	1.451924713e-05	5.522540182e-06	2.351595408e-05	4.258505602e-06	1.318258881e-05	2.598822558e-05	1.415032685e-05												
O43396	TXNL1	erythrocytes	32119.7750	single	1	2442	0.0002229174588	1.401202492e-05	4	0.0002229174588	0	0.0002248428987	0.0002107098455	0.0002389759518	0.000207427775	0.000240725108	0.0002179321613	0.000225584791												
O43399	TPD52L2	erythrocytes	22237.4250	single	1	2381	7.188964608e-07	6.23546424e-07	4	7.188964608e-07	0	7.251058977e-07	9.617361858e-08	1.354038177e-06	0	1.454233549e-06	4.774782406e-07	9.43874054e-07												
O43414	ERI3	erythrocytes	37237.6600	single	1	777	0	0	4	0	0	0	0	0	0	0	0	0												
O43426	SYNJ1	erythrocytes	173100.3800	single	1	2271	0	0	4	0	0	0	0	0	0	0	0	0												
O43427	FIBP	erythrocytes	41746.2100	single	1	842	0	0	4	0	0	0	0	0	0	0	0	0												
O43447	PPIH	erythrocytes	19076.8050	single	1	1676	1.773454146e-06	1.545437938e-07	4	1.773454146e-06	0	1.788772279e-06	1.63289362e-06	1.944650938e-06	1.542716268e-06	1.869236899e-06	1.832850702e-06	1.849012716e-06												
O43488	AKR7A2	erythrocytes	35599.6900	single	1	95	0.000102756844	1.992375656e-05	4	0.000102756844	0	0.0001036444017	8.35485546e-05	0.0001237402489	0.0001284928058	9.646628589e-05	8.078882649e-05	0.0001052794577												
O43491	EPB41L2	erythrocytes	112455.3750	summed:2	2	758;759	4.097290352e-06	5.371760831e-06	4	4.097290352e-06	0	4.132680519e-06	0	9.5508397e-06	1.208794765e-05	2.090867294e-06	4.784452362e-07	1.731901224e-06												
O43504	LAMTOR5	erythrocytes	9613.7900	single	1	1247	1.700539367e-06	2.114241445e-06	4	1.700539367e-06	0	1.715227702e-06	0	3.847730815e-06	0	4.360952191e-06	2.441205277e-06	0												
O43505	B4GAT1	erythrocytes	47118.3700	single	1	279	0	0	4	0	0	0	0	0	0	0	0	0												
O43583	DENR	erythrocytes	21960.5800	single	1	615	2.256938049e-05	8.152122603e-06	4	2.256938049e-05	0	2.276432253e-05	1.454178632e-05	3.098685873e-05	3.475543688e-05	1.755623109e-05	1.90677039e-05	1.889815008e-05												
O43592	XPOT	erythrocytes	109962.4350	single	1	2590	0	0	4	0	0	0	0	0	0	0	0	0												
O43598	DNPH1	erythrocytes	18976.9600	single	1	665	0.0001810682192	4.239993248e-05	4	0.0001810682192	0	0.0001826321881	0.000139866028	0.0002253983481	0.0001859040981	0.0001338383256	0.0002357360199	0.0001687944333												
O43617	TRAPPC3	erythrocytes	20273.8650	single	1	2399	2.311247883e-05	4.622495766e-05	4	2.311247883e-05	0	2.331211186e-05	0	6.993633558e-05	9.244991532e-05	0	0	0												
O43633	CHMP2A	erythrocytes	25103.5650	single	1	449	1.596508499e-05	4.990355766e-06	4	1.596508499e-05	0	1.610298271e-05	1.106952296e-05	2.113644246e-05	1.234028786e-05	1.160659953e-05	1.764274682e-05	2.227070574e-05												
O43665	RGS10	erythrocytes	21209.5700	single	1	1915	1.781682411e-05	5.445790887e-06	4	1.781682411e-05	0	1.797071616e-05	1.247788749e-05	2.346354483e-05	2.302403099e-05	1.640797928e-05	2.104873902e-05	1.078654717e-05												
O43670	ZNF207	erythrocytes	50749.8550	single	1	2623	0	0	4	0	0	0	0	0	0	0	0	0												
O43681	GET3	erythrocytes	38661.1000	single	1	220	0.0001101615218	1.939664721e-05	4	0.0001101615218	0	0.0001111130371	9.154885221e-05	0.000130677222	0.0001129436614	9.887601312e-05	0.0001362927986	9.253361396e-05												
O43707	ACTN4	erythrocytes	104852.2300	single	1	50	7.982822748e-06	5.182905355e-06	4	7.982822748e-06	0	8.051774032e-06	2.824101558e-06	1.327944651e-05	1.43162141e-06	6.220652137e-06	1.207640986e-05	1.220260759e-05												
O43747	AP1G1	erythrocytes	91350.1250	single	1	152	5.96789513e-07	6.385210656e-07	4	5.96789513e-07	0	6.019442564e-07	0	1.24598052e-06	4.677730666e-07	1.501415366e-06	0	4.179696198e-07												
O43752	STX6	erythrocytes	29044.2450	single	1	2252	1.903321029e-06	2.035480853e-06	4	1.903321029e-06	0	1.919760882e-06	0	3.972823112e-06	5.756550903e-07	0	2.56367559e-06	4.473953437e-06												
O43759	SYNGR1	erythrocytes	25455.2400	single	1	2269	1.274312415e-06	2.009696138e-06	4	1.274312415e-06	0	1.285319233e-06	0	3.312374034e-06	0	4.22510137e-06	8.721482887e-07	0												
O43760	SYNGR2	erythrocytes	24809.7050	single	1	2270	2.596357797e-05	1.767733453e-05	4	2.596357797e-05	0	2.618783724e-05	8.357815502e-06	4.401785898e-05	1.027261397e-05	4.536156036e-05	3.652186565e-05	1.169827188e-05												
O43765	SGTA	erythrocytes	34062.5300	single	1	2103	4.244110012e-05	6.204661952e-06	4	4.244110012e-05	0	4.280768327e-05	3.654942883e-05	4.906593772e-05	3.391718252e-05	4.772398544e-05	4.186215085e-05	4.626108167e-05												
O43791	SPOP	erythrocytes	42131.8750	single	1	2200	9.695225813e-06	6.498356027e-06	4	9.695225813e-06	0	9.778967904e-06	3.22448261e-06	1.63334532e-05	4.678521003e-06	1.918288317e-05	8.328143333e-06	6.591355748e-06												
O43795	MYO1B	erythrocytes	131983.2150	single	1	1416	1.665938739e-06	1.965585199e-06	4	1.665938739e-06	0	1.680328212e-06	0	3.662891068e-06	0	0	2.837323134e-06	3.826431822e-06												
O43813	LANCL1	erythrocytes	45151.2850	single	1	1248	5.113628835e-05	2.137391225e-05	4	5.113628835e-05	0	5.157797582e-05	3.001944733e-05	7.31365043e-05	5.136901301e-05	8.023001914e-05	4.33291728e-05	2.961694846e-05												
O43826	SLC37A4	erythrocytes	46359.4200	single	1	2148	7.969665645e-06	7.960738749e-06	4	7.969665645e-06	0	8.038503285e-06	9.004002329e-09	1.606800257e-05	5.921968706e-06	1.955327888e-05	4.97372274e-06	1.429692253e-06												
O43847	NRDC	erythrocytes	129469.1700	single	1	1493	1.163431509e-07	1.21778273e-07	4	1.163431509e-07	0	1.173480598e-07	0	2.401781873e-07	2.920529519e-07	1.157424394e-08	8.871744979e-08	7.302795789e-08												
O43852	CALU	erythrocytes	34960.6550	single	1	360	2.894192429e-07	4.684368073e-07	4	2.894192429e-07	0	2.91919089e-07	0	7.644019989e-07	0	0	1.768153927e-07	9.808615789e-07												
O43866	CD5L	plasma	36054.9050																single	1	55	1853198756	227103708	15	0.0004583085512	0	0.0004599482801	0.0004035830578	0.0005163135025	12.1
O60229	KALRN	erythrocytes	340255.5650	single	1	1156	0	0	4	0	0	0	0	0	0	0	0	0												
O60232	ZNRD2	erythrocytes	21342.7450	single	1	2225	1.298194226e-05	1.231466279e-05	4	1.298194226e-05	0	1.309407322e-05	6.730430645e-07	2.551510338e-05	2.700422922e-06	3.087475875e-05	9.425608034e-06	8.92697934e-06												
O60234	GMFG	erythrocytes	16669.9300	single	1	917	2.648642667e-06	2.471391272e-06	4	2.648642667e-06	0	2.671520203e-06	1.787823967e-07	5.164258009e-06	1.960317172e-06	0	5.939863053e-06	2.694390443e-06												
O60256	PRPSAP2	erythrocytes	40925.1800	single	1	1743	0.0001304402995	1.850731459e-05	4	0.0001304402995	0	0.0001315669719	0.0001128998012	0.0001502341426	0.0001118577132	0.0001238905939	0.0001302876625	0.0001557252283												
O60262	GNG7	erythrocytes	7050.9850	single	1	939	0	0	4	0	0	0	0	0	0	0	0	0												
O60271	SPAG9	erythrocytes	146203.3600	single	1	2193	7.744661824e-07	8.32286732e-07	4	7.744661824e-07	0	7.811556003e-07	0	1.620631173e-06	1.946763692e-06	2.730680055e-07	1.018451411e-07	7.761878909e-07												
O60282	KIF5C	erythrocytes	109493.2500	single	1	1186	1.715880279e-07	3.431760557e-07	4	1.715880279e-07	0	1.73070112e-07	0	5.192103359e-07	0	6.863521114e-07	0	0												
O60318	MCM3AP	erythrocytes	218401.2950	single	1	1343	0	0	4	0	0	0	0	0	0	0	0	0												
O60331	PIP5K1C	erythrocytes	73258.8850	single	1	1631	7.083088733e-08	1.416617747e-07	4	7.083088733e-08	0	7.144268603e-08	0	2.143280581e-07	0	2.833235493e-07	0	0												
O60341	KDM1A	erythrocytes	92901.3250	single	1	1169	0	0	4	0	0	0	0	0	0	0	0	0												
O60488	ACSL4	erythrocytes	79187.1900	summed:2	2	40;41	4.525074051e-05	7.250552467e-05	4	4.525074051e-05	0	4.564159181e-05	0	0.0001187733798	0.0001538872685	1.212781217e-05	1.073260294e-05	4.255278455e-06												
O60499	STX10	erythrocytes	27982.4450	single	1	2244	0	0	4	0	0	0	0	0	0	0	0	0												
O60506	SYNCRIP	erythrocytes	69470.6550	single	1	2268	1.922646808e-05	1.859916594e-05	4	1.922646808e-05	0	1.939253586e-05	6.327204336e-07	3.815235129e-05	4.69633846e-05	1.177858224e-05	1.097364463e-05	7.190260852e-06												
O60547	GMDS	erythrocytes	41818.0400	single	1	915	2.1084715e-06	1.599150935e-06	4	2.1084715e-06	0	2.12668333e-06	5.13719799e-07	3.739646862e-06	4.499523094e-06	1.359103615e-06	1.136618915e-06	1.438640374e-06												
O60568	PLOD3	erythrocytes	82382.0350	single	1	1649	0	0	4	0	0	0	0	0	0	0	0	0												
O60610	DIAPH1	erythrocytes	141345.3650	single	1	629	7.706780137e-05	5.932823905e-05	4	7.706780137e-05	0	7.773347115e-05	1.789278702e-05	0.0001375741553	0.000165629561	4.078481757e-05	5.501157829e-05	4.684524866e-05												
O60645	EXOC3	erythrocytes	85566.1400	single	1	791	6.758759247e-07	1.351751849e-06	4	6.758759247e-07	0	6.817137736e-07	0	2.045141321e-06	2.703503699e-06	0	0	0												
O60664	PLIN3	erythrocytes	46942.9600	summed:2	2	1647;1648	0.0001000977509	5.987691879e-05	4	0.0001000977509	0	0.0001009623409	4.056823782e-05	0.000161356444	3.127911146e-05	7.198237598e-05	0.0001322682065	0.0001648613098												
O60669	SLC16A7	erythrocytes	52199.5950	single	1	2129	5.788957708e-07	1.157791542e-06	4	5.788957708e-07	0	5.838959578e-07	0	1.751687873e-06	0	0	0	2.315583083e-06												
O60684	KPNA6	erythrocytes	60028.5950	single	1	1196	0.0003858236497	5.225500451e-05	4	0.0003858236497	0	0.0003891561846	0.0003364498298	0.0004418625395	0.0004403560763	0.0004128051538	0.0003692297649	0.0003209036037												
O60749	SNX2	erythrocytes	58470.1800	single	1	2185	2.336952866e-05	1.319069757e-05	4	2.336952866e-05	0	2.357138194e-05	1.02667503e-05	3.687601358e-05	3.922071572e-05	2.575519028e-05	2.1277507e-05	7.22470163e-06												
O60762	DPM1	erythrocytes	29502.6900	single	1	671	8.72154234e-07	1.138468457e-06	4	8.72154234e-07	0	8.796874282e-07	0	2.027989357e-06	1.094031892e-06	2.394585044e-06	0	0												
O60763	USO1	erythrocytes	107893.5450	single	1	2494	8.247906619e-06	4.073792766e-06	4	8.247906619e-06	0	8.319147553e-06	4.21016758e-06	1.242812753e-05	8.5338167e-06	6.858391285e-06	1.365593683e-05	3.943481658e-06												
O60784	TOM1	erythrocytes	53817.5950	single	1	2377	5.762532378e-07	1.152506476e-06	4	5.762532378e-07	0	5.812306001e-07	0	1.7436918e-06	2.305012951e-06	0	0	0												
O60831	PRAF2	erythrocytes	19257.5850	single	1	1707	1.264289359e-06	8.338187087e-07	4	1.264289359e-06	0	1.275209603e-06	4.341888213e-07	2.116230384e-06	8.607050126e-08	1.261848641e-06	1.83763726e-06	1.871601032e-06												
O60884	DNAJA2	erythrocytes	45408.8600	single	1	645	5.078332726e-06	7.713563694e-07	4	5.078332726e-06	0	5.122196603e-06	4.344177677e-06	5.90021553e-06	5.866153592e-06	4.20855774e-06	5.569000493e-06	4.669619078e-06												
O60888	CUTA	erythrocytes	15952.2300	single	1	563	2.766292247e-05	8.609418938e-06	4	2.766292247e-05	0	2.790185976e-05	1.921807734e-05	3.658564218e-05	2.117898569e-05	2.066374764e-05	3.890110199e-05	2.990785457e-05												
O60925	PFDN1	erythrocytes	14079.0500	single	1	1587	3.091109147e-06	2.595470963e-06	4	3.091109147e-06	0	3.117808467e-06	4.999192371e-07	5.735697698e-06	5.194397052e-06	3.306884367e-07	1.425966156e-06	5.413384942e-06												
O75044	SRGAP2	erythrocytes	120868.7200	single	1	2215	0	0	4	0	0	0	0	0	0	0	0	0												
O75063	FAM20B	erythrocytes	46431.7800	single	1	813	0	0	4	0	0	0	0	0	0	0	0	0												
O75064	DENND4B	erythrocytes	163844.1450	single	1	614	8.500642463e-08	1.700128493e-07	4	8.500642463e-08	0	8.574066392e-08	0	2.572219918e-07	0	0	3.400256985e-07	0												
O75069	TMCC2	erythrocytes	77447.2000	single	1	2331	1.469592844e-06	1.192810299e-06	4	1.469592844e-06	0	1.482286388e-06	2.791732423e-07	2.685399533e-06	2.7194021e-06	4.281438621e-07	4.709734786e-07	2.259851934e-06												
O75083	WDR1	erythrocytes	66192.7050	single	1	2561	0.0001263596428	2.631909341e-05	4	0.0001263596428	0	0.0001274510687	0.0001009046453	0.0001539974921	0.0001506618158	0.0001472329416	0.0001077331061	9.981070779e-05												
O75093	SLIT1	erythrocytes	164449.1200	single	1	2166	0	0	4	0	0	0	0	0	0	0	0	0												
O75116	ROCK2	erythrocytes	160897.4650	single	1	1936	2.88574761e-05	1.274010025e-05	4	2.88574761e-05	0	2.910673129e-05	1.625658898e-05	4.19568736e-05	4.453205081e-05	1.522034485e-05	2.268166051e-05	3.299584821e-05												
O75122	CLASP2	erythrocytes	141061.3350	single	1	461	0	0	4	0	0	0	0	0	0	0	0	0												
O75131	CPNE3	erythrocytes	60129.9100	single	1	520	5.237281616e-06	5.278848238e-06	4	5.237281616e-06	0	5.282518408e-06	0	1.060696247e-05	1.294217618e-05	1.843390193e-06	1.773643412e-06	4.389916681e-06												
O75157	TSC22D2	erythrocytes	79226.8850	single	1	2411	0	0	4	0	0	0	0	0	0	0	0	0												
O75165	DNAJC13	erythrocytes	254411.1500	single	1	652	2.245987273e-05	1.465024669e-05	4	2.245987273e-05	0	2.26538689e-05	7.877081348e-06	3.743065645e-05	3.419696324e-05	7.181626971e-06	1.268845732e-05	3.577244339e-05												
O75170	PPP6R2	erythrocytes	104940.1050	single	1	1704	8.446295412e-06	1.37605949e-05	4	8.446295412e-06	0	8.51924992e-06	0	2.239870136e-05	3.479460646e-06	1.063621474e-06	2.573209448e-07	2.898477858e-05												
O75190	DNAJB6	erythrocytes	35955.3900	single	1	651	0	0	4	0	0	0	0	0	0	0	0	0												
O75223	GGCT	erythrocytes	21007.5050	single	1	905	2.926128939e-05	6.434399149e-06	4	2.926128939e-05	0	2.95140325e-05	2.302405651e-05	3.60040085e-05	2.426644654e-05	3.836224326e-05	2.920805725e-05	2.520841052e-05												
O75264	SMIM24	erythrocytes	12823.3550	single	1	2174	2.213739754e-08	4.427479508e-08	4	2.213739754e-08	0	2.232860834e-08	0	6.698582503e-08	8.854959015e-08	0	0	0												
O75317	USP12	erythrocytes	42857.2550	single	1	2496	5.21668171e-08	1.043336342e-07	4	5.21668171e-08	0	5.261740571e-08	0	1.578522171e-07	0	0	2.086672684e-07	0												
O75326	SEMA7A	erythrocytes	68437.0550	single	1	2080	0.000100030146	4.103894819e-05	4	0.000100030146	0	0.000100894152	5.950073173e-05	0.0001422875724	9.740434376e-05	0.000157930856	8.149052266e-05	6.329486166e-05												
O75340	PDCD6	erythrocytes	21736.9350	single	1	1569	1.075351307e-05	7.641805112e-07	4	1.075351307e-05	0	1.084639607e-05	1.007561498e-05	1.161717716e-05	1.144961243e-05	1.078727046e-05	1.109564772e-05	9.681521669e-06												
O75347	TBCA	erythrocytes	12723.4700	single	1	2290	0.0002568434618	4.871271354e-05	4	0.0002568434618	0	0.000259061936	0.0002099284685	0.0003081954035	0.0002006979539	0.0002637243012	0.0003182563452	0.0002446952468												
O75348	ATP6V1G1	erythrocytes	13626.1100	single	1	267	1.852426773e-05	4.905841771e-06	4	1.852426773e-05	0	1.868427029e-05	1.373605452e-05	2.363248605e-05	1.866180607e-05	1.158010237e-05	2.129654425e-05	2.255861824e-05												
O75352	MPDU1	erythrocytes	26506.2350	single	1	1374	2.532815342e-06	2.194995955e-06	4	2.532815342e-06	0	2.554692425e-06	3.40737288e-07	4.768647561e-06	1.311607627e-07	4.797033793e-06	1.269252005e-06	3.933814809e-06												
O75368	SH3BGRL	erythrocytes	12774.0750	single	1	2104	0.0002369765558	5.742580559e-05	4	0.0002369765558	0	0.0002390234305	0.000181101612	0.000296945249	0.0001593011691	0.0002277724497	0.000279721664	0.0002811109404												
O75373	ZNF737	erythrocytes	61930.7550	single	1	2633	0	0	4	0	0	0	0	0	0	0	0	0												
O75376	NCOR1	erythrocytes	270205.5650	single	1	1451	5.26280563e-07	5.260976497e-07	4	5.26280563e-07	0	5.308262885e-07	1.844932339e-10	1.061468084e-06	0	1.2440091e-06	3.307954502e-07	5.303177023e-07												
O75387	SLC43A1	erythrocytes	61476.0000	single	1	2154	2.024979121e-05	9.013106196e-06	4	2.024979121e-05	0	2.04246979e-05	1.13337414e-05	2.951565441e-05	8.790695922e-06	3.082880154e-05	2.090737765e-05	2.047228975e-05												
O75396	SEC22B	erythrocytes	24608.9750	single	1	2066	1.274243732e-05	5.040660326e-06	4	1.274243732e-05	0	1.285249956e-05	7.768300754e-06	1.793669837e-05	1.928829978e-05	1.069960403e-05	1.357836912e-05	7.403476333e-06												
O75477	ERLIN1	erythrocytes	39170.5750	single	1	778	0	0	4	0	0	0	0	0	0	0	0	0												
O75531	BANF1	erythrocytes	10058.4800	single	1	285	1.158331266e-06	1.601867756e-06	4	1.158331266e-06	0	1.168336302e-06	0	2.784040121e-06	3.396249406e-06	0	0	1.23707566e-06												
O75558	STX11	erythrocytes	33195.2700	single	1	2245	1.114092966e-06	1.876367592e-06	4	1.114092966e-06	0	1.123715895e-06	0	3.016290531e-06	3.901125482e-06	5.55246382e-07	0	0												
O75629	CREG1	erythrocytes	21070.5800	single	1	527	2.964177227e-07	3.585557607e-07	4	2.964177227e-07	0	2.989780178e-07	0	6.606307883e-07	0	4.620057176e-07	0	7.236651731e-07												
O75636	FCN3	plasma	30353.3750																single	1	119	312480556.9	62144665.84	15	7.727854925e-05	0	7.755503519e-05	6.213125397e-05	9.297881641e-05	20
O75663	TIPRL	erythrocytes	31443.5250	single	1	2319	1.959869153e-05	1.653842365e-05	4	1.959869153e-05	0	1.976797437e-05	3.086700813e-06	3.644924793e-05	1.00565738e-05	1.935121686e-05	6.033706364e-06	4.295326909e-05												
O75695	RP2	erythrocytes	39509.4400	single	1	1937	1.455388586e-05	5.459184276e-06	4	1.455388586e-05	0	1.467959441e-05	9.173256672e-06	2.018593216e-05	1.84318854e-05	1.939207908e-05	1.274285413e-05	7.648724826e-06												
O75716	STK16	erythrocytes	34524.1150	single	1	2233	0	0	4	0	0	0	0	0	0	0	0	0												
O75821	EIF3G	erythrocytes	35479.4000	single	1	723	0	0	4	0	0	0	0	0	0	0	0	0												
O75822	EIF3J	erythrocytes	28930.8700	single	1	724	1.972845438e-05	1.390785384e-05	4	1.972845438e-05	0	1.989885804e-05	5.870875721e-06	3.392684037e-05	3.192837714e-05	9.663249201e-06	3.146461493e-05	5.857576242e-06												
O75828	CBR3	erythrocytes	30718.6550	single	1	387	1.183330687e-05	9.951157752e-07	4	1.183330687e-05	0	1.193551654e-05	1.09318055e-05	1.293922758e-05	1.300190581e-05	1.124989721e-05	1.080126897e-05	1.228015547e-05												
O75832	PSMD10	erythrocytes	24427.4850	single	1	1781	6.447562177e-05	1.978259737e-05	4	6.447562177e-05	0	6.503252714e-05	4.507905845e-05	8.498599583e-05	3.694318705e-05	6.998351866e-05	6.702794229e-05	8.394783906e-05												
O75844	ZMPSTE24	erythrocytes	54812.0800	single	1	2622	0	0	4	0	0	0	0	0	0	0	0	0												
O75874	IDH1	erythrocytes	46527.5200	single	1	1097	3.508010055e-05	1.230736405e-05	4	3.508010055e-05	0	3.538310339e-05	2.296943503e-05	4.779677176e-05	1.855018168e-05	3.593209457e-05	4.828333616e-05	3.755478982e-05												
O75882	ATRN	plasma	149762.8450																single	1	34	345169966.2	74486707.84	15	8.536286063e-05	0	8.566827049e-05	6.718129868e-05	0.0001041552423	20.4
O75907	DGAT1	erythrocytes	55277.3950	single	1	619	0	0	4	0	0	0	0	0	0	0	0	0												
O75915	ARL6IP5	erythrocytes	21614.4650	single	1	202	3.985723719e-05	3.222178046e-05	4	3.985723719e-05	0	4.020150234e-05	7.701407655e-06	7.270159702e-05	9.502044954e-06	8.492327797e-05	3.770465573e-05	2.729897008e-05												
O75935	DCTN3	erythrocytes	20987.8300	single	1	592	1.013508141e-05	6.823005452e-06	4	1.013508141e-05	0	1.022262273e-05	3.340683868e-06	1.71045616e-05	1.950936823e-05	1.025441288e-05	7.219163142e-06	3.557381389e-06												
O75955	FLOT1	erythrocytes	47354.5600	single	1	854	0.0005888271757	0.0001744245722	4	0.0005888271757	0	0.0005939131447	0.0004179819879	0.0007698443016	0.0008276610818	0.0005607667498	0.0005583738791	0.0004085069919												
