# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-18T05:09:41Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 0daa4a1a963f50ff171818212aae17cdf151d51b5a9ca66d35bb8366668efd27
# composition = outputs/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# rules       = B0-B8, D31 (within-tier), D47 (summed rows), D48 (shared rows), D58 (combined)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# per pool entry: intensity in the slow and fast sheets (joined by accession), slow/fast, the primary dataset's I/IIa, and their quotient; fast pools ~80/20 IIa/IIx per config
accession	gene	tier	intensity_slow	intensity_fast	slow_over_fast	primary_I_over_IIa	primary_over_source
O95433	AHSA1	2	19065940	24959600	0.7638720172	3.484871512	4.562114377
O95453	PARN	2	47955200	56266800	0.8522823406	1.016213032	1.192343175
O95479	H6PD	2	159106000	110256400	1.443054553	1.611330069	1.116610641
O95487	SEC24B	2	2053480	0	nan	0.04544795381	nan
O95563	MPC2	2	407732000	177361000	2.298881941	1.373606675	0.5975107508
O95571	ETHE1	2	137771400	117603400	1.171491641	1.452346953	1.239741627
O95573	ACSL3	2	72137400	97744200	0.7380223072	1.452274535	1.967792194
O95613	PCNT	2	325330000	355222000	0.9158498066	2.999143287	3.274710837
O95630	STAMBP	2	10288240	8786000	1.170981106	1.000406815	0.8543321572
O95671	ASMTL	2	253644000	152484000	1.663413866	1.265587775	0.7608375767
O95747	OXSR1	2	189570000	120060600	1.578952629	1.083884633	0.6864579808
O95758	PTBP3	2	0	2800800	0	5.396118262	nan
O95777	LSM8	2	10119960	82986080	0.1219476809	1.434874773	11.76631456
O95782	AP2A1	2	16639420	43233200	0.3848759749	1.366204956	3.549727821
O95786	RIGI	2	4266840	2170480	1.965850872	0.8147798329	0.4144667556
O95810	CAVIN2	2	833810000	445338000	1.872308224	1.116419028	0.5962795087
O95816	BAG2	2	42770800	86299400	0.4956094712	0.4826550647	0.9738616648
O95817	BAG3	1	2287660000	2453100000	0.9325588031	0.7864569617	0.8433323014
O95819	MAP4K4	2	35228420	8025200	4.389724867	1.242341323	0.2830112048
O95822	MLYCD	2	18631800	5136260	3.627503281	1.683025305	0.4639624488
O95831	AIFM1	2	2000140000	2022940000	0.9887292752	0.9854853781	0.996719125
O95834	EML2	2	245424000	38712400	6.33967411	2.074013551	0.3271482911
O95861	BPNT1	2	59635400	31689800	1.881848418	0.8270308033	0.4394779066
O95865	DDAH2	2	51530600	34673400	1.486170955	1.026874664	0.6909532581
O95870	ABHD16A	2	38062800	26170000	1.45444402	1.326574192	0.9120833624
O95881	TXNDC12	2	7109500	9049160	0.785653033	1.019595816	1.297768573
O96000	NDUFB10	2	2762460000	1297272000	2.129437774	1.361618926	0.639426492
O96008	TOMM40	2	68661360	65370000	1.050349702	0.9930350767	0.9454328164
O96011	PEX11B	2	9639260	5937640	1.623416037	0.8056748235	0.496283642
P00156	MT-CYB	2	365496000	360436000	1.014038553	1.326257218	1.307896246
P00167	CYB5A	2	61036800	49253800	1.239230273	1.60351558	1.29396095
P00325	ADH1B	2	272819600	244718800	1.114828938	1.73786218	1.558859947
P00338	LDHA	2	1.094158e+10	4.08352e+10	0.2679448123	0.06611141037	0.2467351758
P00352	ALDH1A1	2	4672700000	3114760000	1.500179789	0.610930854	0.4072384246
P00367	GLUD1	2	332888000	199322000	1.670101645	1.266275115	0.7582024239
P00387	CYB5R3	2	1100704000	1354738000	0.8124847757	1.993606159	2.453715095
P00390	GSR	2	370670000	1238998000	0.2991691673	0.7721713704	2.581052644
P00395	MT-CO1	2	665892000	480156000	1.386824282	2.083349175	1.502244518
P00403	MT-CO2	2	1.094522e+10	1.156714e+10	0.9462339005	1.119018048	1.182601941
P00414	MT-CO3	2	2494080000	3336420000	0.7475317856	0.2919426223	0.3905420852
P00441	SOD1	2	9756540000	9648921000	1.011153475	0.397693729	0.3933069893
P00450	CP	2	330454000	458316000	0.721017813	1.474108639	2.044482969
P00488	F13A1	2	30217800	17027400	1.774657317	0.5549433862	0.3127045322
P00492	HPRT1	2	45200200	26227060	1.723418485	1.71881477	0.9973287308
P00505	GOT2	2	1.58664e+10	1.330004e+10	1.192958818	0.9707208761	0.813708622
P00533	EGFR	2	530620000	678642500	0.7818844237	1.476046932	1.887807055
P00558	PGK1	2	3.47018e+10	8.16318e+10	0.4251014923	0.09051581117	0.212927531
P00568	AK1	2	2.47578e+10	5.96582e+10	0.414994083	0.1215697417	0.2929433133
P00734	F2	2	66601800	58142140	1.145499632	2.693789661	2.351628568
P00738	HP	2	2579988000	2755644000	0.9362559169	0.8133370717	0.8687123435
P00747	PLG	2	125352000	149516400	0.8383829466	5.869078867	7.00047501
P00748	F12	2	9724220	13388820	0.7262940274	0.9566269617	1.317134557
P00751	CFB	2	127370400	127072400	1.00234512	1.210727476	1.207894818
P00846	MT-ATP6	2	641664000	485240000	1.322364191	1.552760932	1.174230928
P00915	CA1	2	7015500000	7924820000	0.8852566998	2.245541541	2.536599318
P00918	CA2	2	5829580000	6402320000	0.9105418036	0.4582264062	0.5032458745
P00966	ASS1	2	336044000	29071420	11.55925648	0.7180566256	0.06211962049
P01008	SERPINC1	2	612466000	776686000	0.7885632031	0.8601714917	1.09080856
P01009	SERPINA1	2	5173240000	6394400000	0.8090266483	1.410033983	1.742877055
P01011	SERPINA3	2	462922000	428526000	1.080265842	0.4909773199	0.4544967553
P01023	A2M	2	2476720000	2447760000	1.011831225	0.681115161	0.6731509604
P01024	C3	2	2385060000	2452580000	0.9724698073	1.686548353	1.734293795
P01034	CST3	2	6598540	7694600	0.8575546487	0.874679197	1.019969046
P01036	CST4	2	152321400	24381660	6.247376102	0.4522307981	0.07238731761
P01040	CSTA	2	1418816000	835872000	1.697408216	2.340770532	1.379026277
P01042	KNG1	2	332904000	343106000	0.9702657488	1.518091551	1.564614182
P01116	KRAS	2	31585000	4026000	7.845255837	0.8051909821	0.1026341268
P01591	JCHAIN	2	276324400	390616000	0.7074067627	1.540752222	2.178028686
P01619	IGKV3-20	2	5993140	6993820	0.8569193946	0.5926701127	0.6916287768
P01764	IGHV3-23	2	296233000	288874000	1.025474774	0	0
P01772	IGHV3-33	2	296233000	288874000	1.025474774	0	0
P01833	PIGR	2	808867400	478733000	1.689600257	1.226022689	0.7256288485
P01857	IGHG1	2	1.217768e+10	1.198514e+10	1.016064894	1.100050063	1.082657289
P01859	IGHG2	2	1689020000	1835400000	0.9202462678	2.616512771	2.843274526
P01860	IGHG3	2	156855600	126564800	1.239330367	1.113195241	0.8982231619
P01861	IGHG4	2	128795800	151664600	0.8492146486	2.710396097	3.191650192
P01871	IGHM	2	528212000	672356000	0.7856135738	1.328840187	1.691467957
P01876	IGHA1	2	3593980000	3620360000	0.9927134318	1.141628444	1.150008057
P01877	IGHA2	2	33707400	31691000	1.063626897	1.141628444	1.073335441
P01903	HLA-DRA	2	16409800	17879520	0.9177986881	0.6624923295	0.7218274967
P02042	HBD	2	8415120000	8394460000	1.002461147	2.116956804	2.111759454
P02144	MB	2	2.47908e+11	2.64468e+11	0.9373837288	0.262062438	0.2795679399
P02452	COL1A1	2	1252420000	1507410000	0.8308423057	0.3835842599	0.4616811846
P02458	COL2A1	2	1252420000	1507410000	0.8308423057	0.08821327364	0.1061733051
P02461	COL3A1	2	1953756000	2127720000	0.918239242	0.2646041693	0.2881647366
P02462	COL4A1	2	1833160000	1493190000	1.227680335	0.2215214061	0.1804389952
P02511	CRYAB	1	5.0999e+10	3.68046e+10	1.385669183	0.5151487789	0.3717689513
P02545	LMNA	2	5122200000	4389920000	1.166809418	1.081988807	0.927305514
P02549	SPTA1	2	762828000	865712000	0.8811567819	0.9522193282	1.080646881
P02585	TNNC2	1	6628180000	9.10308e+10	0.07281249863	0.0116950565	0.1606188048
P02647	APOA1	2	6325720000	9608480000	0.6583476263	1.256971219	1.909281919
P02649	APOE	2	103887400	132200400	0.7858327206	2.622709841	3.337491265
P02652	APOA2	2	535696000	536784000	0.997973114	2.254621036	2.259200177
P02654	APOC1	2	197628400	181550200	1.08856063	0.9185776963	0.8438461501
P02656	APOC3	2	18916840	44539200	0.4247233897	1.72386	4.058782826
P02671	FGA	2	1863640000	1866708000	0.998356465	2.345443869	2.349305034
P02675	FGB	2	924170000	1204394000	0.7673319528	1.857463702	2.420678163
P02679	FGG	2	1389778000	1478990000	0.9396804576	1.802589683	1.918300704
P02730	SLC4A1	1	1238770000	1691600000	0.7323066919	1.841939749	2.515257294
P02743	APCS	2	40855020	37101600	1.101165987	0.7852638699	0.7131203459
P02746	C1QB	2	20920800	13492660	1.550531919	1.64941887	1.063776146
P02747	C1QC	2	22572420	25473600	0.886110326	1.678376679	1.894094482
P02748	C9	2	42867440	18178200	2.358178478	0.06994528919	0.02966072749
P02749	APOH	2	120717800	215105400	0.5612030195	1.773767741	3.160652525
P02751	FN1	2	1283421200	1061747980	1.208781391	0.1361326475	0.1126197413
P02760	AMBP	2	200286000	199379400	1.00454711	0.1764963007	0.1756973854
P02763	ORM1	2	1830000000	1601642000	1.14257743	1.610361672	1.409411415
P02765	AHSG	2	499684000	485960000	1.028241007	0.9933758111	0.9660923887
P02766	TTR	2	880278000	1029518000	0.85503896	2.295778193	2.684998346
P02786	TFRC	2	43974540	35577560	1.236018996	2.821863483	2.283025982
P02787	TF	2	7923400000	8252900000	0.9600746404	1.886575441	1.965029969
P02788	LTF	2	3714660000	1602222000	2.318442763	1.660791228	0.7163391111
P02790	HPX	2	1344904000	1489614000	0.902854028	1.683588504	1.864740536
P02792	FTL	2	154160200	219762200	0.7014864249	0.5113512581	0.7289538899
P02794	FTH1	2	7199620000	7849920000	0.9171583914	0.0463733477	0.05056198376
P03886	MT-ND1	2	305362000	212110000	1.43963981	0.3247812942	0.225598995
P03891	MT-ND2	2	55219200	86124800	0.6411533031	0.6680379789	1.041931743
P03915	MT-ND5	2	539618000	529772000	1.018585354	1.157371415	1.136253737
P03923	MT-ND6	2	23221200	18906400	1.228219016	1.062055604	0.8647119042
P04003	C4BPA	2	60163000	67201400	0.8952640868	4.102130859	4.582034418
P04004	VTN	2	298150000	365208000	0.816384088	1.462915245	1.79194483
P04062	GBA1	2	26441000	102309400	0.2584415508	1.238880786	4.793659466
P04075	ALDOA	1	1.33134e+11	2.29928e+11	0.5790247382	0.06886914524	0.1189399014
P04080	CSTB	2	948506000	926626000	1.023612547	0.3398414787	0.3320020644
P04083	ANXA1	2	533458000	429964000	1.240703873	0.8546097399	0.6888104072
P04114	APOB	2	380232000	65880800	5.771514614	1.007746456	0.1746069313
P04179	SOD2	2	1.24636e+10	7286500000	1.71050573	1.902834696	1.112439826
P04181	OAT	2	17406740	18981820	0.9170216555	0.3846331732	0.4194373937
P04196	HRG	2	198461000	311944000	0.6362071397	1.013936334	1.593720457
P04217	A1BG	2	210901600	326660000	0.645630319	1.705881817	2.642195955
P04275	VWF	2	71845200	78256000	0.9180791249	0.4052967411	0.4414616672
P04280	PRB1	2	36583800	16954800	2.157725246	0.2996194761	0.1388589565
P04406	GAPDH	2	1.14278e+11	2.18704e+11	0.5225235935	0.1114758517	0.2133412789
P04424	ASL	2	12609020	4497900	2.803312657	0.6323852309	0.2255849804
P04433	IGKV3-11	2	289970000	363202000	0.7983711543	1.66464383	2.085050068
P04626	ERBB2	2	0	6523400	0	0.3657679315	nan
P04632	CAPNS1	2	1299320000	1585140000	0.8196878509	0.4517946665	0.5511789225
P04746	AMY2A	2	23735300	13679100	1.735150704	0.6400329445	0.368863029
P04792	HSPB1	1	3.64128e+10	3.54384e+10	1.027495598	0.2709439168	0.2636935062
P04843	RPN1	2	337558000	493108000	0.6845518629	1.159854584	1.694326824
P04844	RPN2	2	258724000	379654000	0.6814731308	0.5173380207	0.7591466154
P04899	GNAI2	2	61044600	36384000	1.677786939	0.999215079	0.5955554043
P05023	ATP1A1	2	23040660	49155400	0.4687310041	0.6914539097	1.475161454
P05026	ATP1B1	2	1023338000	1095750000	0.9339155829	1.190341776	1.274571062
P05089	ARG1	2	463512000	400470000	1.157420031	1.248550787	1.078736114
P05090	APOD	2	673802000	1575780000	0.4275990303	0.9865236173	2.307123139
P05091	ALDH2	2	2026540000	1466242000	1.382132008	1.884349654	1.363364457
P05109	S100A8	2	2028848000	3944168000	0.5143918819	0.6516448471	1.266825683
P05120	SERPINB2	2	5119940	1906620	2.685348942	0.9932422457	0.3698745553
P05141	SLC25A5	2	30597200	3300980	9.269126138	2.954729607	0.3187711078
P05155	SERPING1	2	152809600	236576000	0.6459218179	1.535461757	2.377163481
P05161	ISG15	2	16100800	1261960	12.75856604	0.9741942492	0.07635609254
P05165	PCCA	2	190218000	429341000	0.4430464363	1.890528435	4.267111256
P05166	PCCB	2	283296000	115893200	2.444457483	1.617360523	0.6616439574
P05198	EIF2S1	2	307588000	385232000	0.798448727	0.6509938343	0.8153232791
P05386	RPLP1	2	325598000	205322000	1.585792073	1.115367249	0.703350249
P05387	RPLP2	2	706768000	573616000	1.232127416	1.010675323	0.8202685124
P05388	RPLP0	2	321203000	278586000	1.152976101	1.05381359	0.9139943047
P05413	FABP3	2	3.06254e+10	1.70574e+10	1.795431895	0.2970472637	0.1654461328
P05455	SSB	2	61365600	66419800	0.923905221	1.175019469	1.271796547
P05546	SERPIND1	2	83062400	52335600	1.587110877	10.12246812	6.377921211
P05556	ITGB1	2	62204800	33630500	1.849654332	0.4851928503	0.2623154186
P05783	KRT18	2	20085460	10471900	1.918033977	0.8765059184	0.4569814347
P05976	MYL1	1	9.2941786e+10	3.1303094e+11	0.296909264	0.2391170561	0.8053539753
P05997	COL5A2	2	121539000	229578000	0.5294017719	2.280143747	4.307019486
P06312	IGKV4-1	2	84337400	63528200	1.32755847	1.102499951	0.8304718591
P06576	ATP5F1B	2	1.01856e+11	8.20296e+10	1.241698119	1.123992445	0.9052058855
P06702	S100A9	2	2965280000	5187200000	0.5716533004	2.039200093	3.567197271
P06703	S100A6	2	1254880000	1359224000	0.9232326681	1.007793314	1.091591912
P06727	APOA4	2	432514000	397048000	1.089324213	1.394708045	1.280342463
P06730	EIF4E	2	22307400	34853800	0.6400277732	3.345473828	5.227076025
P06732	CKM	2	2.62194e+11	3.35802e+11	0.7807993996	0.3866164832	0.4951546881
P06733	ENO1	1	1.37356e+10	1.717696e+10	0.7996525578	0.8507152246	1.063856066
P06737	PYGL	2	4576540	20124600	0.2274102342	3.64015519	16.00699811
P06744	GPI	2	1.177166e+10	2.41108e+10	0.4882318297	0.08866578902	0.1816059167
P06748	NPM1	2	910546000	647372000	1.406526696	1.05039533	0.7468008487
P06753	TPM3	1	1.165467392e+11	1.69238072e+10	6.886555597	2.344855769	0.3404976168
P06865	HEXA	2	5803140	4438280	1.30752003	1.275414087	0.9754451615
P07099	EPHX1	2	783914000	1250158000	0.6270519406	1.117021617	1.781386109
P07108	DBI	2	3551200000	2829640000	1.255000636	0.8310966696	0.6622280863
P07195	LDHB	2	9111500000	872544000	10.44245333	0.8276118579	0.07925454216
P07237	P4HB	2	2825740000	3417700000	0.8267957983	0.5832240864	0.7054028184
P07305	H1-0	2	1101322000	1030860000	1.068352638	1.002214705	0.9380935371
P07339	CTSD	2	1333300000	1241420000	1.074012018	1.489133593	1.386514831
P07355	ANXA2	2	4223620000	3187820000	1.324924243	1.116967037	0.8430421914
P07384	CAPN1	2	959246000	969534000	0.9893887166	0.3515206902	0.3552907814
P07437	TUBB	2	1641860000	1170132000	1.403140842	0.8443355066	0.6017467963
P07451	CA3	1	1.30366e+11	9.04272e+10	1.441667994	0.2682967398	0.1861016135
P07476	IVL	2	24052780	9087600	2.646769224	0.6759944326	0.2554036168
P07585	DCN	2	2596020000	3993080000	0.6501297244	2.078779865	3.197484727
P07686	HEXB	2	8923820	2855760	3.124849427	1.989515043	0.6366754908
P07737	PFN1	2	2432800000	2968120000	0.8196434106	0.1197126152	0.1460545082
P07738	BPGM	2	284242000	513100000	0.5539699864	0.8016687688	1.44713394
P07741	APRT	2	168914000	199326000	0.847425825	2.702919888	3.189565161
P07814	EPRS1	2	445676000	3678388000	0.1211606823	0.4476493893	3.694675373
P07858	CTSB	2	165715800	252533200	0.6562139156	1.066719424	1.6255666
P07900	HSP90AA1	2	9075300000	9284801000	0.9774361346	0.3239394569	0.3314175171
P07910	HNRNPC	2	193838000	164563400	1.177892533	1.334902236	1.133297138
P07919	UQCRH	2	1476900000	770094000	1.917817825	1.288098035	0.6716477542
P07942	LAMB1	2	899904000	959774000	0.9376207315	1.559231604	1.66296622
P07951	TPM2	1	1.24916e+11	1.26682e+11	0.9860595823	1.004746467	1.01895107
P07954	FH	2	8240600000	6518200000	1.26424473	1.197182491	0.9469547014
P08123	COL1A2	2	2384280000	2594180000	0.9190881126	0.1889508316	0.2055851109
P08133	ANXA6	2	1.045764e+10	1.055974e+10	0.9903312013	0.2397968753	0.2421380595
P08134	RHOC	2	4649100	1843100	2.522435028	0.7514249007	0.2978966326
P08185	SERPINA6	2	18085200	19467800	0.9289801621	0.4214390375	0.4536577364
P08195	SLC3A2	2	15570800	3214640	4.843715004	1.006680099	0.2078322317
P08236	GUSB	2	6876760	0	nan	0.858821596	nan
P08237	PFKM	2	1.66534e+10	3.92912e+10	0.423845543	0.1393343982	0.3287386183
P08238	HSP90AB1	2	3671140000	3729880000	0.9842515041	0.941699012	0.9567666477
P08311	CTSG	2	183521600	153734600	1.193755992	nan	nan
P08473	MME	2	13347960	3462260	3.855273723	0.987823025	0.2562264306
P08559	PDHA1	2	9654000000	8389680000	1.150699431	1.150575323	0.9998921457
P08572	COL4A2	2	2482100000	1816780000	1.366208347	0.5216660882	0.3818349445
P08574	CYC1	2	4387920000	4693820000	0.9348292009	1.171455196	1.253122169
P08590	MYL3	1	2.33554e+11	3447640000	67.74315184	11.64096082	0.1718396694
P08603	CFH	2	113889400	96368600	1.181810258	1.258318402	1.064738094
P08651	NFIC	2	3115020	1011760	3.078813157	0.2527314884	0.08208730944
P08670	VIM	2	1.159942e+10	8133840000	1.42606936	0.4844740862	0.3397268744
P08697	SERPINF2	2	70357800	44936200	1.565726519	0.3421488315	0.2185240062
P08708	RPS17	2	569254000	266566000	2.135508655	1.088253302	0.5095991064
P08758	ANXA5	2	1518710000	2141640000	0.7091341215	0.2350800907	0.3315030028
P09012	SNRPA	2	6694080	0	nan	0.8763497101	nan
P09104	ENO2	2	703440	11974200	0.05874630455	0.620212142	10.55746649
P09110	ACAA1	2	100934600	60686000	1.663227103	3.160210798	1.900047679
P09211	GSTP1	2	2590760000	2240080000	1.15654798	0.3149403682	0.272310681
P09382	LGALS1	2	4173520000	3984740000	1.047375738	0.3020014762	0.2883411035
P09417	QDPR	2	1525460000	2492700000	0.6119709552	0.6009017349	0.9819121804
P09429	HMGB1	2	354728000	392968000	0.9026892775	2.262397172	2.506285639
P09486	SPARC	2	8020980	8423200	0.9522485516	0	0
P09488	GSTM1	2	368350000	328539800	1.121173142	0.3862133262	0.3444725097
P09493	TPM1	1	1.934973224e+10	4.502847348e+10	0.4297221457	0.02381333115	0.05541564797
P09496	CLTA	2	33957000	43962600	0.7724065456	38.60618564	49.98169146
P09497	CLTB	2	254422000	221846000	1.146840601	0.8134876493	0.7093293074
P09525	ANXA4	2	258070000	323472000	0.7978124845	0.5317041774	0.6664525659
P09543	CNP	2	17806120	7268500	2.449765426	1.36446226	0.5569766987
P09619	PDGFRB	2	2020880000	679620000	2.973544039	2.096638898	0.7050976444
P09622	DLD	2	5823120000	4296780000	1.355228799	1.224108776	0.903248792
P09651	HNRNPA1	2	526820000	481650000	1.093781792	0.9965454001	0.9111007402
P09669	COX6C	2	2129000000	1686242000	1.262570853	1.649910235	1.306786254
P09874	PARP1	2	189837400	84331200	2.251093308	1.15156861	0.5115596966
P09913	IFIT2	2	51557400	289793600	0.1779107613	0.5349459713	3.006821889
P09914	IFIT1	2	0	4516960	0	3.889714468	nan
P09936	UCHL1	2	364851800	443842000	0.8220308128	0	0
P09960	LTA4H	2	1256044000	1154160000	1.088275456	0.4829347889	0.443761537
P09972	ALDOC	2	3830160000	9005140000	0.4253304224	0.4176294847	0.9818942231
P0C0S5	H2AZ1	2	754590000	549472000	1.373300186	0.8985095822	0.6542703417
P0C7P4	UQCRFS1P1	2	3972360000	3674690000	1.081005473	1.135011873	1.049959414
P0CF74	IGLC6	2	1859020000	1739560000	1.068672538	0.7594924475	0.7106877183
P0CG04	IGLC1	2	42481700	70519300	0.6024123892	0.8096596945	1.344028956
P0CG30	GSTT2B	2	1793800	3024400	0.5931093771	2.1317564	3.594204513
P0CG47	UBB	2	2006685000	2342975000	0.8564688057	0.806529863	0.9416920472
P0CG48	UBC	2	2006685000	2342975000	0.8564688057	0.806529863	0.9416920472
P0DJ93	SMIM13	2	19465800	16391580	1.187548729	0.8585496038	0.7229594732
P10109	FDX1	2	3370980	0	nan	1.305696653	nan
P10155	RO60	2	3325000	9918500	0.335232142	1.889154276	5.635361408
P10163	PRB4	2	296718000	315976000	0.9390523331	0.4653366983	0.4955386211
P10176	COX8A	2	76297400	61408400	1.242458686	0.6286247656	0.5059522481
P10253	GAA	2	123426400	163418000	0.7552803241	1.43117543	1.894893041
P10398	ARAF	2	20101380	5250060	3.828790528	0.8725396731	0.2278891119
P10415	BCL2	2	13687000	13447540	1.017806974	0.8581598657	0.8431459867
P10515	DLAT	2	6822580000	5402940000	1.262753242	0.9953141231	0.7882095172
P10599	TXN	2	1313898000	1330540000	0.9874922964	1.625809901	1.646402617
P10606	COX5B	2	7107100000	5444760000	1.30531006	1.00947325	0.7733589755
P10619	CTSA	2	16459600	7313780	2.250491538	0.3497689729	0.1554189238
P10636	MAPT	2	710802600	925793800	0.7677763666	0.2300038101	0.2995713597
P10644	PRKAR1A	2	2472780000	2066860000	1.196394531	0.2361401026	0.1973764478
P10768	ESD	2	3548700000	2705080000	1.311865083	0.3088598964	0.2354357169
P10809	HSPD1	2	6129500000	3906940000	1.568874874	1.301366878	0.8294905476
P10909	CLU	2	521114000	596364000	0.8738186745	1.595966717	1.826427797
P10916	MYL2	1	2.45418e+11	6808040000	36.04826059	553.0233661	15.3411942
P11021	HSPA5	2	1563540000	1427500000	1.095299475	0.7942638248	0.725156766
P11047	LAMC1	2	3276400000	3969600000	0.8253728335	1.010805562	1.224665413
P11055	MYH3	1	2.68528e+10	1.61914e+10	1.658460664	0.9838127184	0.5932083525
P11142	HSPA8	2	2.97116e+10	3.04094e+10	0.977053148	0.8950517706	0.9160727565
P11166	SLC2A1	1	47404800	79249000	0.5981753713	0	0
P11171	EPB41	2	44166620	62159400	0.7105380683	1.598160792	2.249226133
P11172	UMPS	2	1080760	70509200	0.01532792884	0.3977529603	25.94955682
P11177	PDHB	2	6594060000	5892500000	1.119059822	1.063975211	0.9507759911
P11182	DBT	2	141101000	54335200	2.596861703	1.983222464	0.7636996849
P11216	PYGB	2	50400200	60382600	0.8346808518	1.157920973	1.387261934
P11217	PYGM	2	8.33838e+10	1.72232e+11	0.4841365135	0.3024861614	0.6247951826
P11233	RALA	2	125875400	162656200	0.7738739747	0.6655573762	0.8600332845
P11277	SPTB	2	2158160000	2537220000	0.8506002633	1.142963635	1.34371418
P11279	LAMP1	2	34654200	15139280	2.289025634	2.031769069	0.8876130696
P11310	ACADM	2	6184800000	3958680000	1.562338961	1.02382656	0.6553165384
P11413	G6PD	2	444639600	28084000	15.83248825	0.323441887	0.02042899902
P11532	DMD	1	9658340000	9499501000	1.016720773	0.7935756126	0.7805246374
P11586	MTHFD1	2	945776000	977714000	0.9673340056	0.450648664	0.4658666617
P11717	IGF2R	2	3565280000	3663340000	0.9732320778	0.184695552	0.1897754464
P11766	ADH5	2	1380472000	2747800000	0.5023917316	2.490443104	4.957173751
P11940	PABPC1	2	146133000	126528000	1.154945941	0.3231013733	0.2797545426
P12004	PCNA	2	958564500	150417400	6.372696909	0.7682188101	0.1205484618
P12081	HARS1	2	96829000	72097600	1.343026675	1.106129802	0.8236097039
P12109	COL6A1	1	6058960000	6290840000	0.9631400576	0.422616447	0.4387902295
P12110	COL6A2	2	3465920000	4188120000	0.8275598598	1.32798086	1.604694626
P12111	COL6A3	2	1.02822e+10	1.091808e+10	0.9417589906	0.4226355478	0.4487725119
P12235	SLC25A4	2	3.95994e+10	3.55486e+10	1.113951042	1.525271334	1.369244497
P12236	SLC25A6	2	127471200	123340000	1.033494406	0.9954077683	0.9631477082
P12268	IMPDH2	2	194746000	246926000	0.7886816293	0.9016941573	1.143292964
P12270	TPR	2	333140400	836664000	0.398177046	0.1588694773	0.3989920536
P12273	PIP	2	1084958000	1102882000	0.9837480347	2.601176169	2.644148783
P12277	CKB	2	3021280000	80974600	37.31145322	2.202496524	0.0590300386
P12429	ANXA3	2	358850000	314832000	1.13981425	1.162664435	1.020047288
P12694	BCKDHA	2	274980000	104550600	2.630114031	3.255284495	1.237697095
P12821	ACE	2	567476900	0	nan	1.896415412	nan
P12829	MYL4	1	7668280	2328200	3.293651748	2.5574184	0.7764689758
P12882	MYH1	1	9.78112e+10	2.65866e+11	0.3678966096	0.01306057146	0.0355006573
