# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T05:33:10Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 0daa4a1a963f50ff171818212aae17cdf151d51b5a9ca66d35bb8366668efd27
# composition = outputs/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# rules       = B0-B8, D31 (within-tier), D47 (summed rows), D48 (shared rows), D58 (combined)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# source file 41467_2025_56896_MOESM12_ESM.xlsx sha256 6f98b206504ebd8a3846dfbab7e0a208cf74bcf17ce5010af308ac5e69d288ec
# per pool entry: mean and SD over participants of log2(slow) - log2(fast); slow_over_fast = 2^mean; quotients against the primary dataset's I/IIa and I/IIx
accession	gene	tier	primary_v_I	primary_v_IIa	primary_v_IIx	primary_I_over_IIa	primary_I_over_IIx	n_participants	log2_slow_minus_fast_mean	log2_slow_minus_fast_sd	slow_over_fast	primary_I_over_IIa_over_source	primary_I_over_IIx_over_source
P20042	EIF2S2	2	9.15004158	10.06047583	8.602131844	0.9095038583	1.063694645	5	-0.107379862	0.05514977583	0.9282724057	0.9797812072	1.145886314
P41091	EIF2S3	2	5.641252279	7.384181023	11.1495018	0.7639645158	0.5059645157	5	-0.149456352	0.06492472017	0.9015901431	0.8473523381	0.5611912681
P55884	EIF3B	2	4.698291779	5.907162428	5.7277987	0.7953551025	0.8202613298	5	-0.071013416	0.1218537108	0.9519690558	0.8354841974	0.8616470512
Q99613	EIF3C	2	1.439127028	3.084662914	3.628070354	0.4665427205	0.3966645868	5	-0.217333214	0.08417280622	0.8601539411	0.5423944462	0.4611553442
O15371	EIF3D	2	8.626954794	6.295193672	9.080708981	1.370403397	0.9500309736	5	0.089771342	0.07213642521	1.0642015	1.287729248	0.892717191
P60228	EIF3E	2	7.416411638	10.96114063	9.996685982	0.6766094777	0.7418870265	5	-0.112254816	0.0919232178	0.9251410106	0.7313582145	0.8019177812
O00303	EIF3F	2	6.42955637	9.263918877	9.727138996	0.6940428187	0.6609915179	5	0.094733088	0.06029222001	1.067867824	0.6499332623	0.6189825209
O75821	EIF3G	2	9.530324936	11.40910912	12.32998085	0.8353259522	0.7729391515	5	-0.020344386	0.2208600924	0.9859973088	0.8471888764	0.7839160863
O15372	EIF3H	2	4.602137327	7.46538353	7.792808056	0.6164636162	0.5905621304	5	0.041084	0.08067009031	1.028886612	0.5991560283	0.5739817423
Q13347	EIF3I	2	6.180746555	6.72682929	17.45548487	0.9188201883	0.3540862143	5	0.080120184	0.08615221011	1.057106099	0.8691844545	0.3349580657
O75822	EIF3J	2	79.1193161	202.0841904	204.8557491	0.3915166048	0.3862196518	5	-0.093163846	0.1127508456	0.9374646231	0.4176334713	0.4119831749
Q9UBQ5	EIF3K	2	10.3779192	16.47908974	17.2400279	0.6297628912	0.6019664965	5	0.064045152	0.06750445325	1.045392817	0.6024174652	0.5758280395
Q9Y262	EIF3L	2	6.749856472	52.8889122	18.8080101	0.1276232804	0.3588820101	5	-0.143233318	0.1439622994	0.9054875324	0.1409442713	0.3963411945
Q7L2H7	EIF3M	2	4.134597778	4.802185535	6.01554203	0.8609825147	0.6873192403	5	-0.00215376	0.1227815491	0.9985082411	0.8622688119	0.6883460867
P60842	EIF4A1	2	14.13906002	16.7459116	13.50673103	0.8443290733	1.046815842	5	-0.410175412	0.0482182215	0.7525318706	1.121984472	1.391058483
Q14240	EIF4A2	2	56.93454742	98.82151794	152.6891327	0.5761351233	0.3728788449	5	-0.351359316	0.07894334531	0.7838452062	0.7350113501	0.4757046952
P38919	EIF4A3	2	7.886585236	5.335540295	5.130697608	1.478123077	1.537137021	4	0.0904441575	1.515589372	1.064697917	1.388302779	1.443730655
P23588	EIF4B	2	8.683178902	8.170053482	7.283700943	1.062805638	1.192138306	5	-0.031258482	0.1022819715	0.9785663088	1.086084436	1.218249898
P06730	EIF4E	2	39.6135788	11.84094715	8.841139078	3.345473828	4.480596725	5	-0.159271178	0.1321512411	0.8954773347	3.735967063	5.003584737
Q04637	EIF4G1	2	12.61116791	25.90516663	52.38594818	0.4868205671	0.2407357	5	-0.16073333	0.1128948934	0.8945702403	0.5441949052	0.2691076555
P78344	EIF4G2	2	1.786224484	2.980918169	3.662108779	0.5992195636	0.4877584453	5	0.116678222	0.1484670148	1.084235555	0.5526654804	0.4498639094
Q15056	EIF4H	2	22.17428732	15.34223175	33.36958122	1.445310414	0.6645060114	5	-0.085738604	0.0679664011	0.9423019903	1.533808088	0.7051943201
P55010	EIF5	2	10.2773838	17.50098991	14.85208035	0.5872458561	0.6919827772	5	-0.140035766	0.07290204256	0.9074966572	0.6471052553	0.7625182657
P63241	EIF5A	2	39.02188492	83.84219742	160.354599	0.4654205892	0.2433474634	5	-0.31731028	0.08617218237	0.8025647628	0.579916551	0.303212245
O60841	EIF5B	2	1.06501925	1.700910687	3.156907678	0.626146486	0.3373615445	5	-0.026733106	0.05042985245	0.9816406475	0.6378571299	0.3436711238
P56537	EIF6	2	19.85833549	11.05882168	96.85124779	1.795700851	0.2050395421	5	-0.272525092	0.06566018344	0.8278692902	2.169063247	0.2476713951
Q15717	ELAVL1	2	5.836392403	4.531499863	12.57882881	1.287960406	0.4639853591	5	-0.367223414	0.06946024749	0.7752731392	1.66129889	0.598479859
P15502	ELN	2	0	6.835120201	17.06165314	0	0	5	0.3948021892	0.3442462738	1.314762478	0	0
Q8N766	EMC1	2	2.477548122	3.166692495	6.323433876	0.7823772362	0.3918042271	5	-0.20246879	0.1972639781	0.8690621208	0.900254674	0.4508356972
Q15006	EMC2	2	28.39514542	36.93990707	47.07045746	0.7686848091	0.6032477046	5	-0.179797128	0.157222214	0.8828271309	0.8707081853	0.683313509
P50402	EMD	2	79.72151947	66.07816315	53.34687805	1.206472996	1.494398967	5	0.05316807	0.07323700892	1.0375408	1.16281981	1.440327905
Q9Y6C2	EMILIN1	2	4.456694126	9.137148857	27.40927124	0.4877554471	0.1625980526	5	-0.090786236	0.09479115937	0.9390108702	0.5194353576	0.1731588608
O00423	EML1	2	2.525156021	4.627179384	6.437180996	0.5457225258	0.3922766849	5	-0.219268822	0.1295888103	0.8590006797	0.6352992946	0.4566663265
O95834	EML2	2	7.810725212	3.765995264	3.505146265	2.074013551	2.228359281	5	0.656336464	0.09428862939	1.5760753	1.315935572	1.413866001
O94919	ENDOD1	2	96.73405457	105.2402153	103.8256683	0.9191738566	0.9316969119	5	0.441178408	0.05164863703	1.357712868	0.6770016533	0.6862252938
Q14249	ENDOG	2	33.34748459	79.73882294	79.24871063	0.4182088895	0.4207952952	5	-0.328365078	0.08039348626	0.7964385298	0.5250987664	0.5283462308
P06733	ENO1	1	1594.640869	1874.470825	2845.685059	0.8507152246	0.5603715226	5	-0.213123536	0.04471305848	0.8626674723	0.9861450117	0.6495799837
P09104	ENO2	2	8.328270435	13.42809963	5.569078565	0.620212142	1.495448545	5	-0.900125964	0.09604432477	0.5358399442	1.157457835	2.790849322
P13929	ENO3	2	2388.025635	12082.85156	13592.15625	0.1976375877	0.1756914496	5	-1.108262082	0.1833015751	0.4638524665	0.4260785528	0.3787657979
Q9UHY7	ENOPH1	2	0	9.85041523	228.0572815	0	0	5	0.000608792	0.07560600513	1.000422072	0	0
O43768	ENSA	2	50.35795021	23.4029665	18.85814285	2.151776366	2.67035575	5	-0.092293782	0.07007003316	0.9380301621	2.293930892	2.846769601
P11171	EPB41	2	8.434028625	5.277334213	8.831236362	1.598160792	0.955022409	5	-0.028395626	0.1859654489	0.9805100847	1.62992795	0.9740056975
O43491	EPB41L2	2	4.964659691	3.110417604	15.63550806	1.596139272	0.3175246798	5	0.116243074	0.03870789799	1.083908575	1.472577401	0.2929441534
Q9UM22	EPDR1	2	25.18913078	40.52570534	32.6566925	0.621559343	0.771331352	5	-0.156309542	0.09218004638	0.8973175032	0.6926860791	0.8595969089
P07099	EPHX1	2	291.1224976	260.6238708	193.1156616	1.117021617	1.507503302	5	-0.33583254	0.3797972998	0.7923267745	1.409799154	1.902628247
P34913	EPHX2	2	2.751912117	3.308556795	4.884439588	0.8317560457	0.5634038599	5	0.078295322	0.1771905419	1.055769813	0.7878194993	0.5336427058
Q9Y6I3	EPN1	2	13.61452818	15.47633982	9.702618599	0.8796994858	1.403180805	5	0.353647558	0.2777310942	1.277787169	0.6884554072	1.098133429
P58107	EPPK1	2	1.114938736	0.8103544712	7.39828825	1.375865471	0.1507022568	5	-0.1071845022	1.026212893	0.9283981145	1.481977881	0.1623250354
Q9UBC2	EPS15L1	2	1.289998412	3.043863535	2.402881622	0.4238029719	0.5368547498	5	-0.0939822092	0.2054849548	0.9369330007	0.4523300722	0.5729916113
Q9NZ08	ERAP1	2	2.771482229	5.594544411	3.216725826	0.4953901562	0.8615848471	5	-0.202465708	0.138037264	0.8690639773	0.5700272582	0.9913940396
Q969X5	ERGIC1	2	14.65069008	17.50047302	30.92381668	0.8371596619	0.4737672012	5	-0.072916388	0.1407456415	0.9507141987	0.8805587032	0.4983276802
P84090	ERH	2	54.05776978	59.36263275	78.47986221	0.9106363257	0.6888107121	5	0.011085822	0.04660080582	1.007713705	0.9036657152	0.683538101
O94905	ERLIN2	2	100.7808228	130.3352661	161.8587036	0.7732429277	0.6226469167	5	-0.069693556	0.1680787608	0.9528403701	0.8115136092	0.653464039
Q7Z2K6	ERMP1	2	3.667372227	10.44203758	12.7583065	0.3512123183	0.2874497666	5	0.219737678	0.1264962293	1.164521825	0.3015935904	0.2468393125
P30040	ERP29	2	36.51112747	20.47913551	50.2089386	1.782845152	0.7271838141	5	0.113319146	0.1698022088	1.081714029	1.648166803	0.6722514407
Q9BS26	ERP44	2	28.03944778	14.33724213	22.49612427	1.955707209	1.24641238	5	0.018973274	0.2003491407	1.01323813	1.930155559	1.230127789
P10768	ESD	2	53.69351578	173.8442459	162.7762909	0.3088598964	0.3298607892	5	-0.031743982	0.09328496072	0.9782370542	0.315731136	0.3371992379
Q9BSJ8	ESYT1	2	3.553188443	4.485943794	12.9225769	0.7920715475	0.2749597444	5	-0.10177107	0.1011550913	0.9318882916	0.8499640511	0.2950565501
A0FGR8	ESYT2	2	2.75772047	5.265828133	6.921114445	0.5237011921	0.3984503496	5	-0.055872778	0.2027431466	0.9620122846	0.5443809819	0.4141842636
P62495	ETF1	2	1.911134124	3.246718407	3.175855875	0.5886356266	0.6017697903	5	-0.121117164	0.2112423193	0.9194753708	0.640186399	0.6544708095
P13804	ETFA	2	2263.155762	1561.917725	685.6806641	1.448959651	3.300597319	5	0.773552022	0.1373478441	1.709473457	0.8476058202	1.930768393
P38117	ETFB	2	2642.060059	1217.265503	539.1958008	2.170487911	4.900001177	5	0.944545998	0.2239884876	1.924583143	1.127770405	2.546006492
Q16134	ETFDH	2	498.2847862	294.5074501	184.5566139	1.691925912	2.699902082	5	0.383035712	0.1477311409	1.304083016	1.297406601	2.070345254
O95571	ETHE1	2	22.33056641	15.37550402	10.375144	1.452346953	2.152313876	5	0.162853058	0.08510996725	1.119498859	1.297318832	1.922569066
Q01844	EWSR1	2	0	5.756359577	4.390195847	0	0	5	-0.220372988	0.06593330787	0.8583434954	0	0
Q96A65	EXOC4	2	34.22317982	71.80670166	7.675690651	0.4766014735	4.45864501	5	0.1432023294	0.2374203059	1.104353715	0.4315659619	4.037334187
P15311	EZR	2	8.3433249	11.47695637	45.24914169	0.7269631976	0.1843863682	5	-0.046450094	0.05362790596	0.9683160455	0.750749924	0.1904196146
P00748	F12	2	15.92846394	16.65065336	8.075406075	0.9566269617	1.972466002	5	-0.186534582	0.1272678156	0.8787138984	1.088667157	2.244719249
P00488	F13A1	2	3.481967211	6.274454832	21.99579525	0.5549433862	0.1583014922	5	-0.158039262	0.1279567766	0.8962423086	0.6191890082	0.1766280064
P00734	F2	2	2.443207026	0.9069776535	6.784821093	2.693789661	0.3600989609	5	-0.34702958	0.1868000459	0.7862011723	3.426336357	0.458023943
P05413	FABP3	2	251.7586517	847.5373535	563.3974609	0.2970472637	0.4468579807	5	0.823630908	0.1016490027	1.76985468	0.1678370925	0.2524828652
P15090	FABP4	2	31.9722805	24.6782856	15.16895962	1.295563275	2.107743794	5	0.406416522	0.2813216894	1.325389616	0.9774961706	1.590282411
Q01469	FABP5	2	633.6723633	209.9702301	502.4052734	3.017915268	1.261277293	5	0.10821506	0.208643514	1.077893813	2.799826135	1.170131304
P16930	FAH	2	2.685076237	7.078532219	13.47449684	0.3793266957	0.1992709834	5	-0.072287938	0.1135081669	0.9511284279	0.3988175356	0.2095100699
Q6P587	FAHD1	2	185.5599365	145.4038162	96.52798462	1.276169645	1.922343425	5	0.08544592	0.08309559032	1.061015638	1.202781184	1.811795562
Q96GK7	FAHD2A	2	16.97721577	9.410217285	8.486973763	1.804125798	2.000385089	5	0.219883468	0.09174724596	1.16463951	1.549085173	1.717600229
Q8IWE2	FAM114A1	2	11.91195297	4.56199646	0	2.611127185	nan	4	-0.496972724	0.3580341104	0.708592095	3.68495105	nan
Q9NRY5	FAM114A2	2	4.343790531	4.132056475	3.539710999	1.051241811	1.227159656	5	-0.048867392	0.1793942358	0.9666949485	1.087459713	1.269438366
Q9NZB2	FAM120A	2	2.714156985	3.029817104	5.86260891	0.8958154541	0.462960608	5	-0.218181754	0.05181237322	0.859648179	1.042072183	0.5385466047
Q96A26	FAM162A	2	307.7032776	303.0144196	177.9404449	1.015474043	1.729248669	5	0.415310538	0.1509511819	1.333585699	0.7614614071	1.296691072
Q8NCA5	FAM98A	2	6.362005234	2.656909406	6.156404018	2.394513422	1.033396316	5	-0.077348936	0.070991339	0.9477976993	2.526397167	1.090313172
Q52LJ0	FAM98B	2	2.798034191	4.568610668	13.67500424	0.612447502	0.2046093838	5	0.3556943668	0.4286196572	1.279601303	0.4786236935	0.1599008873
Q9Y285	FARSA	2	9.616267204	9.483586788	8.587601662	1.013990531	1.119784962	5	-0.088552228	0.09713255515	0.9404660515	1.078178771	1.190670265
Q9NSD9	FARSB	2	44.28301239	28.53527737	16.18416214	1.551869001	2.736194312	5	-0.03832865	0.05444551843	0.9737824129	1.593650677	2.809862117
P49327	FASN	2	32.15211487	13.56128359	4.473635197	2.37087549	7.187022065	5	0.5837018212	1.330360165	1.498689818	1.581965435	4.795536728
P62861	FAU	2	335.9595337	378.3179016	348.9603577	0.8880349893	0.9627441235	5	0.144005286	0.1515639926	1.104968533	0.8036744599	0.8712864615
P22087	FBL	2	2.91889441	3.025012016	4.995768785	0.964919939	0.5842733192	5	0.120876306	0.1068156989	1.087395156	0.8873682525	0.537314624
P23142	FBLN1	2	1.395569444	2.519004345	0	0.5540162908	nan	2	-0.446118585	1.063742005	0.7340149818	0.7547751811	nan
P98095	FBLN2	2	3.542216897	5.586660475	265.8921204	0.6340490734	0.01332200778	5	0.144205418	0.09126981678	1.105121826	0.5737368119	0.0120547866
Q9UBX5	FBLN5	2	17.23409653	2.424088836	0	7.109515243	nan	5	0.306739916	0.1222527565	1.236909473	5.747805639	nan
P35555	FBN1	2	3.029037595	4.458640099	1.004303336	0.6793635566	3.016058481	5	0.163697268	0.1677373344	1.120154139	0.6064911364	2.692538801
O00757	FBP2	1	17.64399147	329.9956055	435.3045654	0.05346735283	0.04053252107	5	-1.062905026	0.1813666126	0.4786672392	0.1117004642	0.08467786753
P14324	FDPS	2	6.783070326	7.122246742	17.99512482	0.9523778902	0.3769393319	5	-0.05981342	0.06604325406	0.9593881865	0.9926929512	0.392895532
P10109	FDX1	2	24.27018642	18.58792114	159.4122467	1.305696653	0.1522479416	5	0.261202248	0.2561495985	1.198477021	1.089463235	0.1270345104
P22570	FDXR	2	6.802469254	5.611867905	5.482047558	1.212157764	1.240862868	5	-0.206730294	0.8254397678	0.8664988297	1.398914485	1.432042174
P22830	FECH	2	111.935112	80.63030624	64.965065	1.388251108	1.723004695	5	0.158807312	0.1169000734	1.116363849	1.243547173	1.54340782
Q96AC1	FERMT2	1	71.89112282	34.07035065	67.42258072	2.110078747	1.06627664	5	0.04981094	0.156824653	1.035129265	2.038468836	1.030090324
P02671	FGA	2	48.71645164	20.77067471	11.66976357	2.345443869	4.174587718	5	0.040489918	0.15248032	1.028463018	2.280533016	4.059054768
P02675	FGB	2	22.70591259	12.22414875	3.88970542	1.857463702	5.83743758	5	0.377335024	0.1356351171	1.298940209	1.429983989	4.494000217
P02679	FGG	2	50.94525909	28.26226044	18.99813843	1.802589683	2.681592162	5	0.177121402	0.1388763884	1.130625705	1.594329296	2.371777106
P07954	FH	2	2276.225342	1901.318604	1299.051636	1.197182491	1.752220835	5	0.392377894	0.1202356388	1.312555015	0.9121008088	1.334969441
Q13642	FHL1	2	2409.477783	9905.511719	6845.54541	0.2432461696	0.3519774742	5	-0.017328474	0.1535206581	0.9880606634	0.2461854606	0.3562306316
Q13643	FHL3	1	1514.463379	1190.741211	1704.141846	1.271866099	0.8886956111	5	-0.03574564	0.09960601805	0.9755274406	1.303772755	0.9109898647
Q9Y613	FHOD1	2	20.14108849	93.74240875	77.32800293	0.2148556748	0.2604630628	5	-0.369066258	0.06199302071	0.7742834669	0.2774896843	0.336392386
Q7Z7B0	FILIP1	2	13.63941908	1.388951957	1.096487284	9.819935821	12.43919495	5	-0.094249848	0.1154764921	0.9367592035	10.4828816	13.27896742
Q9Y3D6	FIS1	2	233.6671829	147.4239273	143.7599068	1.585001751	1.625398821	5	0.267125552	0.156814964	1.203407749	1.317094519	1.350663415
A5D6W6	FITM1	2	72.08293152	78.49793243	124.7022858	0.9182780907	0.5780401785	5	-0.16766276	0.1783060242	0.890283819	1.03144421	0.6492762939
P62942	FKBP1A	1	348.4530945	734.7758789	1059.96106	0.4742304483	0.3287414111	5	-0.34275559	0.1306061612	0.7885337499	0.6014079276	0.4169021442
P26885	FKBP2	2	36.64057159	33.70668221	64.05405998	1.087041773	0.5720257483	5	-0.268740078	0.1003655678	0.8300441164	1.309619274	0.6891510187
Q00688	FKBP3	2	55.17298698	115.5160141	156.8376312	0.4776219766	0.351784113	5	-0.174772052	0.1408086622	0.8859074828	0.53913302	0.3970889961
Q02790	FKBP4	2	7.148694038	3.165229321	10.50954151	2.258507462	0.6802098865	5	-0.102237106	0.1424846434	0.9315873109	2.424364775	0.7301622494
Q13451	FKBP5	2	10.36781836	5.004322648	7.116629601	2.071772562	1.456843891	5	0.044057532	0.3510944059	1.031009433	2.009460337	1.413026733
Q9Y680	FKBP7	2	3.595620275	3.589903593	0	1.001592433	nan	5	-0.199294726	0.2769552653	0.8709762435	1.149965272	nan
Q13045	FLII	2	6.625806332	2.103047371	5.706125021	3.150573983	1.161174406	5	-0.219204368	0.09533325024	0.8590390573	3.667556156	1.351713168
P21333	FLNA	1	4.037984848	5.818179607	8.692995071	0.6940289095	0.4645101964	5	0.272300732	0.1072067641	1.207732319	0.5746545808	0.3846135349
O75369	FLNB	1	4.433450699	4.052383423	2.962204218	1.094035346	1.496672874	5	0.276683308	0.1130264894	1.21140671	0.9031115119	1.235483394
Q14315	FLNC	1	3610.427246	4350.991211	2858.293945	0.8297941943	1.263140641	5	-0.016945144	0.2169139094	0.9883232301	0.8395979868	1.278064304
Q14254	FLOT2	2	15.60792971	9.224094629	15.15483809	1.692082566	1.02989749	5	-0.085012788	0.06919587997	0.9427761791	1.794787144	1.092409326
P02751	FN1	2	2.49521327	18.32927895	27.09331512	0.1361326475	0.09209700838	5	-0.08722413	0.1207616119	0.9413322124	0.1446170074	0.09783688178
Q9H479	FN3K	2	5.180283666	12.26731682	18.84503746	0.422283352	0.274888478	5	-0.176916592	0.07805492162	0.8845915756	0.4773766375	0.3107518606
P49356	FNTB	2	25.70697021	13.13614178	4.18035078	1.95696504	6.149476818	5	0.255787704	0.3806381355	1.193987476	1.639016388	5.150369615
Q5SZK8	FREM2	2	1.047179937	0.3998588324	0.5692979991	2.618874094	1.839423182	3	-0.33965469	0.3218695952	0.7902304314	3.314063835	2.327704818
A2A2Y4	FRMD3	2	4.567837596	6.273279428	4.526749372	0.728141899	1.009076761	5	0.165926126	0.1396531727	1.121886032	0.6490337504	0.899446764
Q16658	FSCN1	2	4.179428697	14.29812717	82.61782837	0.2923060234	0.05058749158	5	0.18152928	0.3298106951	1.134085397	0.2577460429	0.04460642179
A1L4K1	FSD2	2	7.392605305	12.4795084	6.97803545	0.5923795287	1.059410683	5	-0.344235246	0.1133521582	0.787725429	0.7520127026	1.344898418
P02794	FTH1	2	15.70954752	338.7624207	334.6194458	0.0463733477	0.04694750325	5	-0.217927314	0.0757876687	0.8597998037	0.05393505267	0.05460283086
P02792	FTL	2	10.68635941	20.89827538	39.06976986	0.5113512581	0.2735198964	5	-0.254945336	0.1626373182	0.8380188868	0.6101906129	0.3263887017
Q9C0B1	FTO	2	44.28891754	10.79419994	14.23542118	4.103029198	3.111177181	5	0.11078577	0.2829381033	1.079816203	3.79974776	2.881209944
Q96AE4	FUBP1	2	8.514060497	3.478138685	13.23589516	2.447878382	0.6432553595	5	-0.137817386	0.1234094335	0.9088931554	2.693252081	0.7077348483
Q9BWH2	FUNDC2	2	399.072937	274.5628662	253.4577637	1.453484743	1.574514551	5	0.31596716	0.07510299174	1.244845899	1.167602146	1.264826878
P35637	FUS	2	12.25053072	7.112492323	7.319642544	1.722396336	1.6736515	5	0.086565266	0.1535247483	1.061839169	1.622087776	1.576181731
Q16595	FXN	2	122.8204346	92.47227478	66.64968109	1.328186582	1.842776028	5	0.046089264	0.0412781618	1.032462415	1.286426084	1.784835942
P51114	FXR1	1	93.07129669	54.50772095	71.61994171	1.707488317	1.29951651	5	-0.047802356	0.1026071251	0.967408852	1.765012087	1.343296071
P51116	FXR2	2	6.965046406	9.681475639	14.05000591	0.7194199175	0.4957326316	5	0.131271214	0.04528507327	1.09525835	0.6568495161	0.4526170757
O00168	FXYD1	2	282.9257202	284.3807678	186.3099976	0.9948834528	1.518575084	5	-0.220204162	0.3346931782	0.8584439457	1.158938167	1.768985723
Q9BQS8	FYCO1	2	6.683151722	8.349830627	5.172869205	0.800393687	1.291962247	5	0.024019214	0.1088048827	1.016788215	0.7871783674	1.270630627
Q96QD9	FYTTD1	2	9.002756119	6.366538525	2.455799341	1.414073925	3.665916823	5	-0.431455092	0.2270619067	0.7415135227	1.907010299	4.943830032
Q13283	G3BP1	2	5.884937763	7.534350395	9.973928452	0.7810809764	0.5900320813	5	-0.013841384	0.103106486	0.9904517604	0.7886108215	0.5957201601
Q9UN86	G3BP2	2	9.584761858	9.98496151	11.86333609	0.9599197602	0.8079314105	5	0.386767358	0.07154982742	1.307460497	0.7341864343	0.6179394425
P11413	G6PD	2	1.428431153	4.416345596	6.042135119	0.323441887	0.2364116533	5	-0.053195684	0.1273859575	0.9637990713	0.3355905776	0.2452914309
P10253	GAA	2	4.769160748	3.332338333	4.196696281	1.43117543	1.136408362	5	0.25765669	0.02047177224	1.195535268	1.197100134	0.9505435702
P60520	GABARAPL2	2	32.26527023	20.80036545	21.82705307	1.551187661	1.478223841	5	0.514559272	0.1247897319	1.428557664	1.085841825	1.034766659
P51570	GALK1	2	118.2649994	55.83446121	30.471241	2.118136305	3.881200618	5	-0.421292864	0.1708257513	0.7467551235	2.836453663	5.197420809
Q96C23	GALM	2	66.77973366	13.62949181	13.88345432	4.899649569	4.810022931	5	0.05316184	0.2925556059	1.03753632	4.722388485	4.636004388
Q10471	GALNT2	2	1.316746414	4.783867359	4.061914444	0.2752472665	0.3241689188	5	-0.752278144	0.1727526168	0.5936653664	0.4636404311	0.5460465393
P07902	GALT	2	16.96332979	41.52963161	5.016557693	0.4084632859	3.381468096	5	-0.15506096	0.178391869	0.8980944238	0.4548110701	3.76515877
Q14353	GAMT	2	37.7067461	17.80423927	65.31624031	2.117852132	0.5772951095	5	-0.130555848	0.2328218901	0.913479433	2.318445337	0.6319738449
Q14697	GANAB	2	30.2772522	20.91665268	22.81076431	1.447519001	1.327323003	5	0.167370152	0.09573986506	1.123009515	1.288964146	1.181933888
P04406	GAPDH	2	1666.911596	14953.11828	23314.48344	0.1114758517	0.07149682728	5	-0.611883164	0.2058038226	0.6543420252	0.170363277	0.109265223
Q14C86	GAPVD1	2	3.656891346	4.124829531	4.744837284	0.8865557519	0.7707095369	5	-0.1904129552	0.3457884469	0.8763548387	1.011640163	0.8794491716
P22102	GART	2	16.36911494	36.50698471	188.2960205	0.4483830989	0.08693287777	5	-0.136925976	0.06954650366	0.9094549143	0.4930239991	0.09558789161
P50440	GATM	2	6.029436111	7.587237358	23.08463669	0.7946813612	0.261188261	5	-0.411324002	1.085841831	0.7519329868	1.056851309	0.3473557691
Q04446	GBE1	2	50.6444416	73.54786682	45.30459976	0.6885915771	1.117865335	5	0.367995372	0.1426728254	1.29055835	0.5335609791	0.8661873637
Q92947	GCDH	2	7.545183659	5.012025833	8.313387156	1.505415956	0.9075944038	5	-0.11618263	0.1727900384	0.9226256906	1.6316649	0.9837081419
P48507	GCLM	2	10.15629578	12.7116375	5.345128298	0.7989761963	1.900103274	5	-0.055096314	0.06468994892	0.9625301827	0.8300791089	1.974071367
