accession	gene_primary	protein_name	length	reviewed	organism_id	dataset_rows	identity_cell
O43314	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 2) (Histidine acid phosphatase domain-containing protein 1) (InsP6 and PP-IP5 kinase 2) (VIP1 homolog 2) (hsVIP2)	1243	reviewed	9606	1681	O43314;A0A087WZV0;O43314-2;D6RBU4;H0Y9S9;Q6PFW1;A0A087WWN8;F8W9A8;B7WPL9;Q6PFW1-6;Q6PFW1-5;Q6PFW1-7;Q6PFW1-4;Q6PFW1-3;Q6PFW1-2;H0Y9M0;K7ENU7;K7EPT7;H7C436
O43396	TXNL1	Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein)	289	reviewed	9606	2442	O43396;K7ER96;K7EML9;K7EPB7;K7EME7;K7EKG2
O43399	TPD52L2	Tumor protein D54 (hD54) (Tumor protein D52-like 2)	206	reviewed	9606	2381	O43399;A0A087WYR3;O43399-5;O43399-7;O43399-2;O43399-3;O43399-4;O43399-6;A0A087WZ51
O43414	ERI3	ERI1 exoribonuclease 3 (EC 3.1.-.-) (Prion interactor 1) (Prion protein-interacting protein)	337	reviewed	9606	777	O43414;F6UGJ8;F6QUN3;H0Y4B0;O43414-3;O43414-2
O43426	SYNJ1	Polyphosphatidylinositol phosphatase SYNJ1 (Synaptojanin-1) [Includes: SAC-like phosphoinositide phosphatase SYNJ1 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase SYNJ1) (EC 3.1.3.95) (Phosphatidylinositol-4-phosphatase SYNJ1) (EC 3.1.3.-); Phosphoinositide 5-phosphatase SYNJ1 (EC 3.1.3.36) (Inositol polyphosphate-5-phosphatase G) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 1)]	1573	reviewed	9606	2271	O43426;O43426-4;C9JW66;J3KPK1;C9JFZ1;A0A0D9SGJ6;J3KQV8;O43426-5;O43426-2
O43427	FIBP	Acidic fibroblast growth factor intracellular-binding protein (aFGF intracellular-binding protein) (FGF-1 intracellular-binding protein)	364	reviewed	9606	842	O43427;O43427-2;E9PSD3;H0YCE7;E9PJW6
O43447	PPIH	Peptidyl-prolyl cis-trans isomerase H (PPIase H) (EC 5.2.1.8) (Rotamase H) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP)	177	reviewed	9606	1676	O43447;C9JQD4;H0YEL5;O43447-2;A6NM32
O43488	AKR7A2	Aflatoxin B1 aldehyde reductase member 2 (EC 1.1.1.n11) (AFB1 aldehyde reductase 1) (AFB1-AR 1) (Aldoketoreductase 7) (Succinic semialdehyde reductase) (SSA reductase)	359	reviewed	9606	95	O43488;H3BLU7;H7C5H7;Q8NHP1;O95154;H7C4Q7
O43491	EPB41L2	Band 4.1-like protein 2 (Erythrocyte membrane protein band 4.1-like 2) (Generally expressed protein 4.1) (4.1G)	1005	reviewed	9606	759	O43491-4;E9PHY5;O43491-3;E9PK52;E9PII3;O43491-2;I6L9B1;Q6R5J7;E9PQD2;E9PQN0;E9PRG1;E9PIG0;E9PJP4;J3QS55
O43504	LAMTOR5	Ragulator complex protein LAMTOR5 (Hepatitis B virus X-interacting protein) (HBV X-interacting protein) (HBX-interacting protein) (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5)	91	reviewed	9606	1247	O43504;R4GMU8;E9PLX3;A0A0C4DGV4
O43505	B4GAT1	Beta-1,4-glucuronyltransferase 1 (EC 2.4.1.-) (I-beta-1,3-N-acetylglucosaminyltransferase) (iGnT) (N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase) (Poly-N-acetyllactosamine extension enzyme) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1)	415	reviewed	9606	279	O43505
O43583	DENR	Density-regulated protein (DRP) (Protein DRP1) (Smooth muscle cell-associated protein 3) (SMAP-3)	198	reviewed	9606	615	O43583;F8VVL1
O43592	XPOT	Exportin-T (Exportin(tRNA)) (tRNA exportin)	962	reviewed	9606	2590	O43592;F8WDU6
O43598	DNPH1	5-hydroxymethyl-dUMP N-hydrolase (EC 3.2.2.-) (2'-deoxynucleoside 5'-phosphate N-hydrolase 1) (c-Myc-responsive protein RCL)	174	reviewed	9606	665	O43598;H0Y8X4;O43598-2
O43617	TRAPPC3	Trafficking protein particle complex subunit 3 (BET3 homolog)	180	reviewed	9606	2399	O43617;A0A087WWM0;O43617-2;A0A087WYS5;A6NKE1
O43633	CHMP2A	Charged multivesicular body protein 2a (Chromatin-modifying protein 2a) (CHMP2a) (Putative breast adenocarcinoma marker BC-2) (Vacuolar protein sorting-associated protein 2-1) (Vps2-1) (hVps2-1)	222	reviewed	9606	449	O43633;M0R1L7;M0R1T5;M0QXX8
O43665	RGS10	Regulator of G protein signaling 10 (RGS10)	181	reviewed	9606	1915	O43665-3;O43665;O43665-2
O43670	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (hBuGZ) (Zinc finger protein 207)	478	reviewed	9606	2623	O43670;J3QS27;J3KTL1;J3KRB6;J3KRW6;H0Y3M2;J3QRS9;X6R4W8;O43670-2;O43670-4
O43681	GET3	ATPase GET3 (EC 3.6.4.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Guided entry of tail-anchored proteins factor 3, ATPase) (Transmembrane domain recognition complex 40 kDa ATPase subunit) (hARSA-I) (hASNA-I)	348	reviewed	9606	220	O43681;A0A087WXS7;K7ERW9
O43707	ACTN4	Alpha-actinin-4 (Non-muscle alpha-actinin 4)	911	reviewed	9606	50	O43707;O43707-2;F5GXS2;O43707-3;H7C144;P12814;H9KV75;P12814-2;P12814-3;P12814-4;K7EJH8;P35609;G3V2W4;H7C5W8;P35609-2;Q08043;H0YJ11;H0YJW3;A0A087WSZ2;G3V2N5;F6THM6;G3V2X9;G3V2E8;K7EP19;G3V5M4
O43747	AP1G1	AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma-adaptin) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1)	822	reviewed	9606	152	O43747;O43747-2;H3BNR4;H3BN75;H3BNN2;H3BS13;H3BV30;H3BRM7;H3BN71;B4DGE1;H3BR36;H3BUN9;B3KNW1
O43752	STX6	Syntaxin-6	255	reviewed	9606	2252	O43752;O43752-2
O43759	SYNGR1	Synaptogyrin-1	233	reviewed	9606	2269	O43759-2;O43759;B5MCD7;O43759-3;A2A283;F8WCE4
O43760	SYNGR2	Synaptogyrin-2 (Cellugyrin)	224	reviewed	9606	2270	O43760;O43760-2;K7ELS8;K7ELD9;K7ENG9;K7EJ35;A8MWL6
O43765	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha (Alpha-SGT) (Vpu-binding protein) (UBP)	313	reviewed	9606	2103	O43765;K7EMD6;K7ERW5
O43791	SPOP	Speckle-type POZ protein (HIB homolog 1) (Roadkill homolog 1)	374	reviewed	9606	2200	O43791
O43795	MYO1B	Unconventional myosin-Ib (MYH-1c) (Myosin I alpha) (MMI-alpha) (MMIa)	1136	reviewed	9606	1416	O43795;E9PDF6;O43795-2
O43813	LANCL1	Glutathione S-transferase LANCL1 (EC 2.5.1.18) (40 kDa erythrocyte membrane protein) (p40) (LanC-like protein 1)	399	reviewed	9606	1248	O43813;E9PHS0;F8WDS9;H7C2E3
O43826	SLC37A4	Glucose-6-phosphate exchanger SLC37A4 (Glucose-6-phosphate translocase) (Glucose-6-phosphate transporter) (Solute carrier family 37 member 4) (Transformation-related gene 19 protein) (TRG-19)	429	reviewed	9606	2148	O43826;U3KPU7;U3KQS2;O43826-2;U3KQL4
O43847	NRDC	Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase)	1151	reviewed	9606	1493	O43847;O43847-2;B1AKJ5;G3V1R5;A0A087WYK8;H0Y5G9;F5H7V1
O43852	CALU	Calumenin (Crocalbin) (IEF SSP 9302)	315	reviewed	9606	360	O43852;O43852-3;O43852-4;O43852-6;O43852-2;O43852-15;O43852-10;H0Y875;O43852-9;O43852-8;O43852-5;O43852-13;O43852-14;O43852-11;O43852-12;O43852-7
O60229	KALRN	Kalirin (EC 2.7.11.1) (Huntingtin-associated protein-interacting protein) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)	2986	reviewed	9606	1156	O60229;C9IZQ6;H7BXZ5;J3QSW6;O60229-2
O60232	ZNRD2	Protein ZNRD2 (Autoantigen p27) (Protein zinc ribbon domain type 2) (Sjoegren syndrome/scleroderma autoantigen 1) (Zinc ribbon domain-containing protein 2)	199	reviewed	9606	2225	O60232;G3V1B8;H0YEB6
O60234	GMFG	Glia maturation factor gamma (GMF-gamma)	142	reviewed	9606	917	O60234;M0QYG8;M0R1D2;M0R0C1;M0QX47
O60256	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2 (PRPP synthase-associated protein 2) (41 kDa phosphoribosypyrophosphate synthetase-associated protein) (PAP41)	369	reviewed	9606	1743	O60256;O60256-3;O60256-2;O60256-4;E7EPA1;C9K0K7;I3L0S1;C9JJS3;C9JDU5;C9JDH0;E7EW35;I3L164;I3L331;I3L4G9;I3L1T1;I3L3B8;I3L2J4;I3L275
O60262	GNG7	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7	68	reviewed	9606	939	O60262
O60271	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4 (JIP-4) (JNK-interacting protein 4) (Cancer/testis antigen 89) (CT89) (Human lung cancer oncogene 6 protein) (HLC-6) (JNK-associated leucine-zipper protein) (JLP) (Mitogen-activated protein kinase 8-interacting protein 4) (Proliferation-inducing protein 6) (Protein highly expressed in testis) (PHET) (Sperm surface protein) (Sperm-associated antigen 9) (Sperm-specific protein) (Sunday driver 1)	1321	reviewed	9606	2193	O60271;O60271-2;A0A087X2D8;O60271-4;O60271-5;O60271-3;O60271-9;H0YBE9
O60282	KIF5C	Kinesin heavy chain isoform 5C (EC 3.6.4.-) (Kinesin heavy chain neuron-specific 2) (Kinesin-1)	957	reviewed	9606	1186	O60282;A0A0G2JMZ6;O60282-2
O60318	MCM3AP	Germinal-center associated nuclear protein (GANP) (EC 2.3.1.48) (80 kDa MCM3-associated protein) (MCM3 acetylating protein) (MCM3AP) (EC 2.3.1.-) (MCM3 acetyltransferase)	1980	reviewed	9606	1343	O60318
O60331	PIP5K1C	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma (PIP5K1gamma) (PtdIns(4)P-5-kinase 1 gamma) (EC 2.7.1.68) (Type I phosphatidylinositol 4-phosphate 5-kinase gamma)	668	reviewed	9606	1631	O60331;O60331-4;O60331-2;O60331-3
O60341	KDM1A	Lysine-specific histone demethylase 1A (EC 1.14.11.-) (EC 1.14.11.65) (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2) ([histone H3]-dimethyl-L-lysine(4) FAD-dependent demethylase 1A)	852	reviewed	9606	1169	O60341;O60341-2
O60488	ACSL4	Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 4) (LACS 4)	711	reviewed	9606	41	O60488;O60488-2;H0Y9A0;D6RF95;D6RFW9;D6RDA8
O60499	STX10	Syntaxin-10 (Syn10)	249	reviewed	9606	2244	O60499;F6RTM7;K7EK75;K7ELY2;X6R2W0;K7EIY4;Q5U8S2;O60499-2
O60506	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)	623	reviewed	9606	2268	O60506-4;O60506-3;O60506;O60506-2;B7Z645;O60506-5;F6UXX1;O43390;O43390-4;O43390-2;B4DT28;O43390-3;H0YAA0
O60547	GMDS	GDP-mannose 4,6 dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase) (GMD)	372	reviewed	9606	915	O60547;O60547-2
O60568	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 [Includes: Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (EC 1.14.11.4) (Lysyl hydroxylase 3) (LH3); Procollagen glycosyltransferase (EC 2.4.1.50) (EC 2.4.1.66) (Galactosylhydroxylysine-glucosyltransferase) (Procollagen galactosyltransferase) (Procollagen glucosyltransferase)]	738	reviewed	9606	1649	O60568;C9JIX5;H7C2A8;C9JU11;H7C2V1
O60610	DIAPH1	Protein diaphanous homolog 1 (Diaphanous-related formin-1) (DRF1)	1272	reviewed	9606	629	O60610;O60610-2;A0A0G2JH68;O60610-3;H9KV28;B4E2I7;E5RJ79;H7C2W8;Q8IUG5;Q9NSV4;O60879;A6NML8;K4DI95;C9J6U3;A0A075B6F5;F5GXR6;Q9NSV4-1;O60879-2;O60879-3;Q9NSV4-7;Q9NSV4-6;Q9NSV4-5;Q9NSV4-4;Q8IUG5-2
O60613	SELENOF	Selenoprotein F (15 kDa selenoprotein)	165	reviewed	9606	2083	O60613;A0A087X1G7;A0A0B4J1S4;A0A087WXL0;A0A0B4J1T0;O60613-2
O60645	EXOC3	Exocyst complex component 3 (Exocyst complex component Sec6)	745	reviewed	9606	791	O60645;D6RBR9;D6RB59;O60645-2;O60645-3
O60664	PLIN3	Perilipin-3 (47 kDa mannose 6-phosphate receptor-binding protein) (47 kDa MPR-binding protein) (Cargo selection protein TIP47) (Mannose-6-phosphate receptor-binding protein 1) (Placental protein 17) (PP17)	434	reviewed	9606	1647;1648	O60664;O60664-3;O60664-4;K7ERZ3;K7EL96;K7ER39
O60669	SLC16A7	Monocarboxylate transporter 2 (MCT 2) (Solute carrier family 16 member 7)	478	reviewed	9606	2129	O60669;F8W0N3;F8W0U4;F8VXG4;F8VYZ2;F8VVU7;F8VQS4;F8VS95;F8W1M4
O60684	KPNA6	Importin subunit alpha-7 (Karyopherin subunit alpha-6)	536	reviewed	9606	1196	O60684;Q5TFJ7;S4R3E5
O60749	SNX2	Sorting nexin-2 (Transformation-related gene 9 protein) (TRG-9)	519	reviewed	9606	2185	O60749;O60749-2;D6RC15;Q13596;H0YK42;Q13596-2;Q13596-3
O60762	DPM1	Dolichol-phosphate mannosyltransferase subunit 1 (EC 2.4.1.83) (Dolichol-phosphate mannose synthase subunit 1) (DPM synthase subunit 1) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 1) (Mannose-P-dolichol synthase subunit 1) (MPD synthase subunit 1)	260	reviewed	9606	671	O60762;Q5QPK2;H0Y368;Q5QPJ9
O60763	USO1	General vesicular transport factor p115 (Protein USO1 homolog) (Transcytosis-associated protein) (TAP) (Vesicle-docking protein)	962	reviewed	9606	2494	O60763;O60763-2;REV__R4GMN2;REV__Q5VZ89-5;REV__Q5VZ89-6;REV__Q5VZ89;REV__R4GNB2;REV__R4GN35
O60784	TOM1	Target of Myb1 membrane trafficking protein (Target of Myb protein 1)	492	reviewed	9606	2377	O60784;O60784-3;O60784-2;B0QY01;O60784-4;F8WB30;F8WAW7;F8WE29;F8WBB0;H7BYN7;Q6UW50
O60831	PRAF2	PRA1 family protein 2	178	reviewed	9606	1707	O60831;A6NP52
O60884	DNAJA2	DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14)	412	reviewed	9606	645	O60884;A0A087WT48
O60888	CUTA	Protein CutA (Acetylcholinesterase-associated protein) (Brain acetylcholinesterase putative membrane anchor)	179	reviewed	9606	563	O60888;O60888-3;O60888-2;C9IZG4;C9IZQ5;H0YDR4
O60925	PFDN1	Prefoldin subunit 1	122	reviewed	9606	1587	O60925;E5RGS4;D6RGG5
O75044	SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2 (srGAP2) (Formin-binding protein 2) (Rho GTPase-activating protein 34)	1071	reviewed	9606	2215	O75044;A2RUF3;A0A075B7B5;B7ZM87;Q5VZB4;Q7Z6B7;P0DJJ0;A0A075B7E6;G5EA48;P0DMP2;Q7Z6B7-2
O75063	FAM20B	Glycosaminoglycan xylosylkinase (EC 2.7.1.-) (Xylose kinase)	409	reviewed	9606	813	O75063;X6RH03
O75064	DENND4B	DENN domain-containing protein 4B	1496	reviewed	9606	614	O75064;E9PAK5
O75069	TMCC2	Transmembrane and coiled-coil domains protein 2 (Cerebral protein 11)	709	reviewed	9606	2331	O75069;G5E963;A0A0C4DFR1;O75069-2;A6NJC0;O94876;Q6N039;E9PC87;O94876-2
O75083	WDR1	WD repeat-containing protein 1 (Actin-interacting protein 1) (AIP1) (NORI-1)	606	reviewed	9606	2561	O75083;D6RD66;O75083-3
O75093	SLIT1	Slit homolog 1 protein (Slit-1) (Multiple epidermal growth factor-like domains protein 4) (Multiple EGF-like domains protein 4)	1534	reviewed	9606	2166	O75093;Q5T0V4;Q5T0V0;O75093-2
O75116	ROCK2	Rho-associated protein kinase 2 (EC 2.7.11.39) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	1388	reviewed	9606	1936	O75116;E9PF63;Q14DU5;D6REE7;C9JFJ0
O75122	CLASP2	CLIP-associating protein 2 (Cytoplasmic linker-associated protein 2) (Protein Orbit homolog 2) (hOrbit2)	1294	reviewed	9606	461	O75122;E3W994;J3KR49;E7ERI8;E7EW49;O75122-3;B3KR06;E7ENG2;O75122-2
O75131	CPNE3	Copine-3 (Copine III)	537	reviewed	9606	520	O75131;Q86YQ8;Q9UBL6;Q96FN4;Q8IYJ1;Q96A23;Q9HCH3;A0A087WYQ3;E7ENV7;Q86YQ8-2;Q9HCH3-2;Q96FN4-2;O95741;Q9UBL6-2;Q96A23-2;O95741-2
O75157	TSC22D2	TSC22 domain family protein 2 (TSC22-related-inducible leucine zipper protein 4)	780	reviewed	9606	2411	O75157;O75157-2
O75165	DNAJC13	DnaJ homolog subfamily C member 13 (Required for receptor-mediated endocytosis 8) (RME-8)	2243	reviewed	9606	652	O75165;H0Y8Q2;H0YA63
O75170	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2 (SAPS domain family member 2)	966	reviewed	9606	1704	O75170;O75170-2;O75170-6;O75170-4;O75170-3;O75170-5;T1ECW5;A0A0A0MSJ8
O75190	DNAJB6	DnaJ homolog subfamily B member 6 (HHDJ1) (Heat shock protein J2) (HSJ-2) (MRJ) (MSJ-1)	326	reviewed	9606	651	O75190-3;O75190;O75190-4;O75190-2;E9PH18;C9J2C4;C9JDX6;F8WCZ4;C9J2P2
O75223	GGCT	Gamma-glutamylcyclotransferase (EC 4.3.2.9) (Cytochrome c-releasing factor 21)	188	reviewed	9606	905	O75223;M0QZK8;O75223-3;B8ZZK2;H7BZK5;O75223-2;O75223-4;A0A0B4J1Y4
O75264	SMIM24	Small integral membrane protein 24	130	reviewed	9606	2174	O75264;K7EKM7
O75317	USP12	Ubiquitin carboxyl-terminal hydrolase 12 (EC 3.4.19.12) (Deubiquitinating enzyme 12) (Ubiquitin specific peptidase 12) (Ubiquitin thioesterase 12) (Ubiquitin-hydrolyzing enzyme 1) (Ubiquitin-specific-processing protease 12)	370	reviewed	9606	2496	O75317;H7BZK6;P62068-4;P62068-3;P62068;P62068-2
O75326	SEMA7A	Semaphorin-7A (CDw108) (JMH blood group antigen) (John-Milton-Hargen human blood group Ag) (Semaphorin-K1) (Sema K1) (Semaphorin-L) (Sema L) (CD antigen CD108)	666	reviewed	9606	2080	O75326;O75326-2;F5GYX3;H3BMF9
O75340	PDCD6	Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2)	191	reviewed	9606	1569	O75340;O75340-2;A0A024QZ42;H0Y9X3;E7EPW6;A0A087WZ38;O75340-3
O75347	TBCA	Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA)	108	reviewed	9606	2290	O75347;E5RIW3;E5RJD8;E5RHG6;O75347-2;E5RIX8;E5RJM1
O75348	ATP6V1G1	V-type proton ATPase subunit G 1 (V-ATPase subunit G 1) (V-ATPase 13 kDa subunit 1) (Vacuolar proton pump subunit G 1) (Vacuolar proton pump subunit M16)	118	reviewed	9606	267	O75348;O95670;F2Z307;O95670-2
O75352	MPDU1	Mannose-P-dolichol utilization defect 1 protein (Suppressor of Lec15 and Lec35 glycosylation mutation homolog) (SL15)	247	reviewed	9606	1374	O75352;J3QS48;I3L295;J3KT75;J3QW43;J3QRD5;Q9H3L2;Q1HDL3;A0A087WV81;O75352-2;I3L1D2;J3KTK8;J3QQZ4;J3KSI4;I3L4E0;I3L405;I3L261
O75368	SH3BGRL	Adapter SH3BGRL (SH3 domain-binding glutamic acid-rich-like protein 1)	114	reviewed	9606	2104	O75368
O75373	ZNF737	Zinc finger protein 737 (Zinc finger protein 102)	536	reviewed	9606	2633	O75373;M0R1D1
O75376	NCOR1	Nuclear receptor corepressor 1 (N-CoR) (N-CoR1)	2440	reviewed	9606	1451	O75376;A0A088AWL3;O75376-2;E7EVK1;O75376-3
O75387	SLC43A1	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1)	559	reviewed	9606	2154	O75387;O75387-2;E9PJ68;E9PJT8;E9PR87;E9PRF0;H0YEH0
O75396	SEC22B	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1)	215	reviewed	9606	2066	O75396;A0A087X1A9
O75477	ERLIN1	Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1) (Protein KE04) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1) (SPFH domain-containing protein 1)	348	reviewed	9606	778	O75477;B0QZ43
O75531	BANF1	Barrier-to-autointegration factor (Breakpoint cluster region protein 1) [Cleaved into: Barrier-to-autointegration factor, N-terminally processed]	89	reviewed	9606	285	O75531;E9PJJ8
O75558	STX11	Syntaxin-11	287	reviewed	9606	2245	O75558
O75629	CREG1	Protein CREG1 (Cellular repressor of E1A-stimulated genes 1)	220	reviewed	9606	527	O75629
O75663	TIPRL	TIP41-like protein (Putative MAPK-activating protein PM10) (Type 2A-interacting protein) (TIP)	272	reviewed	9606	2319	O75663;O75663-2
O75695	RP2	Protein XRP2	350	reviewed	9606	1937	O75695
O75716	STK16	Serine/threonine-protein kinase 16 (EC 2.7.11.1) (Myristoylated and palmitoylated serine/threonine-protein kinase) (MPSK) (Protein kinase PKL12) (TGF-beta-stimulated factor 1) (TSF-1) (Tyrosine-protein kinase STK16) (EC 2.7.10.2) (hPSK)	305	reviewed	9606	2233	O75716;B8ZZI5;B8ZZN3;B4DPS1
O75821	EIF3G	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4) (eIF-3-delta) (eIF3 p42) (eIF3 p44)	320	reviewed	9606	723	O75821;K7EL20;K7ER90;K7ENA8;K7EP16
O75822	EIF3J	Eukaryotic translation initiation factor 3 subunit J (eIF3j) (Eukaryotic translation initiation factor 3 subunit 1) (eIF-3-alpha) (eIF3 p35)	258	reviewed	9606	724	O75822;O75822-3;O75822-2;H0YGJ7;H0YLP3
O75828	CBR3	Carbonyl reductase [NADPH] 3 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase 3) (Quinone reductase CBR3) (EC 1.6.5.10) (Short chain dehydrogenase/reductase family 21C member 2)	277	reviewed	9606	387	O75828
O75832	PSMD10	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))	226	reviewed	9606	1781	O75832;B1AJY5;B1AJY7;O75832-2;B1AJY6
O75844	ZMPSTE24	CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog)	475	reviewed	9606	2622	O75844
O75874	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (IDH1) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDPc) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	414	reviewed	9606	1097	O75874;C9J4N6;C9JJE5;C9JLU6
O75907	DGAT1	Diacylglycerol O-acyltransferase 1 (EC 2.3.1.20) (ACAT-related gene product 1) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diglyceride acyltransferase)	488	reviewed	9606	619	O75907;A0A0A0MR74
O75915	ARL6IP5	PRA1 family protein 3 (ADP-ribosylation factor-like protein 6-interacting protein 5) (ARL-6-interacting protein 5) (Aip-5) (Cytoskeleton-related vitamin A-responsive protein) (Dermal papilla-derived protein 11) (GTRAP3-18) (Glutamate transporter EAAC1-interacting protein) (JM5) (Prenylated Rab acceptor protein 2) (Protein JWa) (Putative MAPK-activating protein PM27)	188	reviewed	9606	202	O75915;F8WF90;C9JQU6;F8WF33
O75935	DCTN3	Dynactin subunit 3 (Dynactin complex subunit 22 kDa subunit) (p22)	186	reviewed	9606	592	O75935;O75935-3;X6RCK5;X6RLR1;X6RA56;O75935-2;A0A0A0MRV8
O75955	FLOT1	Flotillin-1	427	reviewed	9606	854	O75955;O75955-2;A2AB09;A2AB10;A2AB12;A0A0G2JJQ6;A2AB13;A2AB11;A2ABJ5
O75964	ATP5MG	ATP synthase F(0) complex subunit g, mitochondrial (ATPase subunit g) (ATP synthase membrane subunit g)	103	reviewed	9606	255	O75964;E9PN17
O76003	GLRX3	Glutaredoxin-3 (PKC-interacting cousin of thioredoxin) (PICOT) (PKC-theta-interacting protein) (PKCq-interacting protein) (Thioredoxin-like protein 2)	335	reviewed	9606	912	O76003
O76054	SEC14L2	SEC14-like protein 2 (Alpha-tocopherol-associated protein) (TAP) (hTAP) (Squalene transfer protein) (Supernatant protein factor) (SPF)	403	reviewed	9606	2063	O76054;O76054-5;O76054-4;B3KRD8;H7C417;Q9UDX4;F8WEE7;C9JTM4;F8WED8;C9JYY7;C9JZI9
O76071	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1 (WD repeat-containing protein 39)	339	reviewed	9606	455	O76071
O76094	SRP72	Signal recognition particle subunit SRP72 (SRP72) (Signal recognition particle 72 kDa protein)	671	reviewed	9606	2218	O76094;O76094-2;R4GNC1;D6RDY6
O94766	B3GAT3	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 3) (Glucuronosyltransferase I) (GlcAT-I) (UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase) (GlcUAT-I)	335	reviewed	9606	278	O94766;E9PNA1;G3V150;O94766-2
O94804	STK10	Serine/threonine-protein kinase 10 (EC 2.7.11.1) (Lymphocyte-oriented kinase)	968	reviewed	9606	2231	O94804;H0YB71
O94829	IPO13	Importin-13 (Imp13) (Karyopherin-13) (Kap13) (Ran-binding protein 13) (RanBP13)	963	reviewed	9606	1124	O94829
