# Generated by pipeline/digest.py — DO NOT EDIT BY HAND
# generated = 2026-09-19T18:28:04Z
# digest = trypsin; cleave_after=KR; cleave_before_proline=both; length 6-30; missed_cleavages=0; source=Schwanhausser et al. 2011 (B4), Methods, iBAQ definition, as restated in Nature Sci Data 2018;5:180128 (doi 10.1038/sdata.2018.128): "theoretically observable tryptic peptides between 6 and 30 amino acids". Proline rule not stated in A1 Methods; both computed, difference disclosed (D49).
accession	gene	tier	length	mw_full	n_peptides	peptides_per_kDa	n_peptides_trypsin_P	n_peptides_trypsin	proline_rule_rel_diff
O94855	SEC24D	2	1032	113008	43	0.380504	43	39	0.0930233
O94874	UFL1	2	794	89593.9	52	0.580397	52	51	0.0192308
O94875	SORBS2	1	1100	124106	63	0.507632	63	60	0.047619
O94885	SASH1	2	1247	136651	70	0.512253	70	64	0.0857143
O94888	UBXN7	2	489	54861.5	29	0.528604	29	27	0.0689655
O94901	SUN1	2	785	87108.2	43	0.493639	43	43	0
O94903	PLPBP	2	275	30343.5	16	0.527296	16	17	-0.0625
O94905	ERLIN2	2	339	37839.1	24	0.634265	24	24	0
O94906	PRPF6	2	941	106923	63	0.589207	63	63	0
O94911	ABCA8	2	1621	183674	70	0.38111	70	67	0.0428571
O94919	ENDOD1	2	500	55015.9	26	0.472591	26	26	0
O94925	GLS	2	669	73460.2	42	0.571738	42	41	0.0238095
O94929	ABLIM3	2	683	77800.6	47	0.604109	47	47	0
O94973	AP2A2	2	939	103959	58	0.557913	58	56	0.0344828
O94979	SEC31A	2	1220	133012	51	0.383423	51	49	0.0392157
O94986	CEP152	2	1710	195623	113	0.57764	113	111	0.0176991
O95070	YIF1A	2	293	32010.7	9	0.281156	9	9	0
O95139	NDUFB6	2	128	15489	10	0.64562	10	9	0.1
O95140	MFN2	2	757	86400.8	46	0.532402	46	44	0.0434783
O95163	ELP1	2	1332	150252	68	0.452573	68	63	0.0735294
O95167	NDUFA3	2	84	9278.74	5	0.538867	5	5	0
O95168	NDUFB4	2	129	15208.4	7	0.460273	7	8	-0.142857
O95169	NDUFB8	2	186	21765.5	10	0.459443	10	10	0
O95178	NDUFB2	2	105	12058.2	6	0.497585	6	6	0
O95182	NDUFA7	2	113	12551.2	11	0.876412	11	10	0.0909091
O95183	VAMP5	2	116	12804.6	7	0.546677	7	7	0
O95197	RTN3	2	1032	112609	50	0.444013	50	45	0.1
O95202	LETM1	2	739	83353	48	0.575864	48	46	0.0416667
O95208	EPN2	2	641	68480.5	26	0.37967	26	20	0.230769
O95210	STBD1	2	358	39006.7	27	0.692188	27	26	0.037037
O95218	ZRANB2	2	330	37404	19	0.507968	19	19	0
O95219	SNX4	2	450	51908.1	27	0.52015	27	27	0
O95292	VAPB	2	243	27228.1	17	0.624355	17	15	0.117647
O95298	NDUFC2	2	119	14187.3	10	0.704856	10	10	0
O95299	NDUFA10	2	355	40750	25	0.613497	25	23	0.08
O95319	CELF2	2	508	54283.9	21	0.386855	21	21	0
O95336	PGLS	2	258	27546.4	14	0.508234	14	14	0
O95352	ATG7	2	703	77958.5	42	0.538748	42	41	0.0238095
O95359	TACC2	2	2948	309423	147	0.475078	147	141	0.0408163
O95372	LYPLA2	2	231	24736.6	13	0.525537	13	13	0
O95373	IPO7	2	1038	119515	47	0.393257	47	45	0.0425532
O95393	BMP10	1	424	48046.7	23	0.478701	23	23	0
O95425	SVIL	1	2214	247743	136	0.548956	136	128	0.0588235
O95433	AHSA1	2	338	38273.9	22	0.574804	22	24	-0.0909091
O95453	PARN	2	639	73449.9	35	0.476515	35	35	0
O95470	SGPL1	2	568	63523	32	0.503755	32	30	0.0625
O95479	H6PD	2	791	88891.1	44	0.494988	44	42	0.0454545
O95487	SEC24B	2	1268	137415	40	0.291088	40	38	0.05
O95563	MPC2	2	127	14278.6	9	0.630312	9	9	0
O95571	ETHE1	2	254	27872.5	17	0.60992	17	16	0.0588235
O95573	ACSL3	2	720	80419.2	39	0.484959	39	36	0.0769231
O95602	POLR1A	2	1720	194809	110	0.564657	110	107	0.0272727
O95613	PCNT	2	3336	378030	223	0.5899	223	226	-0.0134529
O95630	STAMBP	2	424	48076.2	26	0.540808	26	23	0.115385
O95671	ASMTL	2	621	68855.8	32	0.46474	32	31	0.03125
O95747	OXSR1	2	527	58021.3	28	0.482581	28	28	0
O95749	GGPS1	1	300	34870.4	20	0.573553	20	19	0.05
O95757	HSPA4L	2	839	94511.3	62	0.656006	62	61	0.016129
O95758	PTBP3	2	552	59688.6	19	0.318319	19	19	0
O95777	LSM8	2	96	10402.5	7	0.672915	7	7	0
O95782	AP2A1	2	977	107544	60	0.55791	60	60	0
O95786	RIGI	2	925	106598	57	0.534718	57	58	-0.0175439
O95793	STAU1	2	577	63181.5	34	0.538132	34	33	0.0294118
O95810	CAVIN2	2	425	47172.5	21	0.445175	21	21	0
O95816	BAG2	2	211	23771.5	16	0.673074	16	16	0
O95817	BAG3	1	575	61593.7	38	0.616947	38	32	0.157895
O95819	MAP4K4	2	1239	142099	68	0.478541	68	64	0.0588235
O95822	MLYCD	2	493	55002.6	33	0.599972	33	34	-0.030303
O95831	AIFM1	2	613	66899.7	33	0.493275	33	32	0.030303
O95834	EML2	2	649	70677.9	30	0.424461	30	30	0
O95861	BPNT1	2	308	33391.9	23	0.68879	23	23	0
O95865	DDAH2	2	285	29643.4	18	0.607217	18	15	0.166667
O95870	ABHD16A	2	558	63242.3	30	0.474366	30	29	0.0333333
O95881	TXNDC12	2	172	19205.5	12	0.62482	12	13	-0.0833333
O95969	SCGB1D2	2	90	9924.93	3	0.302269	3	3	0
O96000	NDUFB10	2	172	20776.4	13	0.625711	13	12	0.0769231
O96008	TOMM40	2	361	37892.6	11	0.290294	11	11	0
O96011	PEX11B	2	259	28430.8	17	0.597943	17	17	0
P00156	MT-CYB	2	380	42716.8	7	0.16387	7	5	0.285714
P00167	CYB5A	2	134	15329.8	8	0.521858	8	8	0
P00325	ADH1B	2	375	39835.2	20	0.502069	20	20	0
P00326	ADH1C	2	375	39867.3	22	0.551831	22	21	0.0454545
P00338	LDHA	2	332	36688.3	24	0.65416	24	24	0
P00352	ALDH1A1	2	501	54861.2	25	0.455695	25	23	0.08
P00367	GLUD1	2	558	61397.1	37	0.602635	37	35	0.0540541
P00387	CYB5R3	2	301	34234.3	16	0.467367	16	16	0
P00390	GSR	2	522	56256.4	28	0.497722	28	27	0.0357143
P00395	MT-CO1	2	513	57040.5	5	0.087657	5	5	0
P00403	MT-CO2	2	227	25564.6	8	0.312933	8	6	0.25
P00414	MT-CO3	2	261	29950.2	3	0.100166	3	2	0.333333
P00441	SOD1	2	154	15935.6	11	0.690278	11	11	0
P00450	CP	2	1065	122218	51	0.417288	51	50	0.0196078
P00488	F13A1	2	732	83267.3	42	0.5044	42	39	0.0714286
P00492	HPRT1	2	218	24579.1	13	0.528904	13	13	0
P00505	GOT2	2	430	47517	31	0.652398	31	29	0.0645161
P00533	EGFR	2	1210	134276	68	0.50642	68	66	0.0294118
P00558	PGK1	2	417	44614.3	32	0.717259	32	30	0.0625
P00568	AK1	2	194	21634.6	15	0.693332	15	15	0
P00734	F2	2	622	70036	37	0.5283	37	35	0.0540541
P00738	HP	2	406	45204.8	23	0.508795	23	22	0.0434783
P00747	PLG	2	810	90568.2	47	0.518946	47	46	0.0212766
P00748	F12	2	615	67791.2	34	0.50154	34	30	0.117647
P00750	PLAT	2	562	62916.3	34	0.5404	34	34	0
P00751	CFB	2	764	85531.9	42	0.491045	42	40	0.047619
P00813	ADA	2	363	40763.9	24	0.588757	24	21	0.125
P00846	MT-ATP6	2	226	24816.7	3	0.120886	3	3	0
P00915	CA1	2	261	28869.8	16	0.554213	16	14	0.125
P00918	CA2	2	260	29245.6	17	0.581284	17	16	0.0588235
P00966	ASS1	2	412	46529.8	25	0.53729	25	25	0
P01008	SERPINC1	2	464	52601.8	30	0.570323	30	30	0
P01009	SERPINA1	2	418	46735.9	24	0.513524	24	25	-0.0416667
P01011	SERPINA3	2	423	47650.1	23	0.482685	23	23	0
P01023	A2M	2	1474	163289	79	0.483805	79	75	0.0506329
P01024	C3	2	1663	187146	108	0.577091	108	107	0.00925926
P01031	C5	2	1676	188303	93	0.493885	93	92	0.0107527
P01034	CST3	2	146	15799	10	0.632951	10	10	0
P01036	CST4	2	141	16214.1	9	0.555072	9	9	0
P01040	CSTA	2	98	11006.4	8	0.72685	8	7	0.125
P01042	KNG1	2	644	71956.4	38	0.528097	38	38	0
P01116	KRAS	2	189	21655.6	11	0.507952	11	11	0
P01160	NPPA	2	151	16395.4	8	0.487943	8	8	0
P01591	JCHAIN	2	159	18098.4	9	0.497282	9	9	0
P01593	IGKV1D-33	2	117	12848.2	4	0.311327	4	4	0
P01615	IGKV2D-28	2	120	12956.5	5	0.385906	5	3	0.4
P01619	IGKV3-20	2	116	12556.9	7	0.557464	7	6	0.142857
P01764	IGHV3-23	2	117	12582.2	6	0.476866	6	6	0
P01767	IGHV3-53	2	116	12769.4	6	0.469875	6	6	0
P01768	IGHV3-30	2	117	12946.6	7	0.540682	7	7	0
P01772	IGHV3-33	2	117	13073.8	7	0.535424	7	7	0
P01833	PIGR	2	764	83282.6	50	0.600365	50	49	0.02
P01857	IGHG1	2	399	43911.4	17	0.387143	17	17	0
P01859	IGHG2	2	395	43805.3	14	0.319596	14	14	0
P01860	IGHG3	2	446	49092.4	17	0.346286	17	17	0
P01861	IGHG4	2	396	43831.2	15	0.342222	15	15	0
P01871	IGHM	2	474	51922.9	25	0.481483	25	25	0
P01876	IGHA1	2	398	42847.9	17	0.396752	17	15	0.117647
P01877	IGHA2	2	391	42333.3	16	0.377953	16	14	0.125
P01889	HLA-B	2	362	40459.4	20	0.494323	20	20	0
P01903	HLA-DRA	2	254	28620.6	12	0.419279	12	12	0
P02042	HBD	2	147	16055.3	11	0.685132	11	11	0
P02144	MB	2	154	17183.6	13	0.756537	13	12	0.0769231
P02452	COL1A1	2	1464	138911	87	0.626302	87	83	0.045977
P02458	COL2A1	2	1487	141785	89	0.627713	89	85	0.0449438
P02461	COL3A1	2	1466	138564	82	0.591786	82	76	0.0731707
P02462	COL4A1	2	1669	160610	85	0.529232	85	81	0.0470588
P02511	CRYAB	1	175	20158.6	13	0.644887	13	11	0.153846
P02545	LMNA	2	664	74138.3	44	0.593486	44	44	0
P02549	SPTA1	2	2419	280009	163	0.582123	163	163	0
P02585	TNNC2	1	160	18121.8	11	0.607002	11	11	0
P02647	APOA1	2	267	30777.3	21	0.682322	21	21	0
P02649	APOE	2	317	36153.4	25	0.691497	25	25	0
P02652	APOA2	2	100	11174.9	5	0.447432	5	5	0
P02654	APOC1	2	83	9331.78	3	0.321482	3	3	0
P02655	APOC2	2	101	11283.7	4	0.354494	4	4	0
P02656	APOC3	2	99	10852.1	7	0.645037	7	6	0.142857
P02671	FGA	2	866	94971.9	49	0.515942	49	45	0.0816327
P02675	FGB	2	491	55927.5	31	0.554289	31	31	0
P02679	FGG	2	453	51510.9	30	0.582401	30	29	0.0333333
P02730	SLC4A1	1	911	101791	39	0.383139	39	33	0.153846
P02743	APCS	2	223	25386.8	12	0.472688	12	11	0.0833333
P02745	C1QA	2	245	26016.3	13	0.499686	13	15	-0.153846
P02746	C1QB	2	253	26721.5	13	0.486499	13	13	0
P02747	C1QC	2	245	25773.4	13	0.504395	13	13	0
P02748	C9	2	559	63172.7	29	0.459059	29	29	0
P02749	APOH	2	345	38297.9	22	0.574444	22	19	0.136364
P02750	LRG1	2	347	38177.2	23	0.602454	23	22	0.0434783
P02751	FN1	2	2477	272317	108	0.396596	108	100	0.0740741
P02760	AMBP	2	352	38999.2	17	0.435907	17	17	0
P02763	ORM1	2	201	23539.3	13	0.552268	13	13	0
P02765	AHSG	2	367	39340.2	17	0.432128	17	17	0
P02766	TTR	2	147	15886.8	9	0.566507	9	9	0
P02786	TFRC	2	760	84870.3	47	0.553786	47	48	-0.0212766
P02787	TF	2	698	77063.2	45	0.583937	45	43	0.0444444
P02788	LTF	2	710	78181.1	50	0.639541	50	48	0.04
P02790	HPX	2	462	51675.6	26	0.503139	26	25	0.0384615
P02792	FTL	2	175	20019.3	11	0.549468	11	11	0
P02794	FTH1	2	183	21225.3	12	0.565363	12	12	0
P03886	MT-ND1	2	318	35659.9	6	0.168256	6	6	0
P03891	MT-ND2	2	347	38960.2	8	0.205338	8	6	0.25
P03897	MT-ND3	2	115	13185.8	3	0.227517	3	3	0
P03915	MT-ND5	2	603	67025.3	13	0.193957	13	13	0
P03923	MT-ND6	2	174	18622	4	0.2148	4	3	0.25
P03928	MT-ATP8	2	68	7991.53	3	0.375397	3	4	-0.333333
P03950	ANG	2	147	16549.9	11	0.664657	11	11	0
P03952	KLKB1	2	638	71341.9	46	0.644782	46	43	0.0652174
P04003	C4BPA	2	597	67032.5	38	0.566889	38	35	0.0789474
P04004	VTN	2	478	54304.8	27	0.497193	27	22	0.185185
P04062	GBA1	2	536	59715.3	29	0.485638	29	29	0
P04075	ALDOA	1	364	39419.5	24	0.608836	24	23	0.0416667
P04080	CSTB	2	98	11139.4	7	0.628398	7	6	0.142857
P04083	ANXA1	2	346	38713.7	22	0.568274	22	21	0.0454545
P04114	APOB	2	4563	515536	294	0.57028	294	289	0.0170068
P04179	SOD2	2	222	24749.8	11	0.444449	11	12	-0.0909091
P04181	OAT	2	439	48534.2	28	0.576913	28	24	0.142857
P04196	HRG	2	525	59577.3	21	0.352483	21	22	-0.047619
P04217	A1BG	2	495	54252.7	19	0.350213	19	17	0.105263
P04275	VWF	2	2813	309262	144	0.465625	144	144	0
P04279	SEMG1	2	462	52130	33	0.633033	33	33	0
P04280	PRB1	2	392	38561.3	9	0.233395	9	0	1
P04406	GAPDH	2	335	36052.8	19	0.527004	19	20	-0.0526316
P04424	ASL	2	464	51657.1	26	0.503319	26	26	0
P04433	IGKV3-11	2	115	12574.9	6	0.47714	6	5	0.166667
P04439	HLA-A	2	365	40840	22	0.538687	22	21	0.0454545
P04626	ERBB2	2	1255	137909	57	0.413317	57	52	0.0877193
P04632	CAPNS1	2	268	28315.4	14	0.49443	14	14	0
P04746	AMY2A	2	511	57706.2	28	0.485216	28	27	0.0357143
P04792	HSPB1	1	205	22782.1	14	0.614517	14	12	0.142857
P04843	RPN1	2	607	68568.4	41	0.597943	41	40	0.0243902
P04844	RPN2	2	631	69282.9	26	0.375273	26	25	0.0384615
P04899	GNAI2	2	355	40450.4	20	0.494433	20	20	0
P04920	SLC4A2	2	1241	137007	56	0.408738	56	53	0.0535714
P05023	ATP1A1	2	1023	112895	51	0.451749	51	51	0
P05026	ATP1B1	2	303	35061	16	0.456348	16	16	0
P05089	ARG1	2	322	34734.5	18	0.518216	18	17	0.0555556
P05090	APOD	2	189	21275.3	10	0.470029	10	10	0
P05091	ALDH2	2	517	56380.6	25	0.443415	25	24	0.04
P05109	S100A8	2	93	10834.4	8	0.738392	8	8	0
P05120	SERPINB2	2	415	46595.6	20	0.429225	20	20	0
P05121	SERPINE1	2	402	45059.3	21	0.466052	21	20	0.047619
P05141	SLC25A5	2	298	32851.8	20	0.608794	20	20	0
P05155	SERPING1	2	500	55153.3	24	0.435151	24	24	0
P05161	ISG15	2	165	17887.3	13	0.726774	13	10	0.230769
P05165	PCCA	2	728	80057.9	53	0.662021	53	51	0.0377358
P05166	PCCB	2	539	58215	34	0.584042	34	35	-0.0294118
P05198	EIF2S1	2	315	36111.8	22	0.60922	22	22	0
P05386	RPLP1	2	114	11513.8	4	0.34741	4	4	0
P05387	RPLP2	2	115	11664.8	5	0.428641	5	5	0
P05388	RPLP0	2	317	34273	18	0.525194	18	18	0
P05413	FABP3	2	133	14857.9	14	0.942262	14	13	0.0714286
P05455	SSB	2	408	46836.5	29	0.619175	29	29	0
P05546	SERPIND1	2	499	57069.8	29	0.50815	29	29	0
P05556	ITGB1	2	798	88414.7	37	0.418482	37	36	0.027027
P05783	KRT18	2	430	48057	30	0.624258	30	28	0.0666667
P05787	KRT8	1	483	53703.5	32	0.595865	32	32	0
P05976	MYL1	1	194	21144.8	12	0.567514	12	12	0
P05997	COL5A2	2	1499	144909	92	0.63488	92	84	0.0869565
P06312	IGKV4-1	2	121	13379.8	6	0.448437	6	5	0.166667
P06396	GSN	2	782	85696.3	39	0.455095	39	36	0.0769231
P06576	ATP5F1B	2	529	56559.1	30	0.530419	30	30	0
P06702	S100A9	2	114	13241.8	9	0.679665	9	8	0.111111
P06703	S100A6	2	90	10179.6	5	0.49118	5	5	0
P06727	APOA4	2	396	45371.2	29	0.639172	29	28	0.0344828
P06730	EIF4E	2	217	25096.9	14	0.557838	14	14	0
P06732	CKM	2	381	43100.6	25	0.580038	25	25	0
P06733	ENO1	1	434	47168.4	29	0.614818	29	29	0
P06737	PYGL	2	847	97147.3	55	0.566151	55	55	0
P06744	GPI	2	558	63146.2	36	0.570106	36	33	0.0833333
P06748	NPM1	2	294	32574.6	17	0.521879	17	16	0.0588235
P06753	TPM3	1	285	32949.4	24	0.728388	24	24	0
P06756	ITGAV	2	1048	116036	65	0.56017	65	65	0
P06865	HEXA	2	529	60701.9	26	0.428322	26	25	0.0384615
P06899	H2BC11	2	126	13904	11	0.79114	11	11	0
P07099	EPHX1	2	455	52948.1	29	0.547706	29	24	0.172414
P07108	DBI	2	87	10044.3	6	0.597353	6	5	0.166667
P07195	LDHB	2	334	36638	21	0.573175	21	21	0
P07237	P4HB	2	508	57115.6	39	0.682826	39	39	0
P07305	H1-0	2	194	20862.7	7	0.335527	7	8	-0.142857
P07339	CTSD	2	412	44551.7	21	0.471363	21	21	0
P07355	ANXA2	2	339	38603.5	25	0.64761	25	24	0.04
P07357	C8A	2	584	65162.5	29	0.445041	29	29	0
P07384	CAPN1	2	714	81888.9	39	0.476255	39	39	0
P07437	TUBB	2	444	49670.2	22	0.442921	22	21	0.0454545
P07451	CA3	1	260	29557	16	0.541327	16	15	0.0625
P07476	IVL	2	585	68477.1	37	0.540327	37	37	0
P07585	DCN	2	359	39746.2	21	0.528352	21	21	0
P07686	HEXB	2	556	63136.4	32	0.506839	32	30	0.0625
P07737	PFN1	2	140	15054.1	9	0.597844	9	9	0
P07738	BPGM	2	259	30004.7	15	0.499921	15	15	0
P07741	APRT	2	180	19607.5	14	0.714014	14	14	0
P07814	EPRS1	2	1512	170589	98	0.574481	98	91	0.0714286
P07858	CTSB	2	339	37821.2	19	0.502364	19	16	0.157895
P07900	HSP90AA1	2	732	84658.7	38	0.448861	38	39	-0.0263158
P07902	GALT	2	379	43362.3	18	0.415107	18	18	0
P07910	HNRNPC	2	306	33669.6	22	0.653409	22	22	0
P07919	UQCRH	2	91	10738.7	7	0.65185	7	7	0
P07942	LAMB1	2	1786	198036	97	0.489809	97	87	0.103093
P07951	TPM2	1	284	32850.3	23	0.700147	23	23	0
P07954	FH	2	510	54636.3	31	0.567388	31	32	-0.0322581
P08123	COL1A2	2	1366	129313	80	0.618653	80	79	0.0125
P08133	ANXA6	2	673	75872.1	50	0.659004	50	49	0.02
P08134	RHOC	2	193	22006.1	11	0.499861	11	11	0
P08174	CD55	2	381	41399.7	25	0.603869	25	24	0.04
P08185	SERPINA6	2	405	45140.2	17	0.376605	17	17	0
P08195	SLC3A2	2	529	57943.9	32	0.552259	32	32	0
P08236	GUSB	2	651	74730.8	32	0.428203	32	28	0.125
P08237	PFKM	2	780	85181.6	40	0.469585	40	41	-0.025
P08238	HSP90AB1	2	724	83263.2	38	0.456384	38	40	-0.0526316
P08240	SRPRA	2	638	69810.3	43	0.615955	43	40	0.0697674
P08243	ASNS	2	561	64369.1	35	0.543739	35	36	-0.0285714
P08253	MMP2	1	660	73881.4	36	0.487267	36	36	0
P08311	CTSG	2	255	28836.8	17	0.589525	17	16	0.0588235
P08473	MME	2	750	85512.8	43	0.502849	43	42	0.0232558
P08559	PDHA1	2	390	43295.2	25	0.577432	25	25	0
P08572	COL4A2	2	1712	167552	96	0.572956	96	90	0.0625
P08574	CYC1	2	325	35421.5	18	0.508166	18	17	0.0555556
P08579	SNRPB2	2	225	25486	11	0.431609	11	11	0
P08590	MYL3	1	195	21931.8	13	0.592746	13	14	-0.0769231
P08603	CFH	2	1231	139095	64	0.460117	64	65	-0.015625
P08621	SNRNP70	2	437	51556	19	0.368531	19	19	0
P08651	NFIC	2	508	55674.1	26	0.467004	26	22	0.153846
P08670	VIM	2	466	53650.8	35	0.652367	35	33	0.0571429
P08697	SERPINF2	2	491	54564.8	22	0.40319	22	19	0.136364
P08708	RPS17	2	135	15550	6	0.385853	6	6	0
P08727	KRT19	1	400	44105.3	33	0.74821	33	33	0
P08754	GNAI3	2	354	40531.7	17	0.419425	17	17	0
P08758	ANXA5	2	320	35936.2	26	0.723504	26	26	0
P08962	CD63	2	238	25636.4	12	0.468084	12	12	0
P09001	MRPL3	2	348	38632.2	24	0.621244	24	21	0.125
P09012	SNRPA	2	282	31279.1	13	0.415613	13	12	0.0769231
P09104	ENO2	2	434	47268	27	0.571212	27	27	0
P09110	ACAA1	2	424	44291.4	19	0.428977	19	19	0
P09211	GSTP1	2	210	23355.5	11	0.470981	11	11	0
P09234	SNRPC	2	159	17393.5	7	0.402448	7	4	0.428571
P09382	LGALS1	2	135	14715.6	10	0.679552	10	9	0.1
P09417	QDPR	2	244	25789.2	17	0.659192	17	17	0
P09429	HMGB1	2	215	24893.5	10	0.401711	10	11	-0.1
P09486	SPARC	2	303	34631.8	14	0.404253	14	14	0
P09488	GSTM1	2	218	25711.5	17	0.661184	17	18	-0.0588235
P09493	TPM1	1	284	32708	23	0.703191	23	23	0
P09496	CLTA	2	248	27076.3	10	0.369327	10	10	0
P09497	CLTB	2	229	25190.1	10	0.396982	10	10	0
P09525	ANXA4	2	319	35882.2	23	0.640986	23	23	0
P09543	CNP	2	421	47578	31	0.651562	31	32	-0.0322581
P09601	HMOX1	2	288	32818.1	18	0.548478	18	18	0
P09619	PDGFRB	2	1106	123966	46	0.371069	46	45	0.0217391
P09622	DLD	2	509	54176.7	27	0.498369	27	27	0
P09651	HNRNPA1	2	372	38746.5	19	0.490367	19	19	0
P09661	SNRPA1	2	255	28415.2	14	0.492694	14	14	0
P09669	COX6C	2	75	8781.33	6	0.683268	6	6	0
P09874	PARP1	2	1014	113082	63	0.557116	63	60	0.047619
P09913	IFIT2	2	472	54631.5	33	0.604048	33	33	0
P09914	IFIT1	2	478	55359.5	33	0.596103	33	33	0
P09936	UCHL1	2	223	24824	13	0.523686	13	13	0
P09960	LTA4H	2	611	69284.2	39	0.562899	39	38	0.025641
P09972	ALDOC	2	364	39455.3	24	0.608283	24	23	0.0416667
P0C0S5	H2AZ1	2	128	13552.5	6	0.442722	6	6	0
P0C7P4	UQCRFS1P1	2	283	30815	15	0.486777	15	16	-0.0666667
P0CAP1	MYZAP	1	466	54204.7	33	0.608803	33	33	0
P0CAP2	POLR2M	1	368	41738.9	25	0.598962	25	24	0.04
P0CF74	IGLC6	2	106	11276.4	6	0.532085	6	6	0
P0CG04	IGLC1	2	106	11347.5	7	0.616875	7	7	0
P0CG30	GSTT2B	2	244	27506.5	12	0.436261	12	12	0
P0CG47	UBB	2	229	25761.3	8	0.310544	8	8	0
P0CG48	UBC	2	685	77037.4	8	0.103846	8	8	0
P0DJ93	SMIM13	2	91	10350.6	2	0.193225	2	2	0
P0DME0	SETSIP	2	292	33644.5	11	0.326948	11	11	0
P0DMV8	HSPA1A	2	641	70051.3	36	0.513909	36	36	0
P0DMV9	HSPA1B	2	641	70051.3	36	0.513909	36	36	0
P0DOY2	IGLC2	2	106	11293.4	7	0.61983	7	7	0
P0DOY3	IGLC3	2	106	11265.4	7	0.621371	7	7	0
P0DP23	CALM1	1	149	16837.4	9	0.534524	9	9	0
P0DP24	CALM2	1	149	16837.4	9	0.534524	9	9	0
P0DP25	CALM3	1	149	16837.4	9	0.534524	9	9	0
P0DP58	LYNX1	2	116	12640.9	3	0.237325	3	3	0
P0DPI2	GATD3	2	268	28170.1	16	0.567978	16	15	0.0625
P0DUB6	AMY1A	2	511	57767.2	29	0.502015	29	28	0.0344828
P10109	FDX1	2	184	19392.4	14	0.721931	14	14	0
P10155	RO60	2	538	60669.9	34	0.56041	34	34	0
P10163	PRB4	2	310	31325.1	14	0.446926	14	0	1
P10176	COX8A	2	69	7578.98	3	0.395832	3	3	0
P10253	GAA	2	952	105322	43	0.408271	43	40	0.0697674
P10301	RRAS	2	218	23480.2	15	0.638836	15	15	0
P10398	ARAF	2	606	67584.4	38	0.56226	38	35	0.0789474
P10412	H1-4	2	219	21865	12	0.548822	12	12	0
P10415	BCL2	2	239	26265.5	12	0.456874	12	10	0.166667
P10515	DLAT	2	647	68995.8	35	0.507278	35	32	0.0857143
P10599	TXN	2	105	11737.4	7	0.596384	7	7	0
P10606	COX5B	2	129	13695.5	10	0.730166	10	10	0
P10619	CTSA	2	480	54465.3	22	0.403927	22	22	0
P10636	MAPT	2	758	78926.5	45	0.57015	45	44	0.0222222
P10644	PRKAR1A	2	381	42981.1	21	0.488587	21	20	0.047619
P10768	ESD	2	282	31462.4	16	0.508544	16	16	0
P10809	HSPD1	2	573	61054	35	0.573263	35	36	-0.0285714
P10909	CLU	2	449	52493.9	22	0.419097	22	22	0
P10915	HAPLN1	2	354	40165	22	0.54774	22	23	-0.0454545
P10916	MYL2	1	166	18789.1	11	0.585446	11	11	0
P11021	HSPA5	2	654	72332.1	38	0.525354	38	39	-0.0263158
P11047	LAMC1	2	1609	177601	84	0.47297	84	77	0.0833333
P11055	MYH3	1	1940	223901	127	0.567214	127	126	0.00787402
P11137	MAP2	2	1827	199523	101	0.506206	101	103	-0.019802
P11142	HSPA8	2	646	70897.3	37	0.521882	37	37	0
P11166	SLC2A1	1	492	54083.1	15	0.277351	15	15	0
P11171	EPB41	2	864	97015.5	54	0.556612	54	53	0.0185185
P11172	UMPS	2	480	52220.8	26	0.497885	26	27	-0.0384615
P11177	PDHB	2	359	39232.9	21	0.535265	21	18	0.142857
P11182	DBT	2	482	53516.4	32	0.597947	32	28	0.125
P11216	PYGB	2	843	96694.7	55	0.568801	55	55	0
P11217	PYGM	2	842	97090.7	56	0.57678	56	56	0
P11233	RALA	2	206	23566.5	10	0.42433	10	11	-0.1
P11234	RALB	2	206	23408.3	10	0.427199	10	10	0
P11277	SPTB	2	2137	246464	145	0.588322	145	143	0.0137931
P11279	LAMP1	2	417	44881.8	20	0.445615	20	20	0
P11310	ACADM	2	421	46587.8	21	0.450762	21	21	0
P11387	TOP1	2	765	90724.6	46	0.507029	46	47	-0.0217391
P11413	G6PD	2	515	59256	39	0.658162	39	38	0.025641
P11532	DMD	1	3685	426770	231	0.541275	231	229	0.00865801
P11586	MTHFD1	2	935	101530	56	0.551562	56	56	0
P11717	IGF2R	2	2491	274372	147	0.535769	147	137	0.0680272
P11766	ADH5	2	374	39723.9	23	0.578996	23	19	0.173913
P11908	PRPS2	2	318	34768.6	19	0.54647	19	19	0
P11940	PABPC1	2	636	70669.9	43	0.608463	43	38	0.116279
P12004	PCNA	2	261	28768.4	18	0.625686	18	18	0
P12081	HARS1	2	509	57409.8	34	0.592234	34	34	0
P12109	COL6A1	1	1028	108528	62	0.57128	62	57	0.0806452
P12110	COL6A2	2	1019	108578	60	0.552597	60	60	0
P12111	COL6A3	2	3177	343665	194	0.564503	194	182	0.0618557
P12235	SLC25A4	2	298	33064.1	21	0.635131	21	21	0
P12236	SLC25A6	2	298	32865.9	22	0.669388	22	22	0
P12268	IMPDH2	2	514	55804.2	26	0.465914	26	25	0.0384615
P12270	TPR	2	2363	267288	141	0.52752	141	140	0.0070922
P12273	PIP	2	146	16572.3	12	0.724102	12	12	0
P12277	CKB	2	381	42643.7	23	0.539353	23	21	0.0869565
P12429	ANXA3	2	323	36374.7	24	0.6598	24	24	0
